Iteration,TX_Time,RX_Time,Delay,D_K,Delay_cc,T_K,Z12,Primal_Residual,LocalUpdate
11,"[[""1.727745291440831e9""], [""1.727745291441032e9""]]","[[""1.72774529153694e9""], [""1.727745291696996e9""]]","[[0.09610915184020996], [0.2559640407562256]]",0.2559640407562256,0.0027780532836914062,0.258742094039917,"[0.015000000000000013, 0.0, 0.998835, 0.9955799999999999, 0.006109999999999998, 0.05115499999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.99587, 0.991465, 0.008085, 0.05319, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9935849999999999, 0.987495, 0.015924999999999998, 0.06133, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0036650000000000293, 0.0033599999999999186, 0.0011100000000000016, 0.004674999999999992, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.004130000000000078, 0.004125000000000045, 0.003084999999999999, 0.0026400000000000035, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0038449999999999873, 0.0033849999999999714, 0.0009250000000000022, 0.004500000000000004, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0036649999999999183, 0.0033600000000001407, 0.0011099999999999981, 0.0046750000000000055, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.004129999999999967, 0.004124999999999934, 0.003085, 0.0026399999999999965, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0038450000000000983, 0.0033849999999999714, 0.0009249999999999987, 0.004499999999999997, 1.3877787807814457e-17, 0.00917]]","[[11], [10]]"
12,"[[""1.727745291700954e9""], [""1.727745291701119e9""]]","[[""1.727745291800942e9""], [""1.727745291946761e9""]]","[[0.09998798370361328], [0.24564194679260254]]",0.24564194679260254,0.004099130630493164,0.2497410774230957,"[0.015000000000000013, 0.0, 0.9970100000000001, 0.9934550000000001, -0.004775, 0.057155000000000004, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9953799999999999, 0.990735, 0.00047999999999999974, 0.05811499999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9902, 0.9838199999999999, 0.004479999999999999, 0.06958500000000001, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.002990000000000048, 0.002975000000000061, 0.009775, 0.0013249999999999929, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0046199999999999575, 0.004855000000000054, 0.00452, 0.0022850000000000092, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0016399999999999748, 0.0014699999999999713, 0.010519999999999998, 0.0037549999999999945, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.002989999999999937, 0.00297499999999995, 0.009774999999999999, 0.0013250000000000067, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0046200000000000685, 0.004854999999999943, 0.004520000000000001, 0.0022849999999999954, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0016400000000000858, 0.0014700000000000824, 0.010520000000000002, 0.0037550000000000083, 1.3877787807814457e-17, 0.00917]]","[[12], [11]]"
13,"[[""1.727745291952827e9""], [""1.727745291953076e9""]]","[[""1.727745292039128e9""], [""1.727745292177123e9""]]","[[0.08630108833312988], [0.22404718399047852]]",0.22404718399047852,0.0026869773864746094,0.22673416137695312,"[0.015000000000000013, 0.0, 0.996755, 0.9930749999999999, -0.004960000000000001, 0.059054999999999996, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.993985, 0.98952, -0.0016299999999999995, 0.058545, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.986945, 0.9802, 0.00401, 0.07227, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0032449999999999424, 0.003354999999999886, 0.009959999999999998, 0.0032250000000000056, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.002495000000000025, 0.002549999999999941, 0.0066300000000000005, 0.002715000000000002, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00018499999999999073, 9.99999999995449e-6, 0.01099, 0.006440000000000001, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0032450000000000534, 0.003355000000000108, 0.00996, 0.0032249999999999987, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.002495000000000025, 0.0025500000000000522, 0.00663, 0.002715000000000002, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00018499999999999073, 1.0000000000065512e-5, 0.01099, 0.006440000000000001, 1.3877787807814457e-17, 0.00917]]","[[13], [12]]"
14,"[[""1.727745292180846e9""], [""1.727745292180997e9""]]","[[""1.727745292266049e9""], [""1.727745292406946e9""]]","[[0.08520293235778809], [0.22594904899597168]]",0.22594904899597168,0.0027990341186523438,0.22874808311462402,"[0.015000000000000013, 0.0, 0.99648, 0.992975, -3.500000000000031e-5, 0.057485, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9923550000000001, 0.988035, 6.000000000000016e-5, 0.05745, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9846900000000001, 0.977665, 0.00976, 0.07119, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0022600000000000398, 0.002195000000000058, 0.0050349999999999995, 0.0016549999999999968, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0002950000000000452, 0.00020500000000001073, 0.00494, 0.0016199999999999964, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0012899999999999023, 0.0008049999999999446, 0.00524, 0.005360000000000004, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0022599999999999287, 0.002194999999999947, 0.005035, 0.0016550000000000037, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0002949999999999342, 0.00020500000000001073, 0.00494, 0.0016200000000000034, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0012900000000000134, 0.0008050000000000557, 0.00524, 0.005360000000000004, 1.3877787807814457e-17, 0.00917]]","[[14], [13]]"
15,"[[""1.727745292410881e9""], [""1.727745292411026e9""]]","[[""1.727745292511081e9""], [""1.727745292637092e9""]]","[[0.10019993782043457], [0.22606611251831055]]",0.22606611251831055,0.002714872360229492,0.22878098487854004,"[0.015000000000000013, 0.0, 0.9957299999999999, 0.992455, 0.004914999999999999, 0.055205, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.99142, 0.987085, 0.0030149999999999995, 0.056569999999999995, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.98383, 0.9767100000000001, 0.015809999999999998, 0.068855, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0005999999999999339, 0.0003049999999999997, 8.499999999999914e-5, 0.0006250000000000006, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0005800000000000249, 0.0006549999999999612, 0.0019849999999999994, 0.0007400000000000045, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0017700000000000493, 0.0011999999999998678, 0.0008100000000000017, 0.003025, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.000600000000000156, 0.0003049999999999997, 8.500000000000087e-5, 0.0006250000000000006, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0005799999999999139, 0.0006549999999999612, 0.0019850000000000007, 0.0007399999999999976, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0017699999999999383, 0.0012000000000000899, 0.0008099999999999982, 0.003025, 1.3877787807814457e-17, 0.00917]]","[[15], [14]]"
16,"[[""1.727745292641249e9""], [""1.727745292641389e9""]]","[[""1.727745292730848e9""], [""1.72774529308716e9""]]","[[0.0895991325378418], [0.4457712173461914]]",0.4457712173461914,0.0025069713592529297,0.44827818870544434,"[0.015000000000000013, 0.0, 0.99528, 0.992055, 0.007535000000000002, 0.054145, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.991145, 0.9867500000000001, 0.005295000000000003, 0.05609, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.984305, 0.9772749999999999, 0.018795, 0.066985, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 3.999999999992898e-5, 0.0003849999999999687, 0.002534999999999999, 0.001684999999999999, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006349999999999412, 0.0006499999999999284, 0.0002949999999999975, 0.00025999999999999635, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0016650000000000276, 0.0011850000000001026, 0.0037949999999999998, 0.0011550000000000032, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 4.0000000000040004e-5, 0.0003849999999999687, 0.0025350000000000017, 0.001684999999999999, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006350000000000522, 0.0006500000000001505, 0.0002950000000000027, 0.0002600000000000033, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0016650000000000276, 0.0011849999999998806, 0.0037949999999999998, 0.0011550000000000032, 1.3877787807814457e-17, 0.00917]]","[[16], [15]]"
17,"[[""1.727745293090993e9""], [""1.727745293091133e9""]]","[[""1.727745293291069e9""], [""1.727745293316745e9""]]","[[0.20007610321044922], [0.22561192512512207]]",0.22561192512512207,0.002725839614868164,0.22833776473999023,"[0.015000000000000013, 0.0, 0.9949899999999999, 0.991675, 0.007649999999999999, 0.054285, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.99124, 0.9867999999999999, 0.006150000000000001, 0.05591999999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9856499999999999, 0.9788049999999999, 0.018625000000000003, 0.066015, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 3.999999999992898e-5, 0.00021500000000007624, 0.0026500000000000013, 0.0015449999999999978, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00037999999999993594, 0.000360000000000138, 0.0011499999999999991, 9.000000000000674e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0010700000000001264, 0.0007750000000000812, 0.0036249999999999963, 0.00018499999999999073, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 4.0000000000040004e-5, 0.00021499999999996522, 0.0026499999999999987, 0.0015449999999999978, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00038000000000004697, 0.00035999999999991594, 0.0011500000000000008, 8.999999999999286e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0010699999999999044, 0.0007749999999999702, 0.0036250000000000032, 0.0001850000000000046, 1.3877787807814457e-17, 0.00917]]","[[17], [16]]"
18,"[[""1.727745293320835e9""], [""1.727745293320988e9""]]","[[""1.727745293399076e9""], [""1.727745293547033e9""]]","[[0.07824087142944336], [0.2260451316833496]]",0.2260451316833496,0.0027968883514404297,0.22884202003479004,"[0.015000000000000013, 0.0, 0.9945950000000001, 0.991145, 0.006365, 0.05498, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.991425, 0.986965, 0.0059299999999999995, 0.05588, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9872400000000001, 0.9806, 0.016839999999999997, 0.06559, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00018500000000010175, 6.500000000009276e-5, 0.001365, 0.0008500000000000035, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00012500000000004174, 8.500000000000174e-5, 0.0009300000000000003, 5.000000000000143e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00029999999999985594, 0.00020999999999993246, 0.0018400000000000014, 0.00023999999999999022, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0001849999999998797, 6.499999999998174e-5, 0.001365, 0.0008499999999999966, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00012500000000004174, 8.500000000000174e-5, 0.0009299999999999994, 5.000000000000143e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.000300000000000078, 0.00021000000000004349, 0.0018399999999999979, 0.0002400000000000041, 1.3877787807814457e-17, 0.00917]]","[[18], [17]]"
19,"[[""1.727745293551183e9""], [""1.727745293551355e9""]]","[[""1.727745293651179e9""], [""1.727745293767009e9""]]","[[0.09999608993530273], [0.2156541347503662]]",0.2156541347503662,0.0030388832092285156,0.21869301795959473,"[0.015000000000000013, 0.0, 0.9940599999999999, 0.9904850000000001, 0.0049700000000000005, 0.055725, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.991555, 0.9870950000000001, 0.005384999999999999, 0.05585000000000001, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9885700000000001, 0.982105, 0.015000000000000001, 0.065325, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00013999999999991797, 0.00014500000000006175, 3.0000000000000512e-5, 0.00010499999999999399, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 2.4999999999941735e-5, 6.500000000009276e-5, 0.0003850000000000008, 1.9999999999992246e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.000320000000000098, 0.00023499999999998522, 1.734723475976807e-18, 0.0005049999999999916, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.000140000000000029, 0.00014499999999995072, 2.9999999999999645e-5, 0.00010500000000000093, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 2.5000000000052758e-5, 6.499999999998174e-5, 0.00038499999999999906, 2.0000000000013063e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00031999999999998696, 0.00023499999999998522, 1.734723475976807e-18, 0.0005050000000000054, 1.3877787807814457e-17, 0.00917]]","[[19], [18]]"
20,"[[""1.727745293771687e9""], [""1.727745293771859e9""]]","[[""1.727745293871243e9""], [""1.727745294006885e9""]]","[[0.09955596923828125], [0.23502612113952637]]",0.23502612113952637,0.0027818679809570312,0.2378079891204834,"[0.015000000000000013, 0.0, 0.99351, 0.989845, 0.00421, 0.05628, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.991605, 0.987155, 0.005049999999999999, 0.05579499999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9893699999999999, 0.983025, 0.013939999999999998, 0.065085, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 4.999999999999449e-5, 4.499999999996174e-5, 0.0007900000000000003, 0.00045000000000000595, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 5.499999999991623e-5, 9.499999999995623e-5, 5.000000000000143e-5, 3.499999999999337e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006599999999998829, 0.0004549999999999832, 0.0010599999999999967, 0.0007450000000000095, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 4.999999999999449e-5, 4.500000000007276e-5, 0.0007899999999999999, 0.000449999999999999, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 5.500000000002725e-5, 9.499999999995623e-5, 4.999999999999883e-5, 3.500000000000725e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.000660000000000105, 0.0004549999999999832, 0.001060000000000002, 0.0007449999999999957, 1.3877787807814457e-17, 0.00917]]","[[20], [19]]"
21,"[[""1.727745294011166e9""], [""1.72774529401132e9""]]","[[""1.727745294101278e9""], [""1.72774529423725e9""]]","[[0.09011197090148926], [0.22592997550964355]]",0.22592997550964355,0.002719879150390625,0.22864985466003418,"[0.015000000000000013, 0.0, 0.993105, 0.9893799999999999, 0.004165, 0.056585, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9916149999999999, 0.987175, 0.005045000000000001, 0.055735, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9896050000000001, 0.9833050000000001, 0.013755000000000003, 0.06494, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0002449999999999397, 9.00000000000345e-5, 0.0008350000000000002, 0.0007549999999999987, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 2.4999999999941735e-5, 5.500000000002725e-5, 4.4999999999999034e-5, 9.499999999999786e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0007250000000000867, 0.0004850000000000687, 0.001245000000000003, 0.0008900000000000019, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00024500000000005073, 8.999999999992347e-5, 0.0008349999999999998, 0.0007550000000000057, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 2.5000000000052758e-5, 5.500000000002725e-5, 4.500000000000077e-5, 9.499999999999786e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0007249999999999757, 0.0004849999999999577, 0.0012449999999999961, 0.0008900000000000019, 1.3877787807814457e-17, 0.00917]]","[[21], [20]]"
22,"[[""1.727745294241725e9""], [""1.727745294241972e9""]]","[[""1.727745294330868e9""], [""1.727745294466841e9""]]","[[0.08914303779602051], [0.2248690128326416]]",0.2248690128326416,0.0030410289764404297,0.22791004180908203,"[0.015000000000000013, 0.0, 0.9929450000000001, 0.98921, 0.004529999999999999, 0.056644999999999994, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9916300000000001, 0.9871949999999999, 0.005214999999999997, 0.055705, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.98939, 0.9830649999999999, 0.014105, 0.06497, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0003449999999999287, 0.00017999999999995797, 0.00046999999999999906, 0.0008150000000000032, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 9.999999999843467e-6, 4.999999999921734e-6, 0.00021500000000000252, 0.0001250000000000001, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006000000000000449, 0.0003749999999999032, 0.000895, 0.0008599999999999997, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0003450000000000397, 0.000180000000000069, 0.0004700000000000008, 0.0008149999999999963, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 1.0000000000176534e-5, 5.000000000032756e-6, 0.0002149999999999973, 0.0001250000000000001, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006000000000000449, 0.00037500000000012523, 0.000895, 0.0008599999999999997, 1.3877787807814457e-17, 0.00917]]","[[22], [21]]"
23,"[[""1.727745294471565e9""], [""1.727745294471746e9""]]","[[""1.727745294570816e9""], [""1.727745294686989e9""]]","[[0.09925103187561035], [0.21524310111999512]]",0.21524310111999512,0.0027320384979248047,0.21797513961791992,"[0.015000000000000013, 0.0, 0.9930399999999999, 0.989335, 0.004945, 0.056505, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9916599999999999, 0.987245, 0.005335000000000001, 0.055715, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9888949999999999, 0.9825000000000002, 0.01458, 0.0652, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0003500000000000725, 0.00020500000000001073, 5.4999999999999494e-5, 0.000675000000000002, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 3.0000000000085514e-5, 2.4999999999941735e-5, 0.0003349999999999985, 0.00011500000000000399, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0003749999999999032, 0.000220000000000109, 0.0004199999999999985, 0.0006299999999999917, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00034999999999996145, 0.00020500000000001073, 5.500000000000036e-5, 0.000675000000000002, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 2.999999999986347e-5, 2.5000000000052758e-5, 0.0003350000000000011, 0.00011499999999999705, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00037500000000012523, 0.00021999999999988695, 0.00042000000000000023, 0.0006300000000000056, 1.3877787807814457e-17, 0.00917]]","[[23], [22]]"
24,"[[""1.727745294691431e9""], [""1.727745294691576e9""]]","[[""1.72774529477606e9""], [""1.727745294917133e9""]]","[[0.08462905883789062], [0.2255570888519287]]",0.2255570888519287,0.0026848316192626953,0.2282419204711914,"[0.015000000000000013, 0.0, 0.9933349999999999, 0.989675, 0.005195, 0.056255, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.991725, 0.987315, 0.0053100000000000005, 0.055749999999999994, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9883100000000001, 0.98183, 0.014955, 0.06555, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00025500000000011624, 0.00016500000000008175, 0.00019499999999999986, 0.00042500000000000177, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 1.4999999999987246e-5, 2.4999999999941735e-5, 0.0003099999999999995, 7.999999999999674e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00013000000000018552, 5.999999999994898e-5, 4.49999999999999e-5, 0.00028000000000000247, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0002549999999998942, 0.00016499999999997073, 0.00019499999999999986, 0.00042500000000000177, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 1.4999999999987246e-5, 2.5000000000052758e-5, 0.0003100000000000004, 8.000000000000368e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00012999999999985246, 6.0000000000060005e-5, 4.49999999999999e-5, 0.00028000000000000247, 1.3877787807814457e-17, 0.00917]]","[[24], [23]]"
25,"[[""1.727745294921578e9""], [""1.727745294921741e9""]]","[[""1.727745294996285e9""], [""1.727745295147127e9""]]","[[0.07470703125], [0.2253859043121338]]",0.2253859043121338,0.0025200843811035156,0.2279059886932373,"[0.015000000000000013, 0.0, 0.993715, 0.990115, 0.005255000000000001, 0.05597, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.991785, 0.9873949999999999, 0.00515, 0.05578000000000001, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9877849999999999, 0.981225, 0.015144999999999999, 0.0659, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00011499999999997623, 8.500000000000174e-5, 0.00025499999999999915, 0.00014000000000000123, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 5.000000000032756e-6, 1.5000000000098268e-5, 0.00014999999999999996, 5.000000000000837e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 6.500000000009276e-5, 5.500000000002725e-5, 0.00014500000000000103, 7.000000000000062e-5, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00011499999999997623, 8.500000000000174e-5, 0.0002550000000000009, 0.00014000000000000123, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 4.999999999921734e-6, 1.4999999999876223e-5, 0.00014999999999999996, 4.9999999999987554e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 6.499999999987072e-5, 5.500000000002725e-5, 0.0001449999999999993, 7.000000000000062e-5, 1.3877787807814457e-17, 0.00917]]","[[25], [24]]"
26,"[[""1.727745295151512e9""], [""1.727745295151668e9""]]","[[""1.727745295235893e9""], [""1.727745295376973e9""]]","[[0.084381103515625], [0.22530484199523926]]",0.22530484199523926,0.0026819705963134766,0.22798681259155273,"[0.015000000000000013, 0.0, 0.9940850000000001, 0.9905400000000001, 0.005195, 0.05571, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.99184, 0.987445, 0.00494, 0.05581, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9874150000000002, 0.9808, 0.015210000000000001, 0.06616, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 3.500000000011827e-5, 1.0000000000065512e-5, 0.00019499999999999986, 0.00012000000000000205, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 3.0000000000085514e-5, 5.000000000032756e-6, 6.000000000000016e-5, 1.9999999999999185e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0002049999999998997, 0.00012999999999996348, 0.00020999999999999838, 0.00032999999999999696, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 3.4999999999896225e-5, 9.99999999995449e-6, 0.00019499999999999986, 0.00011999999999999511, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 2.999999999997449e-5, 5.000000000032756e-6, 6.000000000000016e-5, 1.9999999999999185e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00020500000000012175, 0.00012999999999996348, 0.00021000000000000185, 0.00032999999999999696, 1.3877787807814457e-17, 0.00917]]","[[26], [25]]"
27,"[[""1.727745295381605e9""], [""1.72774529538176e9""]]","[[""1.727745295456035e9""], [""1.727745295614827e9""]]","[[0.07442998886108398], [0.23306703567504883]]",0.23306703567504883,0.002711057662963867,0.2357780933380127,"[0.015000000000000013, 0.0, 0.9943500000000001, 0.99085, 0.00509, 0.05552, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.99185, 0.9874649999999999, 0.004775, 0.05582499999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9872449999999999, 0.9806, 0.015210000000000001, 0.066275, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.000140000000000029, 7.999999999996898e-5, 8.99999999999998e-5, 0.0003099999999999978, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 4.999999999999449e-5, 2.4999999999941735e-5, 0.0002249999999999995, 4.999999999991123e-6, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00025500000000011624, 0.00015999999999993797, 0.00020999999999999838, 0.00044500000000000095, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00013999999999991797, 7.999999999996898e-5, 8.99999999999998e-5, 0.0003099999999999978, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 4.999999999999449e-5, 2.5000000000052758e-5, 0.00022500000000000037, 5.0000000000050004e-6, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0002549999999998942, 0.000160000000000049, 0.00021000000000000185, 0.00044500000000000095, 1.3877787807814457e-17, 0.00917]]","[[27], [26]]"
