Iteration,TX_Time,RX_Time,Delay,D_K,Delay_cc,T_K,Z12
23,"[[""1.727123390548016e9""], [""1.727123390548274e9""]]","[[""1.727123390626439e9""], [""1.727123390799039e9""]]","[[0.07842302322387695], [0.2507648468017578]]",0.2507648468017578,0.0064411163330078125,0.2572059631347656,"[0.015, 0.0092, 0.99625, 0.9939499999999999, 0.00515, 0.03765, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9917499999999999, 0.0052499999999999995, 0.03730000000000001, 0.015, 0.0092, 0.015, 0.0092, 0.9912500000000001, 0.9863, 0.015050000000000001, 0.047150000000000004, 0.015, 0.009200000000000002]"
24,"[[""1.7271233908073e9""], [""1.727123390807514e9""]]","[[""1.727123390884487e9""], [""1.727123391058823e9""]]","[[0.07718682289123535], [0.2513091564178467]]",0.2513091564178467,0.0063037872314453125,0.257612943649292,"[0.015, 0.0092, 0.9957500000000001, 0.9934000000000001, 0.0054, 0.03805, 0.015, 0.0092, 0.015, 0.0092, 0.9950500000000001, 0.99215, 0.0052499999999999995, 0.037149999999999996, 0.015, 0.0092, 0.015, 0.0092, 0.99115, 0.9861500000000001, 0.0149, 0.0474, 0.015, 0.009199999999999998]"
25,"[[""1.727123391066915e9""], [""1.727123391067125e9""]]","[[""1.727123391230304e9""], [""1.727123391328659e9""]]","[[0.16338896751403809], [0.2615339756011963]]",0.2615339756011963,0.0060520172119140625,0.26758599281311035,"[0.015, 0.0092, 0.9955999999999999, 0.9932500000000001, 0.0054, 0.03815, 0.015, 0.0092, 0.015, 0.0092, 0.9951999999999999, 0.99235, 0.0052, 0.03705, 0.015, 0.0092, 0.015, 0.0092, 0.9909999999999999, 0.986, 0.01475, 0.0476, 0.015, 0.009200000000000002]"
26,"[[""1.727123391336606e9""], [""1.72712339133681e9""]]","[[""1.727123391430408e9""], [""1.727123391578651e9""]]","[[0.09380197525024414], [0.24184083938598633]]",0.24184083938598633,0.006242036819458008,0.24808287620544434,"[0.015, 0.0092, 0.9957499999999999, 0.9934, 0.005299999999999999, 0.038099999999999995, 0.015, 0.0092, 0.015, 0.0092, 0.99525, 0.9924000000000001, 0.0051, 0.03705, 0.015, 0.0092, 0.015, 0.0092, 0.9908500000000001, 0.98585, 0.01465, 0.04765, 0.015, 0.009199999999999998]"
27,"[[""1.72712339158677e9""], [""1.727123391586948e9""]]","[[""1.727123391672423e9""], [""1.727123391838716e9""]]","[[0.08565282821655273], [0.2517681121826172]]",0.2517681121826172,0.006165027618408203,0.2579331398010254,"[0.015, 0.0092, 0.9960500000000001, 0.99375, 0.0052, 0.03785, 0.015, 0.0092, 0.015, 0.0092, 0.9952000000000001, 0.9923, 0.005, 0.03715, 0.015, 0.0092, 0.015, 0.0092, 0.99085, 0.9858500000000001, 0.01475, 0.047650000000000005, 0.015, 0.009200000000000002]"
28,"[[""1.727123391847098e9""], [""1.727123391847295e9""]]","[[""1.727123391933226e9""], [""1.727123392109071e9""]]","[[0.08612799644470215], [0.2617759704589844]]",0.2617759704589844,0.006579875946044922,0.2683558464050293,"[0.015, 0.0092, 0.99645, 0.9942, 0.0051, 0.037599999999999995, 0.015, 0.0092, 0.015, 0.0092, 0.9949999999999999, 0.9921, 0.0049499999999999995, 0.0373, 0.015, 0.0092, 0.015, 0.0092, 0.9907999999999999, 0.9857999999999998, 0.014850000000000002, 0.04765, 0.015, 0.009199999999999998]"
29,"[[""1.72712339211792e9""], [""1.727123392118147e9""]]","[[""1.727123392216261e9""], [""1.727123392360724e9""]]","[[0.09834098815917969], [0.24257707595825195]]",0.24257707595825195,0.006621122360229492,0.24919819831848145,"[0.015, 0.0092, 0.99675, 0.9944999999999999, 0.005049999999999999, 0.0374, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9918, 0.004900000000000001, 0.03745, 0.015, 0.0092, 0.015, 0.0092, 0.99075, 0.9857000000000002, 0.015049999999999997, 0.04755000000000001, 0.015, 0.009200000000000002]"
30,"[[""1.727123392369709e9""], [""1.727123392369911e9""]]","[[""1.727123392470342e9""], [""1.727123392619955e9""]]","[[0.10063290596008301], [0.2500441074371338]]",0.2500441074371338,0.006022930145263672,0.25606703758239746,"[0.015, 0.0092, 0.99695, 0.9948000000000001, 0.0049499999999999995, 0.03725, 0.015, 0.0092, 0.015, 0.0092, 0.99455, 0.9916, 0.004900000000000001, 0.03755, 0.015, 0.0092, 0.015, 0.0092, 0.99075, 0.9856999999999998, 0.015099999999999999, 0.04755, 0.015, 0.009199999999999998]"
31,"[[""1.727123392628126e9""], [""1.727123392628338e9""]]","[[""1.727123392708618e9""], [""1.727123392878818e9""]]","[[0.08049201965332031], [0.25047993659973145]]",0.25047993659973145,0.006952047348022461,0.2574319839477539,"[0.015, 0.0092, 0.99705, 0.9949, 0.00485, 0.0372, 0.015, 0.0092, 0.015, 0.0092, 0.9944500000000001, 0.9914, 0.004950000000000001, 0.037700000000000004, 0.015, 0.0092, 0.015, 0.0092, 0.9907500000000001, 0.9857000000000002, 0.015149999999999999, 0.04755, 0.015, 0.009200000000000002]"
32,"[[""1.727123392888002e9""], [""1.727123392888207e9""]]","[[""1.727123392980228e9""], [""1.72712339314875e9""]]","[[0.09222602844238281], [0.2605431079864502]]",0.2605431079864502,0.006429910659790039,0.26697301864624023,"[0.015, 0.0092, 0.997, 0.99485, 0.0049, 0.037250000000000005, 0.015, 0.0092, 0.015, 0.0092, 0.9943, 0.99135, 0.005, 0.03775, 0.015, 0.0092, 0.015, 0.0092, 0.99085, 0.9857499999999999, 0.01515, 0.0475, 0.015, 0.009199999999999998]"
33,"[[""1.72712339315781e9""], [""1.727123393157988e9""]]","[[""1.727123393254407e9""], [""1.727123393400977e9""]]","[[0.09659695625305176], [0.24298882484436035]]",0.24298882484436035,0.012668132781982422,0.2556569576263428,"[0.015, 0.0092, 0.99695, 0.99475, 0.0049, 0.037349999999999994, 0.015, 0.0092, 0.015, 0.0092, 0.9943500000000001, 0.9912999999999998, 0.005, 0.0377, 0.015, 0.0092, 0.015, 0.0092, 0.9908999999999999, 0.9858499999999999, 0.01515, 0.04745, 0.015, 0.009200000000000002]"
34,"[[""1.727123393418813e9""], [""1.727123393419279e9""]]","[[""1.727123393505162e9""], [""1.727123393650838e9""]]","[[0.0863490104675293], [0.23155879974365234]]",0.23155879974365234,0.01541900634765625,0.2469778060913086,"[0.015, 0.0092, 0.99685, 0.9946499999999999, 0.0049, 0.0374, 0.015, 0.0092, 0.015, 0.0092, 0.9944, 0.9914500000000002, 0.005, 0.03765, 0.015, 0.0092, 0.015, 0.0092, 0.9909000000000001, 0.9859, 0.015099999999999999, 0.04745, 0.015, 0.009199999999999998]"
35,"[[""1.727123393671339e9""], [""1.72712339367181e9""]]","[[""1.72712339376038e9""], [""1.727123393910771e9""]]","[[0.08904099464416504], [0.23896098136901855]]",0.23896098136901855,0.012960195541381836,0.2519211769104004,"[0.015, 0.0092, 0.9967, 0.9944500000000001, 0.0049499999999999995, 0.0375, 0.015, 0.0092, 0.015, 0.0092, 0.99455, 0.9915499999999999, 0.005, 0.037599999999999995, 0.015, 0.0092, 0.015, 0.0092, 0.9909999999999999, 0.9859500000000001, 0.015, 0.04745, 0.015, 0.009200000000000002]"
36,"[[""1.727123393929126e9""], [""1.727123393929593e9""]]","[[""1.727123394015317e9""], [""1.727123394188772e9""]]","[[0.08619093894958496], [0.25917887687683105]]",0.25917887687683105,0.0067479610443115234,0.2659268379211426,"[0.015, 0.0092, 0.99655, 0.9943000000000001, 0.0049499999999999995, 0.03755, 0.015, 0.0092, 0.015, 0.0092, 0.99465, 0.9917, 0.005, 0.0375, 0.015, 0.0092, 0.015, 0.0092, 0.99105, 0.986, 0.014949999999999998, 0.04745, 0.015, 0.009199999999999998]"
37,"[[""1.727123394198272e9""], [""1.727123394198456e9""]]","[[""1.727123394296537e9""], [""1.72712339444876e9""]]","[[0.09826493263244629], [0.2503039836883545]]",0.2503039836883545,0.006317853927612305,0.2566218376159668,"[0.015, 0.0092, 0.99645, 0.9942, 0.005, 0.03765, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9918, 0.005, 0.0374, 0.015, 0.0092, 0.015, 0.0092, 0.9909999999999999, 0.986, 0.0149, 0.04745, 0.015, 0.009200000000000002]"
38,"[[""1.72712339445772e9""], [""1.727123394457888e9""]]","[[""1.727123394528331e9""], [""1.727123394698721e9""]]","[[0.07061100006103516], [0.24083304405212402]]",0.24083304405212402,0.007234096527099609,0.24806714057922363,"[0.015, 0.0092, 0.9964000000000001, 0.9941499999999999, 0.0051, 0.037649999999999996, 0.015, 0.0092, 0.015, 0.0092, 0.9948, 0.99185, 0.005050000000000001, 0.037399999999999996, 0.015, 0.0092, 0.015, 0.0092, 0.9910000000000002, 0.9859499999999999, 0.014949999999999998, 0.0475, 0.015, 0.009199999999999998]"
39,"[[""1.727123394708766e9""], [""1.727123394708967e9""]]","[[""1.72712339480045e9""], [""1.727123394950755e9""]]","[[0.09168410301208496], [0.24178791046142578]]",0.24178791046142578,0.006865024566650391,0.24865293502807617,"[0.015, 0.0092, 0.9964, 0.9941500000000001, 0.0051, 0.037599999999999995, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9919000000000001, 0.005049999999999999, 0.037349999999999994, 0.015, 0.0092, 0.015, 0.0092, 0.9909499999999999, 0.9859000000000002, 0.014950000000000001, 0.04755, 0.015, 0.009200000000000002]"
40,"[[""1.727123394960504e9""], [""1.727123394960699e9""]]","[[""1.72712339503532e9""], [""1.727123395210999e9""]]","[[0.07481598854064941], [0.25029993057250977]]",0.25029993057250977,0.007582902908325195,0.25788283348083496,"[0.015, 0.0092, 0.9965, 0.9942499999999999, 0.005099999999999999, 0.03755000000000001, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9917999999999999, 0.005, 0.03735000000000001, 0.015, 0.0092, 0.015, 0.0092, 0.9909, 0.9858499999999999, 0.015, 0.04755, 0.015, 0.009199999999999998]"
41,"[[""1.727123395221606e9""], [""1.727123395221777e9""]]","[[""1.727123395350339e9""], [""1.727123395484885e9""]]","[[0.12873291969299316], [0.2631080150604248]]",0.2631080150604248,0.006460905075073242,0.26956892013549805,"[0.015, 0.0092, 0.9966, 0.9943, 0.005050000000000001, 0.03755, 0.015, 0.0092, 0.015, 0.0092, 0.9947, 0.99175, 0.005, 0.03749999999999999, 0.015, 0.0092, 0.015, 0.0092, 0.99085, 0.9858, 0.015, 0.04755, 0.015, 0.009200000000000002]"
42,"[[""1.727123395494411e9""], [""1.727123395494568e9""]]","[[""1.727123395570678e9""], [""1.72712339573089e9""]]","[[0.07626700401306152], [0.23632192611694336]]",0.23632192611694336,0.006680965423583984,0.24300289154052734,"[0.015, 0.0092, 0.99665, 0.9944, 0.005050000000000001, 0.03749999999999999, 0.015, 0.0092, 0.015, 0.0092, 0.9946499999999999, 0.9917, 0.005, 0.037500000000000006, 0.015, 0.0092, 0.015, 0.0092, 0.99085, 0.9858, 0.015, 0.04755, 0.015, 0.009199999999999998]"
