Iteration,TX_Time,RX_Time,Delay,D_K,Delay_cc,T_K,Z12,Primal_Residual,LocalUpdate
34,"[[""1.727744571633429e9""], [""1.727744571633583e9""]]","[[""1.727744571723016e9""], [""1.727744571788428e9""]]","[[0.08958697319030762], [0.1548449993133545]]",0.1548449993133545,0.0027518272399902344,0.15759682655334473,"[0.015000000000000013, 0.0, 0.9938549999999999, 0.99034, 0.005585, 0.05574, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.99195, 0.987645, 0.004575, 0.055874999999999994, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9847699999999999, 0.9779100000000001, 0.015495000000000002, 0.06762499999999999, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00031500000000006523, 0.00036999999999998145, 0.0005850000000000005, 8.99999999999998e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00019999999999997797, 0.0003149999999999542, 0.00042500000000000003, 4.500000000000337e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0018700000000000383, 0.0015599999999998948, 0.0004949999999999989, 0.001795000000000005, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0003149999999999542, 0.00036999999999998145, 0.0005849999999999996, 8.99999999999998e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00019999999999997797, 0.0003149999999999542, 0.00042500000000000003, 4.499999999999643e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0018699999999999273, 0.0015600000000000058, 0.0004950000000000024, 0.001794999999999991, 1.3877787807814457e-17, 0.00917]]","[[33], [32]]"
35,"[[""1.727744571793715e9""], [""1.727744571793878e9""]]","[[""1.727744571880171e9""], [""1.727744571938807e9""]]","[[0.0864560604095459], [0.1449289321899414]]",0.1449289321899414,0.0027239322662353516,0.14765286445617676,"[0.015000000000000013, 0.0, 0.9949550000000001, 0.991565, 0.00543, 0.055145000000000007, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9918, 0.987455, 0.0043300000000000005, 0.056085, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.98443, 0.977495, 0.015785, 0.06781000000000001, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00027500000000013625, 9.500000000006725e-5, 0.0004299999999999998, 0.000685000000000005, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00019999999999997797, 0.0002750000000000252, 0.0006700000000000005, 0.0002549999999999983, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0019299999999999873, 0.0015450000000000186, 0.000785000000000001, 0.0019799999999999957, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0002749999999998032, 9.499999999995623e-5, 0.0004299999999999998, 0.0006849999999999912, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00019999999999997797, 0.0002750000000000252, 0.0006699999999999996, 0.0002550000000000052, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0019299999999999873, 0.0015450000000000186, 0.000785000000000001, 0.0019800000000000095, 1.3877787807814457e-17, 0.00917]]","[[34], [33]]"
36,"[[""1.727744571943985e9""], [""1.727744571944794e9""]]","[[""1.727744572235129e9""], [""1.727744572088384e9""]]","[[0.29114413261413574], [0.14358997344970703]]",0.29114413261413574,0.002980947494506836,0.2941250801086426,"[0.015000000000000013, 0.0, 0.99588, 0.9925849999999999, 0.00521, 0.05466, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.99171, 0.987325, 0.00418, 0.05619999999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9847299999999999, 0.977795, 0.015915, 0.06762, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0008299999999999974, 0.0005549999999999722, 0.00021000000000000012, 0.0011699999999999974, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0001100000000000545, 0.00013499999999999623, 0.0008199999999999995, 0.0003700000000000092, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0016200000000000658, 0.0012349999999999861, 0.0009150000000000026, 0.00179, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0008299999999999974, 0.0005550000000000832, 0.00021000000000000012, 0.0011699999999999974, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00010999999999994348, 0.00013499999999999623, 0.0008200000000000004, 0.00036999999999999533, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0016199999999998438, 0.0012349999999999861, 0.0009149999999999991, 0.00179, 1.3877787807814457e-17, 0.00917]]","[[35], [34]]"
37,"[[""1.727744572240874e9""], [""1.72774457224106e9""]]","[[""1.727744572334856e9""], [""1.727744572248362e9""]]","[[0.09398198127746582], [0.007302045822143555]]",0.09398198127746582,0.0028569698333740234,0.09683895111083984,"[0.015000000000000013, 0.0, 0.9964599999999999, 0.99322, 0.004965000000000001, 0.054365, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9916600000000001, 0.987235, 0.0041600000000000005, 0.056225, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9855350000000002, 0.97866, 0.015880000000000002, 0.067145, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0012299999999999534, 0.0009099999999999664, 3.500000000000031e-5, 0.001464999999999994, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 1.0000000000065512e-5, 2.4999999999941735e-5, 0.0008400000000000005, 0.0003949999999999995, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0010649999999998716, 0.0007400000000000739, 0.0008799999999999988, 0.0013149999999999967, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0012300000000000644, 0.0009099999999999664, 3.499999999999944e-5, 0.001465000000000001, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 9.99999999995449e-6, 2.5000000000052758e-5, 0.0008399999999999996, 0.0003949999999999995, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0010650000000002047, 0.0007399999999999629, 0.0008800000000000023, 0.0013149999999999967, 1.3877787807814457e-17, 0.00917]]","[[36], [35]]"
38,"[[""1.727744572340683e9""], [""1.72774457234088e9""]]","[[""1.727744572432995e9""], [""1.72774457247835e9""]]","[[0.09231209754943848], [0.13747000694274902]]",0.13747000694274902,0.0029120445251464844,0.1403820514678955,"[0.015000000000000013, 0.0, 0.99659, 0.993335, 0.004749999999999999, 0.054325, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.991595, 0.9871300000000001, 0.004279999999999999, 0.056190000000000004, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.986605, 0.97984, 0.015729999999999997, 0.0665, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0013799999999999368, 0.0010649999999999826, 0.00024999999999999935, 0.0015049999999999994, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 9.499999999995623e-5, 0.0001500000000000945, 0.0007199999999999993, 0.0003599999999999992, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0004150000000000542, 0.00019999999999997797, 0.0007300000000000015, 0.00066999999999999, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0013800000000000479, 0.0010649999999999826, 0.0002500000000000011, 0.0015049999999999994, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 9.499999999995623e-5, 0.00014999999999998348, 0.000720000000000001, 0.00036000000000000615, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0004149999999999432, 0.000200000000000089, 0.000729999999999998, 0.0006700000000000039, 1.3877787807814457e-17, 0.00917]]","[[37], [36]]"
39,"[[""1.727744572484409e9""], [""1.727744572484545e9""]]","[[""1.727744572560204e9""], [""1.727744572648614e9""]]","[[0.07579493522644043], [0.16406893730163574]]",0.16406893730163574,0.0027701854705810547,0.1668391227722168,"[0.015000000000000013, 0.0, 0.996245, 0.9929300000000001, 0.004595000000000001, 0.054544999999999996, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.99149, 0.9869899999999999, 0.004515000000000002, 0.056135, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.987735, 0.9810999999999999, 0.015485, 0.065845, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0012650000000000716, 0.0010100000000000664, 0.00040500000000000085, 0.0012849999999999945, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00010999999999994348, 0.00018999999999991246, 0.0004850000000000019, 0.0003049999999999997, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00019500000000005624, 0.00028999999999990145, 0.00048500000000000106, 1.5000000000001124e-5, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0012649999999999606, 0.0010099999999999554, 0.0004049999999999991, 0.0012850000000000014, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0001100000000000545, 0.00019000000000002348, 0.00048499999999999845, 0.0003049999999999997, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00019499999999994522, 0.0002900000000001235, 0.00048500000000000106, 1.5000000000001124e-5, 1.3877787807814457e-17, 0.00917]]","[[38], [37]]"
40,"[[""1.727744572654222e9""], [""1.727744572654368e9""]]","[[""1.727744572737222e9""], [""1.727744572808419e9""]]","[[0.08299994468688965], [0.1540510654449463]]",0.1540510654449463,0.0032629966735839844,0.15731406211853027,"[0.015000000000000013, 0.0, 0.9954999999999999, 0.992095, 0.004529999999999999, 0.054985000000000006, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.991345, 0.9868350000000001, 0.004824999999999998, 0.05608, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.988705, 0.9821900000000001, 0.015205, 0.06528500000000001, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0008999999999999009, 0.0007449999999999957, 0.00046999999999999906, 0.0008450000000000055, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 4.500000000007276e-5, 0.00014500000000017277, 0.00017499999999999807, 0.0002500000000000002, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006549999999999612, 0.0006200000000000649, 0.00020500000000000032, 0.0005450000000000038, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0009000000000000119, 0.0007449999999999957, 0.0004700000000000008, 0.0008449999999999916, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 4.499999999996174e-5, 0.0001449999999998397, 0.0001750000000000024, 0.0002500000000000002, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006550000000000722, 0.0006199999999998429, 0.00020500000000000032, 0.0005449999999999899, 1.3877787807814457e-17, 0.00917]]","[[39], [38]]"
41,"[[""1.727744572814662e9""], [""1.727744572814855e9""]]","[[""1.727744572905012e9""], [""1.727744572969042e9""]]","[[0.09034991264343262], [0.15418696403503418]]",0.15418696403503418,0.008090019226074219,0.1622769832611084,"[0.015000000000000013, 0.0, 0.9945200000000001, 0.990995, 0.004555, 0.05556, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.991205, 0.98669, 0.005145000000000002, 0.056035, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9893949999999999, 0.98299, 0.01492, 0.06491, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00038000000000004697, 0.0003349999999999742, 0.0004450000000000001, 0.0002699999999999994, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 8.500000000000174e-5, 1.999999999990898e-5, 0.00014499999999999843, 0.00020499999999999685, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0009249999999999536, 0.0007800000000000029, 7.999999999999848e-5, 0.0009199999999999903, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00037999999999993594, 0.00033500000000008523, 0.0004450000000000001, 0.0002699999999999994, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 8.500000000000174e-5, 2.0000000000020002e-5, 0.0001450000000000019, 0.0002050000000000038, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0009250000000000647, 0.0007800000000000029, 8.000000000000021e-5, 0.0009200000000000041, 1.3877787807814457e-17, 0.00917]]","[[40], [39]]"
42,"[[""1.727744572984054e9""], [""1.727744572984858e9""]]","[[""1.727744573070292e9""], [""1.727744573118563e9""]]","[[0.08623790740966797], [0.13370490074157715]]",0.13370490074157715,0.002819061279296875,0.13652396202087402,"[0.015000000000000013, 0.0, 0.99348, 0.989845, 0.00465, 0.056145, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9911, 0.986595, 0.005439999999999999, 0.055994999999999996, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.989735, 0.9834, 0.014685, 0.06473999999999999, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00019999999999997797, 0.00013499999999999623, 0.0003499999999999996, 0.0003150000000000028, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00021999999999999797, 0.00012500000000004174, 0.00044000000000000115, 0.00016500000000000542, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0009750000000000592, 0.0007600000000000939, 0.0003149999999999993, 0.0010899999999999938, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00019999999999997797, 0.00013499999999999623, 0.0003500000000000005, 0.0003150000000000028, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00021999999999999797, 0.00012500000000004174, 0.00043999999999999855, 0.00016499999999999848, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0009749999999999481, 0.0007599999999999829, 0.0003149999999999993, 0.0010900000000000076, 1.3877787807814457e-17, 0.00917]]","[[41], [40]]"
43,"[[""1.727744573124194e9""], [""1.727744573124346e9""]]","[[""1.727744573215014e9""], [""1.727744573268364e9""]]","[[0.0908200740814209], [0.14401793479919434]]",0.14401793479919434,0.0027000904083251953,0.14671802520751953,"[0.015000000000000013, 0.0, 0.99259, 0.9888600000000001, 0.004795000000000001, 0.05664999999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9910900000000001, 0.9865999999999999, 0.005639999999999999, 0.055945, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.98974, 0.9834399999999999, 0.014525, 0.064775, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0007099999999999884, 0.0005499999999999394, 0.00020500000000000032, 0.0008200000000000082, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00031999999999987594, 0.0002500000000000835, 0.0006400000000000008, 0.00011499999999999705, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0008599999999999719, 0.0006099999999998884, 0.00047499999999999973, 0.0010550000000000004, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0007099999999999884, 0.0005500000000000504, 0.00020499999999999945, 0.0008199999999999943, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.000320000000000098, 0.00024999999999997247, 0.0006399999999999991, 0.00011500000000000399, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0008600000000000829, 0.0006100000000001105, 0.00047499999999999973, 0.0010550000000000004, 1.3877787807814457e-17, 0.00917]]","[[42], [41]]"
44,"[[""1.727744573274019e9""], [""1.727744573274169e9""]]","[[""1.727744573354888e9""], [""1.727744573418621e9""]]","[[0.08086895942687988], [0.14445209503173828]]",0.14445209503173828,0.003489971160888672,0.14794206619262695,"[0.015000000000000013, 0.0, 0.992005, 0.9882150000000001, 0.00496, 0.056975, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.991185, 0.986735, 0.005725000000000001, 0.05588, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9894750000000001, 0.98316, 0.014445, 0.06497, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0010550000000000281, 0.0008249999999999647, 4.0000000000000105e-5, 0.0011450000000000002, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0003549999999999942, 0.0003149999999999542, 0.0007249999999999991, 5.000000000000143e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006350000000000522, 0.00040000000000006697, 0.0005549999999999999, 0.0008599999999999997, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0010550000000000281, 0.0008250000000000757, 4.0000000000000105e-5, 0.0011450000000000002, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0003549999999999942, 0.00031500000000006523, 0.0007250000000000008, 5.000000000000143e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006349999999999412, 0.00039999999999995595, 0.0005549999999999999, 0.0008599999999999997, 1.3877787807814457e-17, 0.00917]]","[[43], [42]]"
45,"[[""1.727744573425473e9""], [""1.727744573425639e9""]]","[[""1.727744573515277e9""], [""1.727744573778498e9""]]","[[0.08980393409729004], [0.3528590202331543]]",0.3528590202331543,0.002841949462890625,0.3557009696960449,"[0.015000000000000013, 0.0, 0.9918149999999999, 0.9879999999999999, 0.005115, 0.057080000000000006, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9914099999999999, 0.986995, 0.005680000000000001, 0.055785, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.98903, 0.9826699999999999, 0.01446, 0.06527000000000001, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0011650000000000826, 0.0009200000000001429, 0.00011500000000000052, 0.0012499999999999942, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0002900000000001235, 0.00028500000000009074, 0.0006799999999999992, 4.500000000000337e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00036999999999998145, 0.00017999999999995797, 0.0005400000000000005, 0.0005600000000000049, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0011649999999998606, 0.0009199999999999209, 0.00011499999999999965, 0.001250000000000008, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00028999999999990145, 0.0002849999999999797, 0.0006800000000000009, 4.499999999999643e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00036999999999998145, 0.000180000000000069, 0.0005399999999999988, 0.0005599999999999911, 1.3877787807814457e-17, 0.00917]]","[[44], [43]]"
46,"[[""1.727744573784609e9""], [""1.727744573784761e9""]]","[[""1.72774457395493e9""], [""1.727744573918475e9""]]","[[0.17032098770141602], [0.133713960647583]]",0.17032098770141602,0.0036139488220214844,0.1739349365234375,"[0.015000000000000013, 0.0, 0.9920200000000001, 0.9882299999999999, 0.00523, 0.056964999999999995, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.99171, 0.9873350000000001, 0.005515, 0.05568, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9885, 0.982075, 0.014549999999999997, 0.065595, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0010399999999999299, 0.0008200000000000429, 0.0002299999999999993, 0.001135000000000004, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.000140000000000029, 0.00017499999999992522, 0.0005149999999999998, 0.00014999999999999736, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0001100000000000545, 1.4999999999987246e-5, 0.0004499999999999973, 0.0002349999999999991, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.001040000000000152, 0.0008199999999999319, 0.00023000000000000017, 0.0011349999999999971, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.000140000000000029, 0.00017500000000003624, 0.0005149999999999998, 0.00014999999999999736, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00010999999999994348, 1.4999999999987246e-5, 0.0004500000000000025, 0.0002349999999999991, 1.3877787807814457e-17, 0.00917]]","[[45], [44]]"
47,"[[""1.727744573961713e9""], [""1.727744573961857e9""]]","[[""1.727744574055248e9""], [""1.727744574078213e9""]]","[[0.09353494644165039], [0.11635589599609375]]",0.11635589599609375,0.002991914749145508,0.11934781074523926,"[0.015000000000000013, 0.0, 0.9925499999999999, 0.9888150000000001, 0.005295, 0.05665, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.99204, 0.987695, 0.00527, 0.055575, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9879699999999999, 0.9814700000000001, 0.01469, 0.065895, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0007400000000000739, 0.0005749999999998812, 0.0002950000000000001, 0.0008200000000000013, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 6.0000000000060005e-5, 1.4999999999987246e-5, 0.0002699999999999994, 0.0002549999999999983, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0001100000000000545, 0.00014999999999998348, 0.0003099999999999995, 6.50000000000095e-5, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0007399999999999629, 0.0005750000000001032, 0.0002950000000000001, 0.0008200000000000013, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 5.999999999994898e-5, 1.4999999999987246e-5, 0.0002700000000000003, 0.0002549999999999983, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00010999999999994348, 0.0001500000000000945, 0.0003099999999999995, 6.499999999999562e-5, 1.3877787807814457e-17, 0.00917]]","[[46], [45]]"
48,"[[""1.727744574084695e9""], [""1.727744574084838e9""]]","[[""1.727744574160993e9""], [""1.727744574228399e9""]]","[[0.07629799842834473], [0.14356112480163574]]",0.14356112480163574,0.0029070377349853516,0.1464681625366211,"[0.015000000000000013, 0.0, 0.9932799999999999, 0.9896199999999999, 0.0053100000000000005, 0.056215, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9923249999999999, 0.988005, 0.005004999999999998, 0.055499999999999994, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9875200000000001, 0.9809399999999999, 0.014860000000000002, 0.06613, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.000320000000000098, 0.0002300000000000635, 0.0003099999999999995, 0.00038499999999999646, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0002549999999998942, 0.00016499999999997073, 5.000000000001531e-6, 0.00032999999999999696, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00025999999999992696, 0.0002300000000000635, 0.00014000000000000123, 0.0003000000000000086, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00031999999999998696, 0.00022999999999995246, 0.0003100000000000004, 0.0003850000000000034, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00025500000000011624, 0.00016499999999997073, 4.9999999999980616e-6, 0.0003300000000000039, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.000260000000000038, 0.00022999999999995246, 0.00013999999999999777, 0.0002999999999999947, 1.3877787807814457e-17, 0.00917]]","[[47], [46]]"
49,"[[""1.727744574234523e9""], [""1.727744574234671e9""]]","[[""1.727744574322143e9""], [""1.727744574378586e9""]]","[[0.08762001991271973], [0.14391493797302246]]",0.14391493797302246,0.0032830238342285156,0.14719796180725098,"[0.015000000000000013, 0.0, 0.9940600000000002, 0.990485, 0.005269999999999999, 0.05576, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9925, 0.98818, 0.004750000000000002, 0.05546500000000001, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9871749999999999, 0.98053, 0.015029999999999998, 0.06629000000000002, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00012000000000012001, 0.00012499999999993072, 0.00027000000000000114, 6.999999999999368e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00040000000000006697, 0.00029999999999996696, 0.00025000000000000196, 0.0003650000000000042, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00035500000000010523, 0.000260000000000038, 3.0000000000002247e-5, 0.0004599999999999882, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00011999999999978694, 0.00012500000000004174, 0.00026999999999999854, 7.000000000000062e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00039999999999995595, 0.000300000000000078, 0.0002499999999999985, 0.00036499999999999033, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0003549999999998832, 0.000260000000000038, 2.9999999999998778e-5, 0.00046000000000001595, 1.3877787807814457e-17, 0.00917]]","[[48], [47]]"
50,"[[""1.727744574385264e9""], [""1.727744574385433e9""]]","[[""1.72774457447087e9""], [""1.727744574538502e9""]]","[[0.08560609817504883], [0.15306901931762695]]",0.15306901931762695,0.004029989242553711,0.15709900856018066,"[0.015000000000000013, 0.0, 0.9947349999999998, 0.9912400000000001, 0.005190000000000001, 0.05535000000000001, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9925250000000001, 0.988195, 0.00456, 0.055499999999999994, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9869600000000001, 0.980275, 0.015185, 0.06636999999999998, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00048499999999984666, 0.0004100000000001325, 0.0001899999999999992, 0.0004800000000000082, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0004650000000000487, 0.0003750000000000142, 0.0004399999999999994, 0.00032999999999999696, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00038999999999989043, 0.0002550000000000052, 0.0001849999999999994, 0.0005400000000000127, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00048500000000017973, 0.00040999999999991044, 0.00019000000000000093, 0.0004799999999999874, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0004649999999999377, 0.0003749999999999032, 0.0004400000000000003, 0.0003300000000000039, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0003900000000001125, 0.0002550000000000052, 0.00018500000000000114, 0.0005399999999999849, 1.3877787807814457e-17, 0.00917]]","[[49], [48]]"
