Iteration,TX_Time,RX_Time,Delay,D_K,Delay_cc,T_K,Z12
11,"[[""1.727467212388238e9""], [""1.727467212388424e9""]]","[[""1.727467212473523e9""], [""1.727467212646551e9""]]","[[0.08528494834899902], [0.25812697410583496]]",0.25812697410583496,0.007680177688598633,0.2658071517944336,"[0.015, 0.0092, 0.9989499999999999, 0.9969999999999999, -0.0066, 0.0382, 0.015, 0.0092, 0.015, 0.0092, 0.9974000000000001, 0.9944999999999999, -0.004999999999999999, 0.0383, 0.015, 0.0092, 0.015, 0.0092, 0.99265, 0.9878, 0.0030999999999999986, 0.049600000000000005, 0.015, 0.009200000000000002]"
12,"[[""1.727467212655142e9""], [""1.727467212655314e9""]]","[[""1.727467212761631e9""], [""1.727467212906415e9""]]","[[0.10648894309997559], [0.251101016998291]]",0.251101016998291,0.008918046951293945,0.26001906394958496,"[0.015, 0.0092, 0.9989500000000001, 0.99705, -0.006550000000000001, 0.0374, 0.015, 0.0092, 0.015, 0.0092, 0.9978499999999999, 0.99515, -0.0055, 0.03675, 0.015, 0.0092, 0.015, 0.0092, 0.9915499999999999, 0.9867000000000001, 0.0029499999999999995, 0.0493, 0.015, 0.009199999999999998]"
13,"[[""1.727467212916336e9""], [""1.727467212916514e9""]]","[[""1.727467213003458e9""], [""1.727467213166721e9""]]","[[0.08712196350097656], [0.25020718574523926]]",0.25020718574523926,0.00762486457824707,0.25783205032348633,"[0.015, 0.0092, 0.9987499999999999, 0.99675, -0.0006000000000000007, 0.0366, 0.015, 0.0092, 0.015, 0.0092, 0.9974000000000001, 0.99475, -0.0009500000000000003, 0.0358, 0.015, 0.0092, 0.015, 0.0092, 0.9906500000000001, 0.9855999999999999, 0.00895, 0.04855000000000001, 0.015, 0.009200000000000002]"
14,"[[""1.727467213175641e9""], [""1.727467213175821e9""]]","[[""1.727467213283613e9""], [""1.727467213426365e9""]]","[[0.1079719066619873], [0.25054383277893066]]",0.25054383277893066,0.0076711177825927734,0.25821495056152344,"[0.015, 0.0092, 0.9986, 0.9964999999999999, 0.0053, 0.03625, 0.015, 0.0092, 0.015, 0.0092, 0.9964500000000001, 0.99375, 0.004, 0.03595, 0.015, 0.0092, 0.015, 0.0092, 0.9898999999999999, 0.98465, 0.015099999999999999, 0.04794999999999999, 0.015, 0.009199999999999998]"
15,"[[""1.727467213435336e9""], [""1.727467213435528e9""]]","[[""1.727467213523405e9""], [""1.727467213686456e9""]]","[[0.08806896209716797], [0.2509279251098633]]",0.2509279251098633,0.007426023483276367,0.25835394859313965,"[0.015, 0.0092, 0.9985499999999999, 0.9964500000000001, 0.0081, 0.0362, 0.015, 0.0092, 0.015, 0.0092, 0.99535, 0.9924999999999999, 0.006699999999999999, 0.0368, 0.015, 0.0092, 0.015, 0.0092, 0.9894, 0.9841, 0.018349999999999998, 0.04765, 0.015, 0.009200000000000002]"
16,"[[""1.727467213695151e9""], [""1.727467213695325e9""]]","[[""1.727467213775467e9""], [""1.727467213946408e9""]]","[[0.08031582832336426], [0.2510831356048584]]",0.2510831356048584,0.009252071380615234,0.26033520698547363,"[0.015, 0.0092, 0.9986, 0.99655, 0.007850000000000001, 0.03635, 0.015, 0.0092, 0.015, 0.0092, 0.9942500000000001, 0.9913, 0.00695, 0.03774999999999999, 0.015, 0.0092, 0.015, 0.0092, 0.9893000000000001, 0.9840500000000001, 0.018550000000000004, 0.04775, 0.015, 0.009199999999999998]"
17,"[[""1.727467213956882e9""], [""1.727467213957116e9""]]","[[""1.727467214053485e9""], [""1.727467214206465e9""]]","[[0.0966029167175293], [0.24934911727905273]]",0.24934911727905273,0.007725954055786133,0.25707507133483887,"[0.015, 0.0092, 0.99875, 0.99675, 0.0062, 0.03655, 0.015, 0.0092, 0.015, 0.0092, 0.9935999999999998, 0.99045, 0.005899999999999999, 0.03845, 0.015, 0.0092, 0.015, 0.0092, 0.98965, 0.9843999999999999, 0.017249999999999998, 0.047950000000000007, 0.015, 0.009200000000000002]"
18,"[[""1.727467214215547e9""], [""1.727467214215728e9""]]","[[""1.727467214295455e9""], [""1.727467214466471e9""]]","[[0.07990789413452148], [0.25074291229248047]]",0.25074291229248047,0.0076291561126708984,0.25837206840515137,"[0.015, 0.0092, 0.9988, 0.99685, 0.004499999999999999, 0.036599999999999994, 0.015, 0.0092, 0.015, 0.0092, 0.9932500000000001, 0.9901, 0.00485, 0.0387, 0.015, 0.0092, 0.015, 0.0092, 0.9902000000000001, 0.9850500000000001, 0.0157, 0.0479, 0.015, 0.009199999999999998]"
19,"[[""1.727467214475451e9""], [""1.727467214475629e9""]]","[[""1.727467214563747e9""], [""1.727467214726715e9""]]","[[0.08829593658447266], [0.2510859966278076]]",0.2510859966278076,0.00745081901550293,0.25853681564331055,"[0.015, 0.0092, 0.9988, 0.99685, 0.0036500000000000013, 0.0367, 0.015, 0.0092, 0.015, 0.0092, 0.99325, 0.99005, 0.004399999999999999, 0.038650000000000004, 0.015, 0.0092, 0.015, 0.0092, 0.9907499999999999, 0.98575, 0.0148, 0.04765, 0.015, 0.009200000000000002]"
20,"[[""1.72746721473556e9""], [""1.727467214735731e9""]]","[[""1.727467214833327e9""], [""1.727467214986513e9""]]","[[0.09776711463928223], [0.2507820129394531]]",0.2507820129394531,0.007389068603515625,0.25817108154296875,"[0.015, 0.0092, 0.9985, 0.9964999999999999, 0.0037, 0.03675, 0.015, 0.0092, 0.015, 0.0092, 0.9934500000000002, 0.9903, 0.004400000000000001, 0.03845, 0.015, 0.0092, 0.015, 0.0092, 0.99125, 0.9862, 0.014650000000000002, 0.04730000000000001, 0.015, 0.009199999999999998]"
21,"[[""1.727467214995342e9""], [""1.727467214995536e9""]]","[[""1.727467215133702e9""], [""1.727467215246613e9""]]","[[0.13836002349853516], [0.25107693672180176]]",0.25107693672180176,0.008200883865356445,0.2592778205871582,"[0.015, 0.0092, 0.99775, 0.9957, 0.00415, 0.0369, 0.015, 0.0092, 0.015, 0.0092, 0.9938499999999999, 0.99075, 0.004700000000000001, 0.038, 0.015, 0.0092, 0.015, 0.0092, 0.9914000000000001, 0.98645, 0.0149, 0.047049999999999995, 0.015, 0.009200000000000002]"
22,"[[""1.72746721525699e9""], [""1.727467215257177e9""]]","[[""1.72746721534353e9""], [""1.727467215508517e9""]]","[[0.08653998374938965], [0.2513399124145508]]",0.2513399124145508,0.009299993515014648,0.26063990592956543,"[0.015, 0.0092, 0.9969499999999999, 0.99475, 0.00475, 0.03724999999999999, 0.015, 0.0092, 0.015, 0.0092, 0.9943, 0.9912500000000001, 0.004999999999999999, 0.037649999999999996, 0.015, 0.0092, 0.015, 0.0092, 0.9914499999999999, 0.9864499999999998, 0.015050000000000001, 0.047, 0.015, 0.009199999999999998]"
23,"[[""1.727467215519486e9""], [""1.727467215519691e9""]]","[[""1.72746721560559e9""], [""1.727467215766688e9""]]","[[0.08610415458679199], [0.24699711799621582]]",0.24699711799621582,0.009491920471191406,0.2564890384674072,"[0.015, 0.0092, 0.99625, 0.9939499999999999, 0.00515, 0.03765, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9917499999999999, 0.0052499999999999995, 0.03730000000000001, 0.015, 0.0092, 0.015, 0.0092, 0.9912500000000001, 0.9863, 0.015050000000000001, 0.047150000000000004, 0.015, 0.009200000000000002]"
24,"[[""1.727467215778376e9""], [""1.727467215778556e9""]]","[[""1.727467215858579e9""], [""1.72746721603654e9""]]","[[0.08020281791687012], [0.257983922958374]]",0.257983922958374,0.008187055587768555,0.2661709785461426,"[0.015, 0.0092, 0.9957500000000001, 0.9934000000000001, 0.0054, 0.03805, 0.015, 0.0092, 0.015, 0.0092, 0.9950500000000001, 0.99215, 0.0052499999999999995, 0.037149999999999996, 0.015, 0.0092, 0.015, 0.0092, 0.99115, 0.9861500000000001, 0.0149, 0.0474, 0.015, 0.009199999999999998]"
25,"[[""1.727467216046664e9""], [""1.727467216046831e9""]]","[[""1.727467216118678e9""], [""1.727467216296551e9""]]","[[0.07201409339904785], [0.24972009658813477]]",0.24972009658813477,0.007443904876708984,0.25716400146484375,"[0.015, 0.0092, 0.9955999999999999, 0.9932500000000001, 0.0054, 0.03815, 0.015, 0.0092, 0.015, 0.0092, 0.9951999999999999, 0.99235, 0.0052, 0.03705, 0.015, 0.0092, 0.015, 0.0092, 0.9909999999999999, 0.986, 0.01475, 0.0476, 0.015, 0.009200000000000002]"
26,"[[""1.727467216305986e9""], [""1.727467216306159e9""]]","[[""1.727467216373294e9""], [""1.727467216556423e9""]]","[[0.06730818748474121], [0.25026392936706543]]",0.25026392936706543,0.008975982666015625,0.25923991203308105,"[0.015, 0.0092, 0.9957499999999999, 0.9934, 0.005299999999999999, 0.038099999999999995, 0.015, 0.0092, 0.015, 0.0092, 0.99525, 0.9924000000000001, 0.0051, 0.03705, 0.015, 0.0092, 0.015, 0.0092, 0.9908500000000001, 0.98585, 0.01465, 0.04765, 0.015, 0.009199999999999998]"
27,"[[""1.727467216567941e9""], [""1.727467216568127e9""]]","[[""1.727467216638936e9""], [""1.727467216828954e9""]]","[[0.07099509239196777], [0.26082706451416016]]",0.26082706451416016,0.008780956268310547,0.2696080207824707,"[0.015, 0.0092, 0.9960500000000001, 0.99375, 0.0052, 0.03785, 0.015, 0.0092, 0.015, 0.0092, 0.9952000000000001, 0.9923, 0.005, 0.03715, 0.015, 0.0092, 0.015, 0.0092, 0.99085, 0.9858500000000001, 0.01475, 0.047650000000000005, 0.015, 0.009200000000000002]"
28,"[[""1.72746721684021e9""], [""1.727467216840398e9""]]","[[""1.72746721690863e9""], [""1.727467217086512e9""]]","[[0.0684199333190918], [0.24611401557922363]]",0.24611401557922363,0.011603832244873047,0.2577178478240967,"[0.015, 0.0092, 0.99645, 0.9942, 0.0051, 0.037599999999999995, 0.015, 0.0092, 0.015, 0.0092, 0.9949999999999999, 0.9921, 0.0049499999999999995, 0.0373, 0.015, 0.0092, 0.015, 0.0092, 0.9907999999999999, 0.9857999999999998, 0.014850000000000002, 0.04765, 0.015, 0.009199999999999998]"
29,"[[""1.727467217100135e9""], [""1.727467217100313e9""]]","[[""1.727467217183589e9""], [""1.727467217338455e9""]]","[[0.08345389366149902], [0.2381420135498047]]",0.2381420135498047,0.007544040679931641,0.24568605422973633,"[0.015, 0.0092, 0.99675, 0.9944999999999999, 0.005049999999999999, 0.0374, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9918, 0.004900000000000001, 0.03745, 0.015, 0.0092, 0.015, 0.0092, 0.99075, 0.9857000000000002, 0.015049999999999997, 0.04755000000000001, 0.015, 0.009200000000000002]"
30,"[[""1.727467217348002e9""], [""1.727467217348176e9""]]","[[""1.727467217433435e9""], [""1.727467217606456e9""]]","[[0.0854330062866211], [0.25828003883361816]]",0.25828003883361816,0.007569074630737305,0.26584911346435547,"[0.015, 0.0092, 0.99695, 0.9948000000000001, 0.0049499999999999995, 0.03725, 0.015, 0.0092, 0.015, 0.0092, 0.99455, 0.9916, 0.004900000000000001, 0.03755, 0.015, 0.0092, 0.015, 0.0092, 0.99075, 0.9856999999999998, 0.015099999999999999, 0.04755, 0.015, 0.009199999999999998]"
31,"[[""1.727467217616127e9""], [""1.727467217616322e9""]]","[[""1.727467217703273e9""], [""1.727467217866738e9""]]","[[0.08714604377746582], [0.2504160404205322]]",0.2504160404205322,0.007581949234008789,0.257997989654541,"[0.015, 0.0092, 0.99705, 0.9949, 0.00485, 0.0372, 0.015, 0.0092, 0.015, 0.0092, 0.9944500000000001, 0.9914, 0.004950000000000001, 0.037700000000000004, 0.015, 0.0092, 0.015, 0.0092, 0.9907500000000001, 0.9857000000000002, 0.015149999999999999, 0.04755, 0.015, 0.009200000000000002]"
32,"[[""1.727467217876434e9""], [""1.727467217876602e9""]]","[[""1.727467218105791e9""], [""1.727467218118362e9""]]","[[0.22935700416564941], [0.2417600154876709]]",0.2417600154876709,0.007477998733520508,0.2492380142211914,"[0.015, 0.0092, 0.997, 0.99485, 0.0049, 0.037250000000000005, 0.015, 0.0092, 0.015, 0.0092, 0.9943, 0.99135, 0.005, 0.03775, 0.015, 0.0092, 0.015, 0.0092, 0.99085, 0.9857499999999999, 0.01515, 0.0475, 0.015, 0.009199999999999998]"
33,"[[""1.727467218128026e9""], [""1.727467218128205e9""]]","[[""1.727467218206668e9""], [""1.727467218376352e9""]]","[[0.07864189147949219], [0.24814701080322266]]",0.24814701080322266,0.007786989212036133,0.2559340000152588,"[0.015, 0.0092, 0.99695, 0.99475, 0.0049, 0.037349999999999994, 0.015, 0.0092, 0.015, 0.0092, 0.9943500000000001, 0.9912999999999998, 0.005, 0.0377, 0.015, 0.0092, 0.015, 0.0092, 0.9908999999999999, 0.9858499999999999, 0.01515, 0.04745, 0.015, 0.009200000000000002]"
34,"[[""1.727467218386414e9""], [""1.72746721838659e9""]]","[[""1.727467218474723e9""], [""1.727467218644337e9""]]","[[0.08830904960632324], [0.25774693489074707]]",0.25774693489074707,0.007544994354248047,0.2652919292449951,"[0.015, 0.0092, 0.99685, 0.9946499999999999, 0.0049, 0.0374, 0.015, 0.0092, 0.015, 0.0092, 0.9944, 0.9914500000000002, 0.005, 0.03765, 0.015, 0.0092, 0.015, 0.0092, 0.9909000000000001, 0.9859, 0.015099999999999999, 0.04745, 0.015, 0.009199999999999998]"
35,"[[""1.727467218654301e9""], [""1.727467218654472e9""]]","[[""1.727467218735476e9""], [""1.7274672188964e9""]]","[[0.08117508888244629], [0.2419278621673584]]",0.2419278621673584,0.0075719356536865234,0.24949979782104492,"[0.015, 0.0092, 0.9967, 0.9944500000000001, 0.0049499999999999995, 0.0375, 0.015, 0.0092, 0.015, 0.0092, 0.99455, 0.9915499999999999, 0.005, 0.037599999999999995, 0.015, 0.0092, 0.015, 0.0092, 0.9909999999999999, 0.9859500000000001, 0.015, 0.04745, 0.015, 0.009200000000000002]"
36,"[[""1.727467218906372e9""], [""1.727467218906551e9""]]","[[""1.727467218985571e9""], [""1.727467219156321e9""]]","[[0.07919883728027344], [0.2497701644897461]]",0.2497701644897461,0.008156061172485352,0.25792622566223145,"[0.015, 0.0092, 0.99655, 0.9943000000000001, 0.0049499999999999995, 0.03755, 0.015, 0.0092, 0.015, 0.0092, 0.99465, 0.9917, 0.005, 0.0375, 0.015, 0.0092, 0.015, 0.0092, 0.99105, 0.986, 0.014949999999999998, 0.04745, 0.015, 0.009199999999999998]"
37,"[[""1.727467219166985e9""], [""1.72746721916717e9""]]","[[""1.727467219245418e9""], [""1.727467219436446e9""]]","[[0.07843303680419922], [0.2692759037017822]]",0.2692759037017822,0.008213043212890625,0.27748894691467285,"[0.015, 0.0092, 0.99645, 0.9942, 0.005, 0.03765, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9918, 0.005, 0.0374, 0.015, 0.0092, 0.015, 0.0092, 0.9909999999999999, 0.986, 0.0149, 0.04745, 0.015, 0.009200000000000002]"
38,"[[""1.727467219447448e9""], [""1.727467219447631e9""]]","[[""1.727467219733498e9""], [""1.727467219696444e9""]]","[[0.28605008125305176], [0.24881315231323242]]",0.28605008125305176,0.007368803024291992,0.29341888427734375,"[0.015, 0.0092, 0.9964000000000001, 0.9941499999999999, 0.0051, 0.037649999999999996, 0.015, 0.0092, 0.015, 0.0092, 0.9948, 0.99185, 0.005050000000000001, 0.037399999999999996, 0.015, 0.0092, 0.015, 0.0092, 0.9910000000000002, 0.9859499999999999, 0.014949999999999998, 0.0475, 0.015, 0.009199999999999998]"
39,"[[""1.727467219743907e9""], [""1.727467219744085e9""]]","[[""1.727467219825342e9""], [""1.727467219996706e9""]]","[[0.08143496513366699], [0.2526209354400635]]",0.2526209354400635,0.007910013198852539,0.260530948638916,"[0.015, 0.0092, 0.9964, 0.9941500000000001, 0.0051, 0.037599999999999995, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9919000000000001, 0.005049999999999999, 0.037349999999999994, 0.015, 0.0092, 0.015, 0.0092, 0.9909499999999999, 0.9859000000000002, 0.014950000000000001, 0.04755, 0.015, 0.009200000000000002]"
40,"[[""1.727467220007562e9""], [""1.727467220007744e9""]]","[[""1.727467220095627e9""], [""1.727467220256499e9""]]","[[0.08806514739990234], [0.24875497817993164]]",0.24875497817993164,0.007599830627441406,0.25635480880737305,"[0.015, 0.0092, 0.9965, 0.9942499999999999, 0.005099999999999999, 0.03755000000000001, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9917999999999999, 0.005, 0.03735000000000001, 0.015, 0.0092, 0.015, 0.0092, 0.9909, 0.9858499999999999, 0.015, 0.04755, 0.015, 0.009199999999999998]"
41,"[[""1.727467220266793e9""], [""1.727467220266974e9""]]","[[""1.727467220375476e9""], [""1.727467220716428e9""]]","[[0.10868287086486816], [0.44945406913757324]]",0.44945406913757324,0.008477926254272461,0.4579319953918457,"[0.015, 0.0092, 0.9966, 0.9943, 0.005050000000000001, 0.03755, 0.015, 0.0092, 0.015, 0.0092, 0.9947, 0.99175, 0.005, 0.03749999999999999, 0.015, 0.0092, 0.015, 0.0092, 0.99085, 0.9858, 0.015, 0.04755, 0.015, 0.009200000000000002]"
42,"[[""1.727467220727822e9""], [""1.727467220727976e9""]]","[[""1.727467221013713e9""], [""1.727467220976458e9""]]","[[0.2858908176422119], [0.24848198890686035]]",0.2858908176422119,0.016041040420532227,0.30193185806274414,"[0.015, 0.0092, 0.99665, 0.9944, 0.005050000000000001, 0.03749999999999999, 0.015, 0.0092, 0.015, 0.0092, 0.9946499999999999, 0.9917, 0.005, 0.037500000000000006, 0.015, 0.0092, 0.015, 0.0092, 0.99085, 0.9858, 0.015, 0.04755, 0.015, 0.009199999999999998]"
