Iteration,TX_Time,RX_Time,Delay,D_K,Delay_cc,T_K,Z12,Primal_Residual,LocalUpdate,GlobalUpdate
1,"[[""1.727736664234574e9""], [""1.727736664234854e9""]]","[[""1.727736672283901e9""], [""1.72773667231016e9""]]","[[8.04932689666748], [0.36]]",0.36,0.24226999282836914,0.6022699928283691,"[0.5175, 0.514585, 0.97768, 0.96125, 0.89824, 0.6220600000000001, 0.5175, 0.514585, 0.5175, 0.514585, 0.9775900000000001, 0.96125, 0.82705, 0.64545, 0.5175, 0.514585, 0.5175, 0.514585, 0.977665, 0.96125, 0.914705, 0.560465, 0.5175, 0.514585]","[[0.5025, 0.505415, 0.042320000000000024, 0.05875000000000008, 0.12176000000000009, 0.39794000000000007, 0.5025, 0.505415, 0.5025, 0.505415, 0.04241000000000006, 0.05875000000000008, 0.19294999999999995, 0.37455, 0.5025, 0.505415, 0.5025, 0.505415, 0.04233500000000001, 0.05875000000000008, 0.10529500000000003, 0.45953499999999997, 0.5025, 0.505415], [0.48250000000000004, 0.48541500000000004, 0.022320000000000007, 0.03874999999999995, 0.10175999999999996, 0.37793999999999994, 0.48250000000000004, 0.48541500000000004, 0.48250000000000004, 0.48541500000000004, 0.02240999999999993, 0.03874999999999995, 0.17295000000000005, 0.35455000000000003, 0.48250000000000004, 0.48541500000000004, 0.48250000000000004, 0.48541500000000004, 0.022334999999999994, 0.03874999999999995, 0.08529500000000001, 0.439535, 0.48250000000000004, 0.48541500000000004]]","[[1], Int64[]]",1
2,"[[""1.727736672552867e9""], [""1.727736672553059e9""]]","[[""1.727736672631614e9""], [""1.727736677583767e9""]]","[[0.07874703407287598], [5.030707836151123]]",0.36,0.0026750564575195312,0.3626750564575195,"[0.015000000000000097, 0.009170000000000067, 0.97631, 0.9574249999999999, 0.39771499999999993, 0.14776499999999995, 0.015000000000000097, 0.009170000000000067, 0.015000000000000097, 0.009170000000000067, 0.9773599999999999, 0.958085, 0.32414500000000007, 0.17159000000000005, 0.015000000000000097, 0.009170000000000067, 0.015000000000000097, 0.009170000000000067, 0.980925, 0.9604849999999999, 0.419485, 0.08950999999999998, 0.015000000000000097, 0.009170000000000067]","[[9.71445146547012e-17, 6.765421556309548e-17, 0.04095000000000004, 0.05492499999999989, 0.39271500000000004, 0.07359500000000005, 9.71445146547012e-17, 6.765421556309548e-17, 9.71445146547012e-17, 6.765421556309548e-17, 0.042179999999999884, 0.055584999999999996, 0.31914499999999996, 0.09741999999999998, 9.71445146547012e-17, 6.765421556309548e-17, 9.71445146547012e-17, 6.765421556309548e-17, 0.04559500000000005, 0.05798499999999995, 0.404485, 0.005340000000000025, 9.71445146547012e-17, 6.765421556309548e-17], [9.71445146547012e-17, 6.765421556309548e-17, 0.04095000000000004, 0.054925000000000224, 0.3927149999999999, 0.07359499999999995, 9.71445146547012e-17, 6.765421556309548e-17, 9.71445146547012e-17, 6.765421556309548e-17, 0.042179999999999995, 0.05558500000000011, 0.31914500000000007, 0.09742000000000005, 9.71445146547012e-17, 6.765421556309548e-17, 9.71445146547012e-17, 6.765421556309548e-17, 0.04559500000000005, 0.057985000000000064, 0.404485, 0.005339999999999984, 9.71445146547012e-17, 6.765421556309548e-17]]","[[2], [1]]",2
3,"[[""1.727736677586798e9""], [""1.72773667758693e9""]]","[[""1.727736677841431e9""], [""1.727736677773858e9""]]","[[0.25463294982910156], [0.18692803382873535]]",0.25463294982910156,0.002649068832397461,0.257282018661499,"[0.015000000000000013, 0.009170000000000011, 0.9676799999999999, 0.9479450000000001, 0.040874999999999995, 0.23218, 0.015000000000000013, 0.0, 0.015000000000000013, 0.009170000000000011, 0.9675900000000001, 0.9468, 0.08098000000000001, 0.23062, 0.015000000000000013, 0.0, 0.015000000000000013, 0.009170000000000011, 0.96827, 0.949565, 0.050675, 0.233135, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 1.214306433183765e-17, 0.032319999999999904, 0.04544500000000018, 0.035875000000000004, 0.13968000000000003, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 1.214306433183765e-17, 0.03241000000000005, 0.044300000000000006, 0.07597999999999998, 0.13812000000000002, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 1.214306433183765e-17, 0.03293999999999997, 0.047065000000000023, 0.035675, 0.167305, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 1.214306433183765e-17, 0.032320000000000126, 0.04544499999999985, 0.035875, 0.13968, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 1.214306433183765e-17, 0.03240999999999994, 0.044300000000000006, 0.07598, 0.13812, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 1.214306433183765e-17, 0.03293999999999997, 0.047065000000000023, 0.035675, 0.167305, 1.3877787807814457e-17, 0.00917]]","[[3], [2]]",3
4,"[[""1.727736677844493e9""], [""1.727736677844636e9""]]","[[""1.727736677917622e9""], [""1.727736677920362e9""]]","[[0.07312917709350586], [0.07572603225708008]]",0.07572603225708008,0.0027348995208740234,0.0784609317779541,"[0.015000000000000013, 0.0, 0.9512750000000001, 0.9373099999999999, -0.14437, 0.20224500000000004, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9553349999999998, 0.9430499999999999, -0.076135, 0.17957499999999998, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.95693, 0.94146, -0.14747500000000002, 0.25093, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0010949999999999571, 0.009299999999999864, 0.14937, 0.146415, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.004875000000000185, 0.0029999999999998916, 0.081135, 0.123745, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0047199999999999465, 0.013639999999999985, 0.16247499999999998, 0.1851, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0010950000000000681, 0.009300000000000086, 0.14937, 0.14641500000000005, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.004874999999999852, 0.0030000000000000027, 0.081135, 0.123745, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0047200000000000575, 0.013639999999999985, 0.16247500000000004, 0.1851, 1.3877787807814457e-17, 0.00917]]","[[4], [3]]",4
5,"[[""1.727736677923602e9""], [""1.727736677923742e9""]]","[[""1.727736678001652e9""], [""1.727736678113627e9""]]","[[0.07804989814758301], [0.18988490104675293]]",0.18988490104675293,0.0027649402618408203,0.19264984130859375,"[0.015000000000000013, 0.0, 0.9491700000000001, 0.94225, -0.16169, 0.12364499999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9552300000000001, 0.9500200000000001, -0.10826999999999999, 0.10110000000000001, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.95797, 0.948685, -0.16457500000000003, 0.172165, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.031379999999999963, 0.02803, 0.16669, 0.067815, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.03326999999999991, 0.03246999999999989, 0.11327, 0.04526999999999999, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.018970000000000042, 0.016235, 0.17957499999999998, 0.10633500000000001, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.031380000000000075, 0.02803, 0.16669, 0.06781499999999999, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.03327000000000013, 0.03247000000000011, 0.11327, 0.04527000000000001, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.018970000000000042, 0.016235, 0.17957500000000004, 0.10633500000000001, 1.3877787807814457e-17, 0.00917]]","[[5], [4]]",5
6,"[[""1.727736678117016e9""], [""1.727736678117154e9""]]","[[""1.727736678211681e9""], [""1.727736678303606e9""]]","[[0.0946648120880127], [0.18645215034484863]]",0.18645215034484863,0.0026788711547851562,0.1891310214996338,"[0.015000000000000013, 0.0, 0.961225, 0.9576250000000002, -0.08592999999999999, 0.06992000000000001, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9666100000000001, 0.9632249999999999, -0.06171499999999999, 0.05759, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.96556, 0.960925, -0.08251499999999999, 0.08764000000000001, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.035555, 0.037004999999999844, 0.09093, 0.004250000000000004, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.03338999999999992, 0.03650500000000012, 0.066715, 0.016730000000000002, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.02912999999999999, 0.030614999999999948, 0.097515, 0.01770999999999999, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.035555, 0.03700500000000018, 0.09093, 0.00424999999999999, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.03339000000000003, 0.0365049999999999, 0.066715, 0.016729999999999995, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.02912999999999999, 0.03061500000000006, 0.09751499999999999, 0.017710000000000004, 1.3877787807814457e-17, 0.00917]]","[[6], [5]]",6
7,"[[""1.727736678306894e9""], [""1.727736678307051e9""]]","[[""1.727736678391409e9""], [""1.727736678483555e9""]]","[[0.08451485633850098], [0.17650413513183594]]",0.17650413513183594,0.002743959426879883,0.17924809455871582,"[0.015000000000000013, 0.0, 0.968235, 0.9643899999999999, -0.00036499999999999727, 0.05763499999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9706899999999999, 0.96632, -0.0036650000000000016, 0.053224999999999995, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.97167, 0.9671749999999999, 0.007924999999999995, 0.05160999999999999, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.03000500000000006, 0.03243000000000018, 0.005365000000000003, 0.03215499999999999, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.027020000000000044, 0.029980000000000007, 0.008664999999999999, 0.03451499999999999, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.02688999999999997, 0.030175000000000063, 0.0070749999999999945, 0.03656999999999999, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.03000499999999995, 0.03242999999999985, 0.005364999999999997, 0.032155, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.027019999999999933, 0.029980000000000007, 0.008665000000000003, 0.034515000000000004, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.02689000000000008, 0.03017499999999984, 0.007075000000000005, 0.036570000000000005, 1.3877787807814457e-17, 0.00917]]","[[7], [6]]",7
8,"[[""1.727736678486959e9""], [""1.727736678487098e9""]]","[[""1.72773667856146e9""], [""1.727736678643551e9""]]","[[0.07450103759765625], [0.15645313262939453]]",0.15645313262939453,0.0026578903198242188,0.15911102294921875,"[0.015000000000000013, 0.0, 0.9792050000000001, 0.9738150000000001, 0.04584, 0.06295, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9834, 0.9785250000000001, 0.03125, 0.054865000000000004, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.97196, 0.9664950000000001, 0.057065, 0.045410000000000006, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.01226499999999986, 0.01285499999999995, 0.040839999999999994, 0.011220000000000008, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.005559999999999898, 0.004654999999999965, 0.026250000000000002, 0.0009650000000000006, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.01963999999999999, 0.020404999999999895, 0.042065, 0.024340000000000007, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.012265000000000081, 0.01285500000000006, 0.04084, 0.011219999999999994, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.005560000000000009, 0.004655000000000076, 0.02625, 0.0009649999999999936, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.01963999999999999, 0.020405000000000117, 0.042065, 0.02434, 1.3877787807814457e-17, 0.00917]]","[[8], [7]]",8
9,"[[""1.727736678646981e9""], [""1.727736678647119e9""]]","[[""1.727736678725543e9""], [""1.72773667884339e9""]]","[[0.07856202125549316], [0.19627094268798828]]",0.19627094268798828,0.0026879310607910156,0.1989588737487793,"[0.015000000000000013, 0.0, 0.99418, 0.9892150000000001, 0.05005, 0.06040999999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9959549999999999, 0.991555, 0.03348, 0.05485, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9858800000000001, 0.9784949999999999, 0.061765, 0.05678, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.005819999999999936, 0.0072150000000000825, 0.04505000000000001, 0.004580000000000015, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.004194999999999949, 0.004184999999999994, 0.02848, 0.0009800000000000017, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0013100000000001444, 0.0021449999999998415, 0.046765, 0.009049999999999996, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.005820000000000047, 0.0072149999999999714, 0.04505, 0.004579999999999994, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.004195000000000171, 0.004184999999999994, 0.028480000000000002, 0.0009799999999999948, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0013099999999999223, 0.0021450000000000635, 0.046765, 0.009050000000000002, 1.3877787807814457e-17, 0.00917]]","[[9], [8]]",9
10,"[[""1.727736678846866e9""], [""1.727736678846988e9""]]","[[""1.727736678926598e9""], [""1.727736679084128e9""]]","[[0.07973217964172363], [0.23713994026184082]]",0.23713994026184082,0.002685070037841797,0.23982501029968262,"[0.015000000000000013, 0.0, 0.9998499999999999, 0.99607, 0.028815, 0.053965000000000006, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 1.00064, 0.9966849999999999, 0.019014999999999997, 0.052575, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9918049999999999, 0.9841850000000001, 0.04003, 0.063575, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.006749999999999923, 0.006959999999999966, 0.023815000000000003, 0.0018650000000000055, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.007079999999999975, 0.0066149999999999265, 0.014015, 0.003254999999999994, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.008194999999999952, 0.009265000000000079, 0.025030000000000004, 0.002255000000000007, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.006750000000000034, 0.006960000000000077, 0.023815, 0.0018649999999999917, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.007079999999999975, 0.0066150000000001485, 0.014014999999999996, 0.003255000000000001, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.008195000000000063, 0.009264999999999968, 0.025030000000000004, 0.002254999999999993, 1.3877787807814457e-17, 0.00917]]","[[10], [9]]",10
