Iteration,TX_Time,RX_Time,Delay,D_K,Delay_cc,T_K,Z12
1,"[[""1.727475617496698e9""], [""1.727475617497103e9""]]","[[""1.72747562478406e9""], [""1.727475631597581e9""]]","[[7.287362098693848], [14.100477933883667]]",14.100477933883667,0.20967817306518555,14.310156106948853,"[0.025, 0.01917, 0.98631, 0.9674250000000001, 0.40074, 0.159145, 0.025, 0.01917, 0.025, 0.01917, 0.9873599999999999, 0.968085, 0.32955, 0.182535, 0.025, 0.01917, 0.025, 0.01917, 0.9909250000000001, 0.9704849999999999, 0.422205, 0.10255, 0.025, 0.01917]"
2,"[[""1.727475631807717e9""], [""1.727475631807911e9""]]","[[""1.727475633119859e9""], [""1.727475632063169e9""]]","[[1.3121418952941895], [0.25525808334350586]]",1.3121418952941895,0.010792016983032227,1.3229339122772217,"[0.014999999999999998, 0.00917, 0.9954000000000001, 0.989525, 0.007459999999999994, 0.080765, 0.014999999999999998, 0.0, 0.014999999999999998, 0.00917, 0.99513, 0.988115, 0.006605, 0.07815999999999997, 0.014999999999999998, 0.0, 0.014999999999999998, 0.00917, 0.99488, 0.9894799999999999, 0.016229999999999967, 0.06662499999999999, 0.014999999999999998, 0.0]"
3,"[[""1.727475633131034e9""], [""1.727475633131201e9""]]","[[""1.727475633222535e9""], [""1.727475633613055e9""]]","[[0.09150099754333496], [0.4818539619445801]]",0.4818539619445801,0.011154890060424805,0.4930088520050049,"[0.015, 0.009165, 1.009685, 1.0100099999999999, -0.187905, 0.053165, 0.015, -0.009165, 0.015, 0.009165, 1.0075, 1.00565, -0.1536, 0.03912500000000001, 0.015, -0.009165, 0.015, 0.009165, 1.010765, 1.0132050000000001, -0.18503, 0.054655, 0.015, -0.0055249999999999995]"
4,"[[""1.727475633624625e9""], [""1.727475633624799e9""]]","[[""1.727475633887526e9""], [""1.727475633903033e9""]]","[[0.26290106773376465], [0.27823400497436523]]",0.27823400497436523,0.009972095489501953,0.2882061004638672,"[0.015, 0.009165, 1.011605, 1.0132050000000001, -0.18888, 0.038759999999999996, 0.015, -0.00917, 0.015, 0.009165, 1.0084899999999999, 1.0081000000000002, -0.15587499999999999, 0.025515000000000017, 0.015, -0.00917, 0.015, 0.009165, 1.01767, 1.02011, -0.18587499999999998, 0.04864500000000001, 0.015, -0.00411]"
5,"[[""1.727475633913482e9""], [""1.727475633913645e9""]]","[[""1.727475634004528e9""], [""1.727475634193111e9""]]","[[0.09104609489440918], [0.279465913772583]]",0.279465913772583,0.010661125183105469,0.2901270389556885,"[0.015, 0.009165, 1.0071749999999997, 1.0069299999999999, -0.09349, 0.03421, 0.015, -0.0036699999999999997, 0.015, 0.009165, 1.004725, 1.00386, -0.076155, 0.023464999999999996, 0.015, 0.0, 0.015, 0.009165, 1.012885, 1.012155, -0.08711, 0.04279499999999999, 0.015, 0.0003350000000000001]"
6,"[[""1.727475634204328e9""], [""1.727475634204678e9""]]","[[""1.727475634299645e9""], [""1.727475634723358e9""]]","[[0.09531688690185547], [0.5186798572540283]]",0.5186798572540283,0.010375022888183594,0.5290548801422119,"[0.015, 0.009165, 1.0026100000000002, 1.00079, 0.0014050000000000035, 0.029080000000000005, 0.015, 0.0009149999999999996, 0.015, 0.009165, 1.0025849999999998, 1.00066, 0.002704999999999999, 0.024754999999999996, 0.015, 0.004585, 0.015, 0.009165, 1.005515, 1.0019900000000002, 0.011435000000000008, 0.034115, 0.015, 0.006975]"
7,"[[""1.72747563473436e9""], [""1.727475634734538e9""]]","[[""1.727475634849778e9""], [""1.727475635013609e9""]]","[[0.1154179573059082], [0.2790708541870117]]",0.2790708541870117,0.011665105819702148,0.29073596000671387,"[0.015, 0.009165, 0.999625, 0.9967349999999999, 0.050324999999999995, 0.030484999999999998, 0.015, 0.00733, 0.015, 0.009165, 1.0003400000000002, 0.9974499999999998, 0.043295, 0.030579999999999996, 0.015, 0.00916, 0.015, 0.009165, 1.00021, 0.994835, 0.06172, 0.03436500000000001, 0.015, 0.00917]"
8,"[[""1.727475635026141e9""], [""1.727475635026328e9""]]","[[""1.727475635114404e9""], [""1.727475635303066e9""]]","[[0.08826303482055664], [0.27673792839050293]]",0.27673792839050293,0.014199018478393555,0.2909369468688965,"[0.015, 0.009165, 0.9980450000000001, 0.994895, 0.05184999999999999, 0.03441999999999999, 0.015, 0.00917, 0.015, 0.009165, 0.99803, 0.994695, 0.04440499999999999, 0.035885, 0.015, 0.00917, 0.015, 0.009165, 0.996315, 0.99044, 0.062855, 0.0393, 0.015, 0.00917]"
9,"[[""1.727475635319253e9""], [""1.727475635319837e9""]]","[[""1.727475635404761e9""], [""1.727475635593517e9""]]","[[0.08550810813903809], [0.2736799716949463]]",0.2736799716949463,0.022572040557861328,0.2962520122528076,"[0.015, 0.009165, 0.9982249999999999, 0.995395, 0.02903, 0.03767500000000001, 0.015, 0.00917, 0.015, 0.009165, 0.99656, 0.9932249999999999, 0.025185, 0.03882000000000001, 0.015, 0.00917, 0.015, 0.009165, 0.9943649999999999, 0.98878, 0.03921000000000001, 0.04498999999999999, 0.015, 0.00917]"
10,"[[""1.727475635618003e9""], [""1.727475635618527e9""]]","[[""1.727475635704451e9""], [""1.727475635883251e9""]]","[[0.08644819259643555], [0.2647240161895752]]",0.2647240161895752,0.011760950088500977,0.27648496627807617,"[0.015, 0.009165, 0.99911, 0.996805, 0.005415000000000003, 0.038794999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.996915, 0.9937650000000001, 0.005344999999999999, 0.039479999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.993895, 0.988765, 0.015269999999999995, 0.04866, 0.015, 0.00917]"
11,"[[""1.727475635895984e9""], [""1.727475635896161e9""]]","[[""1.727475635974495e9""], [""1.727475636153252e9""]]","[[0.07851099967956543], [0.25709080696105957]]",0.25709080696105957,0.011620044708251953,0.2687108516693115,"[0.015, 0.009165, 0.998955, 0.9969949999999999, -0.006624999999999999, 0.038245, 0.015, 0.00917, 0.015, 0.009165, 0.99742, 0.99452, -0.005035000000000001, 0.038325, 0.015, 0.00917, 0.015, 0.009165, 0.992635, 0.98778, 0.0030999999999999995, 0.04962, 0.015, 0.00917]"
12,"[[""1.727475636165954e9""], [""1.727475636166138e9""]]","[[""1.727475636255108e9""], [""1.72747563641321e9""]]","[[0.08915400505065918], [0.2470719814300537]]",0.2470719814300537,0.01123809814453125,0.25831007957458496,"[0.015, 0.009165, 0.9989399999999999, 0.9970200000000001, -0.006585000000000001, 0.037364999999999995, 0.015, 0.00917, 0.015, 0.009165, 0.997865, 0.9951850000000001, -0.00555, 0.036745, 0.015, 0.00917, 0.015, 0.009165, 0.9915700000000001, 0.9866849999999999, 0.002929999999999998, 0.049305, 0.015, 0.00917]"
13,"[[""1.727475636425661e9""], [""1.727475636425833e9""]]","[[""1.727475636517736e9""], [""1.727475636673279e9""]]","[[0.09207487106323242], [0.24744606018066406]]",0.24744606018066406,0.008237838745117188,0.25568389892578125,"[0.015, 0.009165, 0.9987550000000001, 0.996745, -0.000565, 0.036595, 0.015, 0.00917, 0.015, 0.009165, 0.997435, 0.994845, -0.000939999999999999, 0.035780000000000006, 0.015, 0.00917, 0.015, 0.009165, 0.9906699999999999, 0.985595, 0.008924999999999999, 0.048560000000000006, 0.015, 0.00917]"
14,"[[""1.727475636687471e9""], [""1.727475636687933e9""]]","[[""1.727475636759564e9""], [""1.727475636933296e9""]]","[[0.07209300994873047], [0.2453629970550537]]",0.2453629970550537,0.023648977279663086,0.2690119743347168,"[0.015, 0.009165, 0.998575, 0.996475, 0.0053100000000000005, 0.036234999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.99648, 0.9938099999999999, 0.004005, 0.035914999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9899000000000001, 0.9846650000000001, 0.01508, 0.047909999999999994, 0.015, 0.00917]"
15,"[[""1.727475636959325e9""], [""1.727475636959925e9""]]","[[""1.72747563704472e9""], [""1.72747563721309e9""]]","[[0.08539485931396484], [0.25316500663757324]]",0.25316500663757324,0.020873069763183594,0.27403807640075684,"[0.015, 0.009165, 0.998535, 0.9964200000000001, 0.008084999999999998, 0.03622, 0.015, 0.00917, 0.015, 0.009165, 0.99535, 0.9925100000000001, 0.006699999999999999, 0.03676, 0.015, 0.00917, 0.015, 0.009165, 0.9894099999999999, 0.9841149999999999, 0.018334999999999997, 0.047670000000000004, 0.015, 0.00917]"
16,"[[""1.727475637236405e9""], [""1.727475637236858e9""]]","[[""1.727475637324668e9""], [""1.727475637493564e9""]]","[[0.08826303482055664], [0.25670599937438965]]",0.25670599937438965,0.020750045776367188,0.27745604515075684,"[0.015, 0.009165, 0.9986200000000001, 0.996545, 0.007855000000000001, 0.03637, 0.015, 0.00917, 0.015, 0.009165, 0.994305, 0.9913000000000001, 0.006964999999999999, 0.037735, 0.015, 0.00917, 0.015, 0.009165, 0.98934, 0.9840500000000001, 0.018570000000000003, 0.047779999999999996, 0.015, 0.00917]"
17,"[[""1.727475637517006e9""], [""1.727475637517441e9""]]","[[""1.727475637610419e9""], [""1.727475637773045e9""]]","[[0.09341311454772949], [0.2556040287017822]]",0.2556040287017822,0.012161016464233398,0.2677650451660156,"[0.015, 0.009165, 0.998745, 0.9967300000000001, 0.006165, 0.03653, 0.015, 0.00917, 0.015, 0.009165, 0.9935600000000001, 0.9904449999999999, 0.005945000000000001, 0.03845, 0.015, 0.00917, 0.015, 0.009165, 0.98966, 0.9844350000000002, 0.017209999999999996, 0.04793, 0.015, 0.00917]"
18,"[[""1.727475637787127e9""], [""1.727475637787292e9""]]","[[""1.727475637874439e9""], [""1.72747563805115e9""]]","[[0.08731198310852051], [0.2638580799102783]]",0.2638580799102783,0.011812925338745117,0.27567100524902344,"[0.015, 0.009165, 0.99882, 0.99684, 0.004515, 0.036645, 0.015, 0.00917, 0.015, 0.009165, 0.993215, 0.9900450000000001, 0.00487, 0.03874999999999999, 0.015, 0.00917, 0.015, 0.009165, 0.990215, 0.9850699999999999, 0.015710000000000002, 0.04789, 0.015, 0.00917]"
19,"[[""1.727475638064422e9""], [""1.727475638064589e9""]]","[[""1.727475638199526e9""], [""1.727475638303122e9""]]","[[0.13510417938232422], [0.23853302001953125]]",0.23853302001953125,0.010326862335205078,0.24885988235473633,"[0.015, 0.009165, 0.998815, 0.9968349999999999, 0.0036749999999999994, 0.03671, 0.015, 0.00917, 0.015, 0.009165, 0.9932399999999999, 0.9900599999999999, 0.00434, 0.038680000000000006, 0.015, 0.00917, 0.015, 0.009165, 0.9907850000000001, 0.985725, 0.014839999999999997, 0.047635, 0.015, 0.00917]"
20,"[[""1.727475638314972e9""], [""1.72747563831514e9""]]","[[""1.727475638389457e9""], [""1.727475638554558e9""]]","[[0.07448506355285645], [0.23941802978515625]]",0.23941802978515625,0.02277994155883789,0.26219797134399414,"[0.015, 0.009165, 0.998535, 0.9965250000000001, 0.003665, 0.036754999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9935050000000001, 0.9903549999999999, 0.004365000000000001, 0.038389999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.9912150000000001, 0.986205, 0.014670000000000002, 0.047305, 0.015, 0.00917]"
