Iteration,TX_Time,RX_Time,Delay,D_K,Delay_cc,T_K,Z12
11,"[[""1.727475826149462e9""], [""1.727475826149624e9""]]","[[""1.727475826249544e9""], [""1.727475826408373e9""]]","[[0.1000819206237793], [0.25874900817871094]]",0.25874900817871094,0.010267972946166992,0.26901698112487793,"[0.015, 0.009165, 0.998955, 0.9969949999999999, -0.006624999999999999, 0.038245, 0.015, 0.00917, 0.015, 0.009165, 0.99742, 0.99452, -0.005035000000000001, 0.038325, 0.015, 0.00917, 0.015, 0.009165, 0.992635, 0.98778, 0.0030999999999999995, 0.04962, 0.015, 0.00917]"
12,"[[""1.727475826419538e9""], [""1.727475826419709e9""]]","[[""1.727475826510543e9""], [""1.727475826676599e9""]]","[[0.09100508689880371], [0.25689005851745605]]",0.25689005851745605,0.01026296615600586,0.2671530246734619,"[0.015, 0.009165, 0.9989399999999999, 0.9970200000000001, -0.006585000000000001, 0.037364999999999995, 0.015, 0.00917, 0.015, 0.009165, 0.997865, 0.9951850000000001, -0.00555, 0.036745, 0.015, 0.00917, 0.015, 0.009165, 0.9915700000000001, 0.9866849999999999, 0.002929999999999998, 0.049305, 0.015, 0.00917]"
13,"[[""1.72747582668782e9""], [""1.727475826687996e9""]]","[[""1.727475826774559e9""], [""1.727475826938545e9""]]","[[0.08673906326293945], [0.2505490779876709]]",0.2505490779876709,0.010735034942626953,0.26128411293029785,"[0.015, 0.009165, 0.9987550000000001, 0.996745, -0.000565, 0.036595, 0.015, 0.00917, 0.015, 0.009165, 0.997435, 0.994845, -0.000939999999999999, 0.035780000000000006, 0.015, 0.00917, 0.015, 0.009165, 0.9906699999999999, 0.985595, 0.008924999999999999, 0.048560000000000006, 0.015, 0.00917]"
14,"[[""1.727475826950329e9""], [""1.727475826950529e9""]]","[[""1.7274758270386e9""], [""1.727475827198452e9""]]","[[0.08827090263366699], [0.2479228973388672]]",0.2479228973388672,0.010293006896972656,0.25821590423583984,"[0.015, 0.009165, 0.998575, 0.996475, 0.0053100000000000005, 0.036234999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.99648, 0.9938099999999999, 0.004005, 0.035914999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9899000000000001, 0.9846650000000001, 0.01508, 0.047909999999999994, 0.015, 0.00917]"
15,"[[""1.727475827209884e9""], [""1.727475827210046e9""]]","[[""1.727475827289523e9""], [""1.727475827458585e9""]]","[[0.07963895797729492], [0.24853897094726562]]",0.24853897094726562,0.01869487762451172,0.26723384857177734,"[0.015, 0.009165, 0.998535, 0.9964200000000001, 0.008084999999999998, 0.03622, 0.015, 0.00917, 0.015, 0.009165, 0.99535, 0.9925100000000001, 0.006699999999999999, 0.03676, 0.015, 0.00917, 0.015, 0.009165, 0.9894099999999999, 0.9841149999999999, 0.018334999999999997, 0.047670000000000004, 0.015, 0.00917]"
16,"[[""1.727475827478444e9""], [""1.727475827478618e9""]]","[[""1.727475827569438e9""], [""1.727475827728638e9""]]","[[0.09099388122558594], [0.25002002716064453]]",0.25002002716064453,0.009878158569335938,0.25989818572998047,"[0.015, 0.009165, 0.9986200000000001, 0.996545, 0.007855000000000001, 0.03637, 0.015, 0.00917, 0.015, 0.009165, 0.994305, 0.9913000000000001, 0.006964999999999999, 0.037735, 0.015, 0.00917, 0.015, 0.009165, 0.98934, 0.9840500000000001, 0.018570000000000003, 0.047779999999999996, 0.015, 0.00917]"
17,"[[""1.727475827739736e9""], [""1.727475827739905e9""]]","[[""1.727475827829509e9""], [""1.72747582798846e9""]]","[[0.08977293968200684], [0.24855494499206543]]",0.24855494499206543,0.010556936264038086,0.2591118812561035,"[0.015, 0.009165, 0.998745, 0.9967300000000001, 0.006165, 0.03653, 0.015, 0.00917, 0.015, 0.009165, 0.9935600000000001, 0.9904449999999999, 0.005945000000000001, 0.03845, 0.015, 0.00917, 0.015, 0.009165, 0.98966, 0.9844350000000002, 0.017209999999999996, 0.04793, 0.015, 0.00917]"
18,"[[""1.727475828000302e9""], [""1.72747582800046e9""]]","[[""1.727475828094551e9""], [""1.727475828248486e9""]]","[[0.09424901008605957], [0.24802613258361816]]",0.24802613258361816,0.010102987289428711,0.2581291198730469,"[0.015, 0.009165, 0.99882, 0.99684, 0.004515, 0.036645, 0.015, 0.00917, 0.015, 0.009165, 0.993215, 0.9900450000000001, 0.00487, 0.03874999999999999, 0.015, 0.00917, 0.015, 0.009165, 0.990215, 0.9850699999999999, 0.015710000000000002, 0.04789, 0.015, 0.00917]"
19,"[[""1.727475828259946e9""], [""1.727475828260113e9""]]","[[""1.727475828347816e9""], [""1.727475828506626e9""]]","[[0.08786988258361816], [0.24651288986206055]]",0.24651288986206055,0.010483026504516602,0.25699591636657715,"[0.015, 0.009165, 0.998815, 0.9968349999999999, 0.0036749999999999994, 0.03671, 0.015, 0.00917, 0.015, 0.009165, 0.9932399999999999, 0.9900599999999999, 0.00434, 0.038680000000000006, 0.015, 0.00917, 0.015, 0.009165, 0.9907850000000001, 0.985725, 0.014839999999999997, 0.047635, 0.015, 0.00917]"
20,"[[""1.727475828518604e9""], [""1.727475828518777e9""]]","[[""1.727475828599471e9""], [""1.727475828774592e9""]]","[[0.08086705207824707], [0.2558150291442871]]",0.2558150291442871,0.012575149536132812,0.2683901786804199,"[0.015, 0.009165, 0.998535, 0.9965250000000001, 0.003665, 0.036754999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9935050000000001, 0.9903549999999999, 0.004365000000000001, 0.038389999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.9912150000000001, 0.986205, 0.014670000000000002, 0.047305, 0.015, 0.00917]"
21,"[[""1.727475828788623e9""], [""1.7274758287888e9""]]","[[""1.727475828909623e9""], [""1.727475829028728e9""]]","[[0.12099981307983398], [0.2399280071258545]]",0.2399280071258545,0.010185003280639648,0.25011301040649414,"[0.015, 0.009165, 0.997795, 0.9957149999999999, 0.00413, 0.036875000000000005, 0.015, 0.00917, 0.015, 0.009165, 0.9938849999999999, 0.9907900000000001, 0.004674999999999999, 0.03801500000000001, 0.015, 0.00917, 0.015, 0.009165, 0.9914149999999999, 0.986435, 0.014855, 0.04707000000000001, 0.015, 0.00917]"
22,"[[""1.727475829040613e9""], [""1.727475829040802e9""]]","[[""1.727475829124593e9""], [""1.727475829278575e9""]]","[[0.08398008346557617], [0.23777294158935547]]",0.23777294158935547,0.010360002517700195,0.24813294410705566,"[0.015, 0.009165, 0.99696, 0.994785, 0.004725000000000001, 0.03723, 0.015, 0.00917, 0.015, 0.009165, 0.9943, 0.991285, 0.00503, 0.037634999999999995, 0.015, 0.00917, 0.015, 0.009165, 0.9914149999999999, 0.98644, 0.015014999999999997, 0.047029999999999995, 0.015, 0.00917]"
23,"[[""1.727475829290566e9""], [""1.727475829290742e9""]]","[[""1.72747582938962e9""], [""1.727475829528651e9""]]","[[0.09905409812927246], [0.23790907859802246]]",0.23790907859802246,0.010368108749389648,0.2482771873474121,"[0.015, 0.009165, 0.9962700000000001, 0.9939899999999999, 0.005175, 0.037654999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.9946950000000001, 0.99176, 0.005255000000000001, 0.037335, 0.015, 0.00917, 0.015, 0.009165, 0.9913000000000001, 0.9863250000000001, 0.015015000000000002, 0.04716, 0.015, 0.00917]"
24,"[[""1.727475829540701e9""], [""1.727475829540881e9""]]","[[""1.727475829634433e9""], [""1.727475829778692e9""]]","[[0.09373211860656738], [0.23781108856201172]]",0.23781108856201172,0.01079106330871582,0.24860215187072754,"[0.015, 0.009165, 0.995825, 0.993475, 0.005390000000000001, 0.03798000000000001, 0.015, 0.00917, 0.015, 0.009165, 0.99502, 0.992135, 0.005295, 0.037145000000000004, 0.015, 0.00917, 0.015, 0.009165, 0.9911549999999999, 0.9861549999999999, 0.014909999999999996, 0.047369999999999995, 0.015, 0.00917]"
25,"[[""1.727475829791253e9""], [""1.727475829791465e9""]]","[[""1.727475829872414e9""], [""1.727475830028823e9""]]","[[0.0811610221862793], [0.23735785484313965]]",0.23735785484313965,0.01082921028137207,0.24818706512451172,"[0.015, 0.009165, 0.995665, 0.99329, 0.0054199999999999995, 0.038114999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9952149999999998, 0.9923600000000001, 0.00521, 0.037059999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9910050000000001, 0.9859900000000001, 0.014790000000000001, 0.047560000000000005, 0.015, 0.00917]"
26,"[[""1.727475830041677e9""], [""1.727475830041853e9""]]","[[""1.72747583012451e9""], [""1.727475830278731e9""]]","[[0.08283305168151855], [0.2368781566619873]]",0.2368781566619873,0.010304927825927734,0.24718308448791504,"[0.015, 0.009165, 0.99577, 0.99341, 0.005345, 0.038060000000000004, 0.015, 0.00917, 0.015, 0.009165, 0.99526, 0.9924149999999998, 0.0050799999999999994, 0.03706, 0.015, 0.00917, 0.015, 0.009165, 0.9909, 0.985865, 0.014734999999999998, 0.047665, 0.015, 0.00917]"
27,"[[""1.72747583029085e9""], [""1.727475830291037e9""]]","[[""1.727475830387595e9""], [""1.72747583077866e9""]]","[[0.09674501419067383], [0.4876229763031006]]",0.4876229763031006,0.01055002212524414,0.4981729984283447,"[0.015, 0.009165, 0.99604, 0.99373, 0.00523, 0.03788, 0.015, 0.00917, 0.015, 0.009165, 0.9951800000000001, 0.9923100000000001, 0.004975, 0.037134999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.99083, 0.9857799999999999, 0.014770000000000002, 0.047685000000000005, 0.015, 0.00917]"
28,"[[""1.727475830791099e9""], [""1.727475830791278e9""]]","[[""1.727475831124708e9""], [""1.727475831028487e9""]]","[[0.33360886573791504], [0.23720908164978027]]",0.33360886573791504,0.010597944259643555,0.3442068099975586,"[0.015, 0.009165, 0.996385, 0.99412, 0.005115, 0.037645, 0.015, 0.00917, 0.015, 0.009165, 0.994995, 0.9921, 0.00492, 0.03726, 0.015, 0.00917, 0.015, 0.009165, 0.990795, 0.98574, 0.014875, 0.04765, 0.015, 0.00917]"
29,"[[""1.72747583113735e9""], [""1.727475831137516e9""]]","[[""1.727475831239457e9""], [""1.727475831388586e9""]]","[[0.10210680961608887], [0.2510700225830078]]",0.2510700225830078,0.010182857513427734,0.26125288009643555,"[0.015, 0.009165, 0.9966999999999999, 0.99448, 0.005015, 0.03743, 0.015, 0.00917, 0.015, 0.009165, 0.994765, 0.991835, 0.004905, 0.037419999999999995, 0.015, 0.00917, 0.015, 0.009165, 0.9907900000000001, 0.98573, 0.014995, 0.04759, 0.015, 0.00917]"
30,"[[""1.727475831400816e9""], [""1.727475831401015e9""]]","[[""1.727475831497522e9""], [""1.727475831638492e9""]]","[[0.09670615196228027], [0.23747706413269043]]",0.23747706413269043,0.011018991470336914,0.24849605560302734,"[0.015, 0.009165, 0.9969300000000001, 0.994745, 0.00494, 0.037290000000000004, 0.015, 0.00917, 0.015, 0.009165, 0.994555, 0.99159, 0.004915, 0.03757, 0.015, 0.00917, 0.015, 0.009165, 0.990805, 0.98575, 0.015095, 0.04753, 0.015, 0.00917]"
31,"[[""1.727475831651728e9""], [""1.727475831651944e9""]]","[[""1.72747583173971e9""], [""1.727475831888609e9""]]","[[0.087982177734375], [0.2366650104522705]]",0.2366650104522705,0.010369062423706055,0.24703407287597656,"[0.015, 0.009165, 0.997035, 0.99487, 0.004884999999999999, 0.037235, 0.015, 0.00917, 0.015, 0.009165, 0.99439, 0.9914, 0.0049499999999999995, 0.03768, 0.015, 0.00917, 0.015, 0.009165, 0.9908399999999999, 0.985785, 0.01515, 0.04749, 0.015, 0.00917]"
32,"[[""1.727475831901478e9""], [""1.727475831901647e9""]]","[[""1.72747583198571e9""], [""1.727475832138503e9""]]","[[0.08423185348510742], [0.23685598373413086]]",0.23685598373413086,0.010807991027832031,0.2476639747619629,"[0.015, 0.009165, 0.9970349999999999, 0.9948650000000001, 0.0048600000000000015, 0.03725, 0.015, 0.00917, 0.015, 0.009165, 0.994315, 0.9913050000000001, 0.004975000000000002, 0.037735, 0.015, 0.00917, 0.015, 0.009165, 0.990875, 0.985835, 0.01515, 0.047465, 0.015, 0.00917]"
33,"[[""1.727475832151641e9""], [""1.727475832151835e9""]]","[[""1.727475832234701e9""], [""1.727475832388656e9""]]","[[0.08306002616882324], [0.23682093620300293]]",0.23682093620300293,0.01081705093383789,0.24763798713684082,"[0.015, 0.009165, 0.9969450000000001, 0.9947649999999999, 0.00487, 0.037315, 0.015, 0.00917, 0.015, 0.009165, 0.9943200000000001, 0.9913199999999999, 0.005004999999999999, 0.03773, 0.015, 0.00917, 0.015, 0.009165, 0.99091, 0.9858750000000001, 0.015119999999999998, 0.04746, 0.015, 0.00917]"
34,"[[""1.727475832401856e9""], [""1.727475832402036e9""]]","[[""1.727475832489521e9""], [""1.727475832648643e9""]]","[[0.08766508102416992], [0.24660706520080566]]",0.24660706520080566,0.010142087936401367,0.25674915313720703,"[0.015, 0.009169999999999998, 0.9968049999999999, 0.9946050000000001, 0.0049, 0.03741, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.994395, 0.9914050000000001, 0.00502, 0.037675, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.9909450000000001, 0.98591, 0.015064999999999999, 0.047455, 0.015, 0.00917]"
35,"[[""1.727475832661181e9""], [""1.727475832661353e9""]]","[[""1.727475832748663e9""], [""1.727475832898567e9""]]","[[0.08748197555541992], [0.2372138500213623]]",0.2372138500213623,0.010046005249023438,0.24725985527038574,"[0.015, 0.009170000000000001, 0.996665, 0.99444, 0.0049499999999999995, 0.037495, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9945099999999999, 0.9915399999999999, 0.005025, 0.03759, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9909650000000001, 0.9859399999999999, 0.015009999999999999, 0.04746, 0.015, 0.00917]"
36,"[[""1.727475832911015e9""], [""1.727475832911193e9""]]","[[""1.727475832999668e9""], [""1.727475833148511e9""]]","[[0.0886528491973877], [0.2373180389404297]]",0.2373180389404297,0.010483980178833008,0.2478020191192627,"[0.015, 0.009169999999999998, 0.9965499999999999, 0.99431, 0.005, 0.037565, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.994625, 0.9916750000000001, 0.005025, 0.0375, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.99098, 0.98595, 0.01497, 0.04747, 0.015, 0.00917]"
37,"[[""1.727475833161701e9""], [""1.727475833161891e9""]]","[[""1.727475833249531e9""], [""1.727475833408391e9""]]","[[0.0878300666809082], [0.24650001525878906]]",0.24650001525878906,0.01076197624206543,0.2572619915008545,"[0.015, 0.009170000000000001, 0.9964799999999999, 0.994225, 0.00504, 0.037599999999999995, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9947199999999999, 0.991785, 0.005025, 0.037425, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9909699999999999, 0.98594, 0.014945000000000002, 0.047485, 0.015, 0.00917]"
38,"[[""1.727475833421838e9""], [""1.727475833422042e9""]]","[[""1.72747583351767e9""], [""1.72747583365854e9""]]","[[0.09583187103271484], [0.23649811744689941]]",0.23649811744689941,0.010293960571289062,0.24679207801818848,"[0.015, 0.009169999999999998, 0.996455, 0.9942, 0.005065, 0.037605, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.9947750000000001, 0.99185, 0.005015, 0.037385, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.9909549999999999, 0.9859199999999999, 0.014939999999999998, 0.047494999999999996, 0.015, 0.00917]"
39,"[[""1.727475833671455e9""], [""1.727475833671638e9""]]","[[""1.727475833759672e9""], [""1.727475833918826e9""]]","[[0.08821702003479004], [0.24718809127807617]]",0.24718809127807617,0.010759830474853516,0.2579479217529297,"[0.015, 0.009170000000000001, 0.9964700000000001, 0.99422, 0.005075, 0.03759, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9947900000000001, 0.991865, 0.005009999999999999, 0.03738, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9909300000000001, 0.9859, 0.01494, 0.04751000000000001, 0.015, 0.00917]"
40,"[[""1.72747583393238e9""], [""1.727475833932587e9""]]","[[""1.727475834049615e9""], [""1.727475834168637e9""]]","[[0.11723494529724121], [0.23605012893676758]]",0.23605012893676758,0.010416030883789062,0.24646615982055664,"[0.015, 0.009169999999999998, 0.9965200000000001, 0.994275, 0.0050550000000000005, 0.037559999999999996, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.99476, 0.99183, 0.005, 0.037405, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.99091, 0.9858750000000001, 0.014955, 0.04751999999999999, 0.015, 0.00917]"
