Iteration,TX_Time,RX_Time,Delay,D_K,Delay_cc,T_K,Z12
11,"[[""1.727719387678227e9""], [""1.727719387678363e9""]]","[[""1.72771938776668e9""], [""1.727719387934208e9""]]","[[0.08845305442810059], [0.2558448314666748]]",0.2558448314666748,0.0036630630493164062,0.2595078945159912,"[0.015, 0.009165, 0.998955, 0.9969949999999999, -0.006624999999999999, 0.038245, 0.015, 0.00917, 0.015, 0.009165, 0.99742, 0.99452, -0.005035000000000001, 0.038325, 0.015, 0.00917, 0.015, 0.009165, 0.992635, 0.98778, 0.0030999999999999995, 0.04962, 0.015, 0.00917]"
12,"[[""1.727719387938927e9""], [""1.727719387939067e9""]]","[[""1.727719388029045e9""], [""1.727719388184215e9""]]","[[0.0901181697845459], [0.2451481819152832]]",0.2451481819152832,0.002585887908935547,0.24773406982421875,"[0.015, 0.009165, 0.9989399999999999, 0.9970200000000001, -0.006585000000000001, 0.037364999999999995, 0.015, 0.00917, 0.015, 0.009165, 0.997865, 0.9951850000000001, -0.00555, 0.036745, 0.015, 0.00917, 0.015, 0.009165, 0.9915700000000001, 0.9866849999999999, 0.002929999999999998, 0.049305, 0.015, 0.00917]"
13,"[[""1.72771938818777e9""], [""1.727719388187908e9""]]","[[""1.727719388278585e9""], [""1.727719388434745e9""]]","[[0.09081506729125977], [0.24683713912963867]]",0.24683713912963867,0.002624034881591797,0.24946117401123047,"[0.015, 0.009165, 0.9987550000000001, 0.996745, -0.000565, 0.036595, 0.015, 0.00917, 0.015, 0.009165, 0.997435, 0.994845, -0.000939999999999999, 0.035780000000000006, 0.015, 0.00917, 0.015, 0.009165, 0.9906699999999999, 0.985595, 0.008924999999999999, 0.048560000000000006, 0.015, 0.00917]"
14,"[[""1.727719388438412e9""], [""1.727719388438547e9""]]","[[""1.727719388528716e9""], [""1.727719388684433e9""]]","[[0.09030413627624512], [0.24588608741760254]]",0.24588608741760254,0.0031189918518066406,0.24900507926940918,"[0.015, 0.009165, 0.998575, 0.996475, 0.0053100000000000005, 0.036234999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.99648, 0.9938099999999999, 0.004005, 0.035914999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9899000000000001, 0.9846650000000001, 0.01508, 0.047909999999999994, 0.015, 0.00917]"
15,"[[""1.727719388688831e9""], [""1.727719388689009e9""]]","[[""1.727719388776673e9""], [""1.727719388934224e9""]]","[[0.08784198760986328], [0.24521493911743164]]",0.24521493911743164,0.0041751861572265625,0.2493901252746582,"[0.015, 0.009165, 0.998535, 0.9964200000000001, 0.008084999999999998, 0.03622, 0.015, 0.00917, 0.015, 0.009165, 0.99535, 0.9925100000000001, 0.006699999999999999, 0.03676, 0.015, 0.00917, 0.015, 0.009165, 0.9894099999999999, 0.9841149999999999, 0.018334999999999997, 0.047670000000000004, 0.015, 0.00917]"
16,"[[""1.727719388940201e9""], [""1.727719388940402e9""]]","[[""1.727719389029025e9""], [""1.727719389184354e9""]]","[[0.08882403373718262], [0.24395203590393066]]",0.24395203590393066,0.0030689239501953125,0.24702095985412598,"[0.015, 0.009165, 0.9986200000000001, 0.996545, 0.007855000000000001, 0.03637, 0.015, 0.00917, 0.015, 0.009165, 0.994305, 0.9913000000000001, 0.006964999999999999, 0.037735, 0.015, 0.00917, 0.015, 0.009165, 0.98934, 0.9840500000000001, 0.018570000000000003, 0.047779999999999996, 0.015, 0.00917]"
17,"[[""1.727719389188659e9""], [""1.727719389188814e9""]]","[[""1.727719389278495e9""], [""1.727719389434192e9""]]","[[0.08983612060546875], [0.2453780174255371]]",0.2453780174255371,0.0031080245971679688,0.24848604202270508,"[0.015, 0.009165, 0.998745, 0.9967300000000001, 0.006165, 0.03653, 0.015, 0.00917, 0.015, 0.009165, 0.9935600000000001, 0.9904449999999999, 0.005945000000000001, 0.03845, 0.015, 0.00917, 0.015, 0.009165, 0.98966, 0.9844350000000002, 0.017209999999999996, 0.04793, 0.015, 0.00917]"
18,"[[""1.727719389438783e9""], [""1.727719389438912e9""]]","[[""1.727719389520603e9""], [""1.727719389686175e9""]]","[[0.08182001113891602], [0.24726319313049316]]",0.24726319313049316,0.0029268264770507812,0.25019001960754395,"[0.015, 0.009165, 0.99882, 0.99684, 0.004515, 0.036645, 0.015, 0.00917, 0.015, 0.009165, 0.993215, 0.9900450000000001, 0.00487, 0.03874999999999999, 0.015, 0.00917, 0.015, 0.009165, 0.990215, 0.9850699999999999, 0.015710000000000002, 0.04789, 0.015, 0.00917]"
19,"[[""1.727719389690654e9""], [""1.72771938969078e9""]]","[[""1.7277193897886e9""], [""1.727719389934254e9""]]","[[0.0979459285736084], [0.24347400665283203]]",0.24347400665283203,0.005189180374145508,0.24866318702697754,"[0.015, 0.009165, 0.998815, 0.9968349999999999, 0.0036749999999999994, 0.03671, 0.015, 0.00917, 0.015, 0.009165, 0.9932399999999999, 0.9900599999999999, 0.00434, 0.038680000000000006, 0.015, 0.00917, 0.015, 0.009165, 0.9907850000000001, 0.985725, 0.014839999999999997, 0.047635, 0.015, 0.00917]"
20,"[[""1.727719389940885e9""], [""1.727719389941035e9""]]","[[""1.727719390048904e9""], [""1.727719390193225e9""]]","[[0.10801887512207031], [0.25218987464904785]]",0.25218987464904785,0.003020048141479492,0.25520992279052734,"[0.015, 0.009165, 0.998535, 0.9965250000000001, 0.003665, 0.036754999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9935050000000001, 0.9903549999999999, 0.004365000000000001, 0.038389999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.9912150000000001, 0.986205, 0.014670000000000002, 0.047305, 0.015, 0.00917]"
21,"[[""1.727719390197989e9""], [""1.727719390198136e9""]]","[[""1.727719390298753e9""], [""1.727719390434338e9""]]","[[0.10076403617858887], [0.23620200157165527]]",0.23620200157165527,0.0029909610748291016,0.23919296264648438,"[0.015, 0.009165, 0.997795, 0.9957149999999999, 0.00413, 0.036875000000000005, 0.015, 0.00917, 0.015, 0.009165, 0.9938849999999999, 0.9907900000000001, 0.004674999999999999, 0.03801500000000001, 0.015, 0.00917, 0.015, 0.009165, 0.9914149999999999, 0.986435, 0.014855, 0.04707000000000001, 0.015, 0.00917]"
22,"[[""1.727719390439033e9""], [""1.727719390439165e9""]]","[[""1.727719390528535e9""], [""1.727719390684275e9""]]","[[0.08950185775756836], [0.24510979652404785]]",0.24510979652404785,0.002613067626953125,0.24772286415100098,"[0.015, 0.009165, 0.99696, 0.994785, 0.004725000000000001, 0.03723, 0.015, 0.00917, 0.015, 0.009165, 0.9943, 0.991285, 0.00503, 0.037634999999999995, 0.015, 0.00917, 0.015, 0.009165, 0.9914149999999999, 0.98644, 0.015014999999999997, 0.047029999999999995, 0.015, 0.00917]"
23,"[[""1.727719390688509e9""], [""1.727719390688659e9""]]","[[""1.727719390778635e9""], [""1.727719390934201e9""]]","[[0.09012603759765625], [0.24554204940795898]]",0.24554204940795898,0.0028810501098632812,0.24842309951782227,"[0.015, 0.009165, 0.9962700000000001, 0.9939899999999999, 0.005175, 0.037654999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.9946950000000001, 0.99176, 0.005255000000000001, 0.037335, 0.015, 0.00917, 0.015, 0.009165, 0.9913000000000001, 0.9863250000000001, 0.015015000000000002, 0.04716, 0.015, 0.00917]"
24,"[[""1.727719390938368e9""], [""1.727719390938513e9""]]","[[""1.727719391028615e9""], [""1.727719391184217e9""]]","[[0.09024691581726074], [0.24570393562316895]]",0.24570393562316895,0.0031790733337402344,0.24888300895690918,"[0.015, 0.009165, 0.995825, 0.993475, 0.005390000000000001, 0.03798000000000001, 0.015, 0.00917, 0.015, 0.009165, 0.99502, 0.992135, 0.005295, 0.037145000000000004, 0.015, 0.00917, 0.015, 0.009165, 0.9911549999999999, 0.9861549999999999, 0.014909999999999996, 0.047369999999999995, 0.015, 0.00917]"
25,"[[""1.727719391189482e9""], [""1.727719391189626e9""]]","[[""1.727719391278644e9""], [""1.727719391432149e9""]]","[[0.08916211128234863], [0.2425229549407959]]",0.2425229549407959,0.0030591487884521484,0.24558210372924805,"[0.015, 0.009165, 0.995665, 0.99329, 0.0054199999999999995, 0.038114999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9952149999999998, 0.9923600000000001, 0.00521, 0.037059999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9910050000000001, 0.9859900000000001, 0.014790000000000001, 0.047560000000000005, 0.015, 0.00917]"
26,"[[""1.727719391437185e9""], [""1.727719391437315e9""]]","[[""1.727719391513674e9""], [""1.727719391684702e9""]]","[[0.07648897171020508], [0.24738693237304688]]",0.24738693237304688,0.0025551319122314453,0.24994206428527832,"[0.015, 0.009165, 0.99577, 0.99341, 0.005345, 0.038060000000000004, 0.015, 0.00917, 0.015, 0.009165, 0.99526, 0.9924149999999998, 0.0050799999999999994, 0.03706, 0.015, 0.00917, 0.015, 0.009165, 0.9909, 0.985865, 0.014734999999999998, 0.047665, 0.015, 0.00917]"
27,"[[""1.727719391689125e9""], [""1.727719391689261e9""]]","[[""1.727719391878573e9""], [""1.727719391924063e9""]]","[[0.18944787979125977], [0.2348020076751709]]",0.2348020076751709,0.002254962921142578,0.23705697059631348,"[0.015, 0.009165, 0.99604, 0.99373, 0.00523, 0.03788, 0.015, 0.00917, 0.015, 0.009165, 0.9951800000000001, 0.9923100000000001, 0.004975, 0.037134999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.99083, 0.9857799999999999, 0.014770000000000002, 0.047685000000000005, 0.015, 0.00917]"
28,"[[""1.727719391927981e9""], [""1.727719391928113e9""]]","[[""1.727719392018556e9""], [""1.727719392164666e9""]]","[[0.0905752182006836], [0.23655295372009277]]",0.23655295372009277,0.002752065658569336,0.2393050193786621,"[0.015, 0.009165, 0.996385, 0.99412, 0.005115, 0.037645, 0.015, 0.00917, 0.015, 0.009165, 0.994995, 0.9921, 0.00492, 0.03726, 0.015, 0.00917, 0.015, 0.009165, 0.990795, 0.98574, 0.014875, 0.04765, 0.015, 0.00917]"
29,"[[""1.727719392169523e9""], [""1.727719392169667e9""]]","[[""1.727719392258566e9""], [""1.727719392404154e9""]]","[[0.08904290199279785], [0.23448705673217773]]",0.23448705673217773,0.0026369094848632812,0.23712396621704102,"[0.015, 0.009165, 0.9966999999999999, 0.99448, 0.005015, 0.03743, 0.015, 0.00917, 0.015, 0.009165, 0.994765, 0.991835, 0.004905, 0.037419999999999995, 0.015, 0.00917, 0.015, 0.009165, 0.9907900000000001, 0.98573, 0.014995, 0.04759, 0.015, 0.00917]"
30,"[[""1.727719392408854e9""], [""1.727719392408998e9""]]","[[""1.72771939249853e9""], [""1.72771939264441e9""]]","[[0.0896759033203125], [0.2354118824005127]]",0.2354118824005127,0.002624988555908203,0.2380368709564209,"[0.015, 0.009165, 0.9969300000000001, 0.994745, 0.00494, 0.037290000000000004, 0.015, 0.00917, 0.015, 0.009165, 0.994555, 0.99159, 0.004915, 0.03757, 0.015, 0.00917, 0.015, 0.009165, 0.990805, 0.98575, 0.015095, 0.04753, 0.015, 0.00917]"
31,"[[""1.727719392649187e9""], [""1.727719392649345e9""]]","[[""1.727719392738655e9""], [""1.727719392904303e9""]]","[[0.08946800231933594], [0.2549581527709961]]",0.2549581527709961,0.003618955612182617,0.2585771083831787,"[0.015, 0.009165, 0.997035, 0.99487, 0.004884999999999999, 0.037235, 0.015, 0.00917, 0.015, 0.009165, 0.99439, 0.9914, 0.0049499999999999995, 0.03768, 0.015, 0.00917, 0.015, 0.009165, 0.9908399999999999, 0.985785, 0.01515, 0.04749, 0.015, 0.00917]"
32,"[[""1.727719392910097e9""], [""1.727719392910233e9""]]","[[""1.727719392998524e9""], [""1.727719393154421e9""]]","[[0.08842706680297852], [0.2441880702972412]]",0.2441880702972412,0.0027229785919189453,0.24691104888916016,"[0.015, 0.009165, 0.9970349999999999, 0.9948650000000001, 0.0048600000000000015, 0.03725, 0.015, 0.00917, 0.015, 0.009165, 0.994315, 0.9913050000000001, 0.004975000000000002, 0.037735, 0.015, 0.00917, 0.015, 0.009165, 0.990875, 0.985835, 0.01515, 0.047465, 0.015, 0.00917]"
33,"[[""1.727719393159353e9""], [""1.72771939315949e9""]]","[[""1.727719393248675e9""], [""1.72771939339409e9""]]","[[0.08932209014892578], [0.23459982872009277]]",0.23459982872009277,0.002554178237915039,0.2371540069580078,"[0.015, 0.009165, 0.9969450000000001, 0.9947649999999999, 0.00487, 0.037315, 0.015, 0.00917, 0.015, 0.009165, 0.9943200000000001, 0.9913199999999999, 0.005004999999999999, 0.03773, 0.015, 0.00917, 0.015, 0.009165, 0.99091, 0.9858750000000001, 0.015119999999999998, 0.04746, 0.015, 0.00917]"
34,"[[""1.727719393398908e9""], [""1.727719393399043e9""]]","[[""1.727719393488768e9""], [""1.727719393644227e9""]]","[[0.08986020088195801], [0.24518394470214844]]",0.24518394470214844,0.0027320384979248047,0.24791598320007324,"[0.015, 0.009169999999999998, 0.9968049999999999, 0.9946050000000001, 0.0049, 0.03741, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.994395, 0.9914050000000001, 0.00502, 0.037675, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.9909450000000001, 0.98591, 0.015064999999999999, 0.047455, 0.015, 0.00917]"
35,"[[""1.727719393649331e9""], [""1.727719393649466e9""]]","[[""1.727719393738599e9""], [""1.727719393884145e9""]]","[[0.08926796913146973], [0.2346789836883545]]",0.2346789836883545,0.0027430057525634766,0.23742198944091797,"[0.015, 0.009170000000000001, 0.996665, 0.99444, 0.0049499999999999995, 0.037495, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9945099999999999, 0.9915399999999999, 0.005025, 0.03759, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9909650000000001, 0.9859399999999999, 0.015009999999999999, 0.04746, 0.015, 0.00917]"
36,"[[""1.727719393889385e9""], [""1.727719393889512e9""]]","[[""1.727719393968568e9""], [""1.727719394134241e9""]]","[[0.07918310165405273], [0.24472904205322266]]",0.24472904205322266,0.0026040077209472656,0.24733304977416992,"[0.015, 0.009169999999999998, 0.9965499999999999, 0.99431, 0.005, 0.037565, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.994625, 0.9916750000000001, 0.005025, 0.0375, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.99098, 0.98595, 0.01497, 0.04747, 0.015, 0.00917]"
37,"[[""1.727719394139438e9""], [""1.727719394139573e9""]]","[[""1.7277193942287e9""], [""1.72771939437437e9""]]","[[0.08926200866699219], [0.23479700088500977]]",0.23479700088500977,0.002621889114379883,0.23741888999938965,"[0.015, 0.009170000000000001, 0.9964799999999999, 0.994225, 0.00504, 0.037599999999999995, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9947199999999999, 0.991785, 0.005025, 0.037425, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9909699999999999, 0.98594, 0.014945000000000002, 0.047485, 0.015, 0.00917]"
38,"[[""1.727719394379621e9""], [""1.727719394379764e9""]]","[[""1.727719394468963e9""], [""1.727719394614276e9""]]","[[0.08934187889099121], [0.2345118522644043]]",0.2345118522644043,0.002599000930786133,0.23711085319519043,"[0.015, 0.009169999999999998, 0.996455, 0.9942, 0.005065, 0.037605, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.9947750000000001, 0.99185, 0.005015, 0.037385, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.9909549999999999, 0.9859199999999999, 0.014939999999999998, 0.047494999999999996, 0.015, 0.00917]"
39,"[[""1.727719394619459e9""], [""1.727719394619603e9""]]","[[""1.72771939470857e9""], [""1.727719394854286e9""]]","[[0.0891110897064209], [0.23468303680419922]]",0.23468303680419922,0.0026140213012695312,0.23729705810546875,"[0.015, 0.009170000000000001, 0.9964700000000001, 0.99422, 0.005075, 0.03759, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9947900000000001, 0.991865, 0.005009999999999999, 0.03738, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9909300000000001, 0.9859, 0.01494, 0.04751000000000001, 0.015, 0.00917]"
40,"[[""1.727719394859603e9""], [""1.727719394859745e9""]]","[[""1.72771939493857e9""], [""1.727719395094372e9""]]","[[0.07896709442138672], [0.23462700843811035]]",0.23462700843811035,0.002749919891357422,0.23737692832946777,"[0.015, 0.009169999999999998, 0.9965200000000001, 0.994275, 0.0050550000000000005, 0.037559999999999996, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.99476, 0.99183, 0.005, 0.037405, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.99091, 0.9858750000000001, 0.014955, 0.04751999999999999, 0.015, 0.00917]"
