Iteration,TX_Time,RX_Time,Delay_process,Delay,D_K,Delay_cc,T_K,Z12,Primal_Residual,LocalUpdate,GlobalUpdate
1,"[[""1.729367224888593e9""], [""1.729367224888804e9""]]","[[""1.729367231274006e9""], [""1.729367231274755e9""]]","[Float64[], Float64[]]","[[0.16], [0.16]]",0.16,0.2093501091003418,0.36935010910034183,"[1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998, 1.0099999999999998]","[[0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787], [0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787, 0.009999999999999787]]","[Int64[], Int64[]]",NA
2,"[[""1.729367231484388e9""], [""1.729367231484523e9""]]","[[""1.729367231663551e9""], [""1.729367231664422e9""]]","[Float64[], Float64[]]","[[0.16], [0.16]]",0.16,0.0008828639984130859,0.1608828639984131,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[Int64[], Int64[]]",NA
3,"[[""1.729367231665507e9""], [""1.729367231665603e9""]]","[[""1.729367232555237e9""], [""1.729367231809019e9""]]","[Float64[], [0.07352]]","[[0.16], [0.143416166305542]]",0.16,0.0012438297271728516,0.16124382972717285,"[0.5075000000000002, 0.5045850000000002, 1.01069, 1.008235, 0.5025000000000002, 0.5370850000000003, 0.5075000000000002, 0.5045850000000002, 0.5075000000000002, 0.5045850000000002, 1.01147, 1.0085300000000001, 0.5025000000000002, 0.5370850000000003, 0.5075000000000002, 0.5045850000000002, 0.5075000000000002, 0.5045850000000002, 1.016845, 1.0128150000000002, 0.5075000000000002, 0.5420850000000003, 0.5075000000000002, 0.5045850000000002]","[[0.4924999999999998, 0.4954149999999998, 0.010690000000000088, 0.008234999999999992, 0.49749999999999983, 0.46291499999999974, 0.4924999999999998, 0.4954149999999998, 0.4924999999999998, 0.4954149999999998, 0.011470000000000091, 0.008530000000000149, 0.49749999999999983, 0.46291499999999974, 0.4924999999999998, 0.4954149999999998, 0.4924999999999998, 0.4954149999999998, 0.016845, 0.012815000000000243, 0.4924999999999998, 0.45791499999999974, 0.4924999999999998, 0.4954149999999998], [0.49250000000000016, 0.49541500000000016, 0.010689999999999866, 0.008234999999999992, 0.49750000000000016, 0.46291500000000024, 0.49250000000000016, 0.49541500000000016, 0.49250000000000016, 0.49541500000000016, 0.01146999999999987, 0.008529999999999927, 0.49750000000000016, 0.46291500000000024, 0.49250000000000016, 0.49541500000000016, 0.49250000000000016, 0.49541500000000016, 0.016845, 0.012814999999999799, 0.49250000000000016, 0.4579150000000003, 0.49250000000000016, 0.49541500000000016]]","[Int64[], [1]]",1
4,"[[""1.729367232556771e9""], [""1.729367232556962e9""]]","[[""1.729367232650046e9""], [""1.729367232943939e9""]]","[[0.03689], Float64[]]","[[0.09327507019042969], [0.16]]",0.16,0.0018229484558105469,0.16182294845581055,"[0.015000000000000069, 0.009170000000000067, 1.00682, 1.0021600000000002, 0.0025600000000000622, 0.06823999999999991, 0.015000000000000069, 0.009165000000000034, 0.015000000000000069, 0.009170000000000067, 1.0071, 1.00184, 0.0026150000000000895, 0.06561499999999987, 0.015000000000000069, 0.009165000000000034, 0.015000000000000069, 0.009170000000000067, 1.012245, 1.005665, 0.01140500000000011, 0.0717199999999999, 0.015000000000000069, 0.009165000000000034]","[[6.938893903907228e-17, 6.765421556309548e-17, 0.014560000000000017, 0.014310000000000156, 0.0024400000000000623, 0.0059299999999999145, 6.938893903907228e-17, 5.000000000034491e-6, 6.938893903907228e-17, 6.765421556309548e-17, 0.015840000000000076, 0.015220000000000011, 0.0023850000000000893, 0.008554999999999868, 6.938893903907228e-17, 5.000000000034491e-6, 6.938893903907228e-17, 6.765421556309548e-17, 0.021445000000000047, 0.01996500000000001, 0.0035950000000001094, 0.012449999999999892, 6.938893903907228e-17, 5.000000000034491e-6], [6.938893903907228e-17, 6.765421556309548e-17, 0.014559999999999906, 0.014309999999999823, 0.002439999999999938, 0.005930000000000088, 6.938893903907228e-17, 4.999999999965102e-6, 6.938893903907228e-17, 6.765421556309548e-17, 0.015839999999999854, 0.015220000000000011, 0.0023849999999999106, 0.008555000000000132, 6.938893903907228e-17, 4.999999999965102e-6, 6.938893903907228e-17, 6.765421556309548e-17, 0.021444999999999936, 0.01996500000000001, 0.00359499999999989, 0.0124500000000001, 6.938893903907228e-17, 4.999999999965102e-6]]","[[1], Int64[]]",2
5,"[[""1.729367232946228e9""], [""1.729367232946501e9""]]","[[""1.729367233283158e9""], [""1.729367233073327e9""]]","[Float64[], [0.06717]]","[[0.16], [0.12682604789733887]]",0.16,0.001130819320678711,0.16113081932067871,"[0.014999999999999986, 0.009169999999999984, 1.003195, 0.9985350000000001, 0.002559999999999979, 0.06824000000000002, 0.014999999999999986, 0.009165000000000062, 0.014999999999999986, 0.009169999999999984, 1.003665, 0.9984050000000001, 0.002614999999999923, 0.06561500000000006, 0.014999999999999986, 0.009165000000000062, 0.014999999999999986, 0.009169999999999984, 1.0063300000000002, 0.9997550000000001, 0.011404999999999943, 0.07172000000000003, 0.014999999999999986, 0.009165000000000062]","[[1.3877787807814457e-17, 1.5612511283791264e-17, 0.010935000000000028, 0.010685000000000056, 0.002439999999999979, 0.0059300000000000255, 1.3877787807814457e-17, 5.000000000062246e-6, 1.3877787807814457e-17, 1.5612511283791264e-17, 0.012405, 0.011785000000000045, 0.0023849999999999228, 0.008555000000000063, 1.3877787807814457e-17, 5.000000000062246e-6, 1.3877787807814457e-17, 1.5612511283791264e-17, 0.015530000000000155, 0.01405500000000004, 0.003594999999999943, 0.01245000000000003, 1.3877787807814457e-17, 5.000000000062246e-6], [1.3877787807814457e-17, 1.5612511283791264e-17, 0.010934999999999917, 0.010684999999999945, 0.002440000000000021, 0.005929999999999977, 1.3877787807814457e-17, 4.999999999937346e-6, 1.3877787807814457e-17, 1.5612511283791264e-17, 0.012405, 0.011784999999999823, 0.002385000000000077, 0.008554999999999938, 1.3877787807814457e-17, 4.999999999937346e-6, 1.3877787807814457e-17, 1.5612511283791264e-17, 0.015529999999999822, 0.01405500000000004, 0.0035950000000000565, 0.012449999999999961, 1.3877787807814457e-17, 4.999999999937346e-6]]","[Int64[], [2]]",3
6,"[[""1.729367233284637e9""], [""1.729367233284934e9""]]","[[""1.729367233360053e9""], [""1.729367233423296e9""]]","[[0.02494], [0.07572]]","[[0.07541608810424805], [0.13836193084716797]]",0.13836193084716797,0.0014619827270507812,0.13982391357421875,"[0.014999999999999986, 0.0, 1.039215, 1.0541099999999999, -0.22633, -0.1106, 0.014999999999999986, -5.551115123125783e-17, 0.014999999999999986, 0.0, 1.03989, 1.0544299999999998, -0.22597499999999995, -0.13005, 0.014999999999999986, -5.551115123125783e-17, 0.014999999999999986, 0.0, 1.0422, 1.055595, -0.22611, -0.095285, 0.014999999999999986, -5.551115123125783e-17]","[[1.3877787807814457e-17, 0.00917, 0.028585000000000083, 0.048390000000000155, 0.23133, 0.18477000000000002, 1.3877787807814457e-17, 0.009169999999999944, 1.3877787807814457e-17, 0.00917, 0.027649999999999952, 0.04807000000000028, 0.23097500000000007, 0.20422, 1.3877787807814457e-17, 0.009169999999999944, 1.3877787807814457e-17, 0.00917, 0.025460000000000038, 0.046904999999999974, 0.24111000000000002, 0.17945499999999998, 1.3877787807814457e-17, 0.009169999999999944], [1.3877787807814457e-17, 0.00917, 0.028585000000000083, 0.04838999999999993, 0.23133, 0.18477, 1.3877787807814457e-17, 0.009170000000000055, 1.3877787807814457e-17, 0.00917, 0.027649999999999952, 0.048069999999999835, 0.23097499999999996, 0.20422, 1.3877787807814457e-17, 0.009170000000000055, 1.3877787807814457e-17, 0.00917, 0.025460000000000038, 0.046904999999999974, 0.24111, 0.17945499999999998, 1.3877787807814457e-17, 0.009170000000000055]]","[[2], [3]]",4
7,"[[""1.729367233425218e9""], [""1.729367233425505e9""]]","[[""1.729367233651574e9""], [""1.729367233545617e9""]]","[Float64[], [0.06899]]","[[0.16], [0.12011218070983887]]",0.16,0.001463174819946289,0.1614631748199463,"[0.014999999999999986, 0.0, 1.0483149999999999, 1.0632100000000002, -0.22633, -0.1106, 0.014999999999999986, 5.551115123125783e-17, 0.014999999999999986, 0.0, 1.0497199999999998, 1.0642600000000002, -0.22597500000000004, -0.13005, 0.014999999999999986, 5.551115123125783e-17, 0.014999999999999986, 0.0, 1.055775, 1.06917, -0.22611000000000003, -0.095285, 0.014999999999999986, 5.551115123125783e-17]","[[1.3877787807814457e-17, 0.00917, 0.019485000000000197, 0.039289999999999825, 0.23133, 0.18477000000000002, 1.3877787807814457e-17, 0.009170000000000055, 1.3877787807814457e-17, 0.00917, 0.01782000000000017, 0.03823999999999983, 0.23097499999999999, 0.20422, 1.3877787807814457e-17, 0.009170000000000055, 1.3877787807814457e-17, 0.00917, 0.011885000000000145, 0.03333000000000008, 0.24111, 0.17945499999999998, 1.3877787807814457e-17, 0.009170000000000055], [1.3877787807814457e-17, 0.00917, 0.019484999999999975, 0.03929000000000027, 0.23133, 0.18477, 1.3877787807814457e-17, 0.009169999999999944, 1.3877787807814457e-17, 0.00917, 0.017819999999999725, 0.038240000000000274, 0.23097500000000004, 0.20422, 1.3877787807814457e-17, 0.009169999999999944, 1.3877787807814457e-17, 0.00917, 0.011884999999999923, 0.03332999999999986, 0.24111000000000005, 0.17945499999999998, 1.3877787807814457e-17, 0.009169999999999944]]","[Int64[], [4]]",5
8,"[[""1.729367233653516e9""], [""1.729367233653777e9""]]","[[""1.729367233731052e9""], [""1.729367233783269e9""]]","[[0.02458], [0.07069]]","[[0.07753586769104004], [0.12949204444885254]]",0.12949204444885254,0.001051187515258789,0.13054323196411133,"[0.014999999999999986, 0.0, 1.0305300000000002, 1.04007, -0.12292, -0.06434, 0.014999999999999986, -5.551115123125783e-17, 0.014999999999999986, 0.0, 1.0226250000000001, 1.02856, -0.11982500000000001, -0.06332000000000002, 0.014999999999999986, -5.551115123125783e-17, 0.014999999999999986, 0.0, 1.034635, 1.042475, -0.11042499999999997, -0.059890000000000006, 0.014999999999999986, -5.551115123125783e-17]","[[1.3877787807814457e-17, 0.00917, 0.010489999999999888, 0.022259999999999946, 0.12792, 0.10184, 1.3877787807814457e-17, 0.009169999999999944, 1.3877787807814457e-17, 0.00917, 0.004624999999999879, 0.013510000000000133, 0.12482499999999999, 0.10081999999999999, 1.3877787807814457e-17, 0.009169999999999944, 1.3877787807814457e-17, 0.00917, 0.004785000000000039, 0.017665000000000042, 0.12542500000000004, 0.10739000000000001, 1.3877787807814457e-17, 0.009169999999999944], [1.3877787807814457e-17, 0.00917, 0.01049000000000011, 0.022259999999999946, 0.12792, 0.10183999999999999, 1.3877787807814457e-17, 0.009170000000000055, 1.3877787807814457e-17, 0.00917, 0.004625000000000101, 0.013509999999999911, 0.12482500000000002, 0.10082000000000002, 1.3877787807814457e-17, 0.009170000000000055, 1.3877787807814457e-17, 0.00917, 0.004785000000000039, 0.017665000000000042, 0.12542499999999995, 0.10739000000000001, 1.3877787807814457e-17, 0.009170000000000055]]","[[3], [5]]",6
9,"[[""1.729367233784503e9""], [""1.729367233784624e9""]]","[[""1.729367233854878e9""], [""1.729367233913517e9""]]","[[0.0231], [0.07035]]","[[0.07037496566772461], [0.1288928985595703]]",0.1288928985595703,0.001049041748046875,0.1299419403076172,"[0.014999999999999986, 0.0, 1.01065, 1.0112649999999999, -0.005519999999999997, 0.009165000000000001, 0.014999999999999986, 2.7755575615628914e-17, 0.014999999999999986, 0.0, 1.00704, 1.0052950000000003, -0.006194999999999992, 0.014190000000000012, 0.014999999999999986, 2.7755575615628914e-17, 0.014999999999999986, 0.0, 1.01607, 1.014705, 0.008229999999999973, 0.010315000000000001, 0.014999999999999986, 2.7755575615628914e-17]","[[1.3877787807814457e-17, 0.00917, 0.005310000000000148, 0.0024649999999999395, 0.010520000000000002, 0.028335, 1.3877787807814457e-17, 0.009170000000000027, 1.3877787807814457e-17, 0.00917, 0.010509999999999908, 0.00930500000000023, 0.011195000000000007, 0.02331000000000001, 1.3877787807814457e-17, 0.009170000000000027, 1.3877787807814457e-17, 0.00917, 0.013479999999999936, 0.009805000000000064, 0.006769999999999974, 0.037185, 1.3877787807814457e-17, 0.009170000000000027], [1.3877787807814457e-17, 0.00917, 0.005309999999999926, 0.0024650000000001615, 0.010519999999999998, 0.028335, 1.3877787807814457e-17, 0.009169999999999972, 1.3877787807814457e-17, 0.00917, 0.01051000000000002, 0.009304999999999675, 0.011194999999999993, 0.023309999999999987, 1.3877787807814457e-17, 0.009169999999999972, 1.3877787807814457e-17, 0.00917, 0.013479999999999936, 0.009805000000000064, 0.006770000000000026, 0.037184999999999996, 1.3877787807814457e-17, 0.009169999999999972]]","[[4], [6]]",7
10,"[[""1.729367233914768e9""], [""1.729367233914879e9""]]","[[""1.729367233984867e9""], [""1.729367234043187e9""]]","[[0.02259], [0.0713]]","[[0.0700991153717041], [0.12830781936645508]]",0.12830781936645508,0.001068115234375,0.12937593460083008,"[0.014999999999999986, 0.0, 0.9989049999999998, 0.994285, 0.054200000000000005, 0.05509, 0.014999999999999986, 0.0, 0.014999999999999986, 0.0, 0.9960500000000002, 0.9892349999999999, 0.056045000000000005, 0.06361, 0.014999999999999986, 0.0, 0.014999999999999986, 0.0, 1.004905, 0.99847, 0.06972500000000001, 0.053685, 0.014999999999999986, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.014524999999999788, 0.016915000000000013, 0.0492, 0.017589999999999995, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.019760000000000222, 0.02361499999999983, 0.051045, 0.026109999999999994, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.022584999999999966, 0.02398, 0.054724999999999996, 0.006185000000000003, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.014525000000000232, 0.016915000000000124, 0.04920000000000001, 0.01759, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.01975999999999989, 0.023615000000000164, 0.05104500000000001, 0.02611, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.022585000000000077, 0.023980000000000112, 0.05472500000000001, 0.006184999999999996, 1.3877787807814457e-17, 0.00917]]","[[5], [7]]",8
