Iteration,TX_Time,RX_Time,Delay,D_K,Delay_cc,T_K,Z12,Primal_Residual,LocalUpdate
11,"[[""1.727745805916257e9""], [""1.727745805916393e9""]]","[[""1.727745806002282e9""], [""1.727745806165098e9""]]","[[0.08602499961853027], [0.2487049102783203]]",0.2487049102783203,0.010590076446533203,0.2592949867248535,"[0.015000000000000013, 0.0, 0.99885, 0.995585, 0.006115000000000001, 0.05114, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9958699999999999, 0.99147, 0.008074999999999997, 0.053134999999999995, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9934799999999999, 0.9874149999999999, 0.015935, 0.06118, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0036800000000000166, 0.003375000000000017, 0.0011149999999999997, 0.00469, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.004129999999999967, 0.0041200000000000125, 0.003075000000000003, 0.002694999999999996, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.003669999999999951, 0.003194999999999948, 0.0009349999999999983, 0.004650000000000001, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0036799999999999056, 0.003374999999999906, 0.0011150000000000005, 0.00469, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.004130000000000078, 0.0041200000000000125, 0.003074999999999997, 0.002695000000000003, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.003670000000000062, 0.003195000000000059, 0.0009350000000000018, 0.004650000000000001, 1.3877787807814457e-17, 0.00917]]","[[11], [10]]"
12,"[[""1.727745806176704e9""], [""1.727745806176862e9""]]","[[""1.72774580655424e9""], [""1.727745806425381e9""]]","[[0.3775360584259033], [0.2485189437866211]]",0.3775360584259033,0.011256933212280273,0.3887929916381836,"[0.015000000000000013, 0.0, 0.997015, 0.993465, -0.004965000000000001, 0.057164999999999994, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.995395, 0.99075, 0.0002950000000000009, 0.05809, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9901150000000001, 0.98374, 0.004295000000000001, 0.069595, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0029850000000000154, 0.0029649999999999954, 0.009965, 0.0013350000000000098, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.004605000000000081, 0.0048400000000000665, 0.004705000000000001, 0.002259999999999998, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.001535000000000064, 0.0013599999999999168, 0.010705000000000001, 0.0037649999999999906, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0029850000000000154, 0.0029649999999999954, 0.009965000000000002, 0.001334999999999996, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00460499999999997, 0.0048399999999999554, 0.004704999999999999, 0.002260000000000005, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.001534999999999953, 0.0013600000000000279, 0.010705, 0.0037650000000000045, 1.3877787807814457e-17, 0.00917]]","[[12], [11]]"
13,"[[""1.727745806566519e9""], [""1.727745806566683e9""]]","[[""1.727745806659286e9""], [""1.727745807035086e9""]]","[[0.09276700019836426], [0.4684028625488281]]",0.4684028625488281,0.011296987533569336,0.47969985008239746,"[0.015000000000000013, 0.0, 0.996765, 0.9930950000000001, -0.00516, 0.059065000000000006, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9939950000000001, 0.989535, -0.0018049999999999995, 0.05854499999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9868949999999999, 0.9801449999999999, 0.0038150000000000002, 0.072365, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.003234999999999988, 0.003335000000000088, 0.01016, 0.003234999999999995, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0024850000000000705, 0.002535000000000065, 0.006805, 0.002715000000000009, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00020500000000012175, 5.000000000032756e-6, 0.011185, 0.006534999999999999, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.003234999999999988, 0.003334999999999977, 0.010159999999999999, 0.0032350000000000087, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0024849999999999595, 0.002534999999999954, 0.006804999999999999, 0.002714999999999995, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0002049999999998997, 4.999999999921734e-6, 0.011184999999999999, 0.006534999999999999, 1.3877787807814457e-17, 0.00917]]","[[13], [12]]"
14,"[[""1.727745807047497e9""], [""1.727745807047637e9""]]","[[""1.727745807192048e9""], [""1.727745807275139e9""]]","[[0.14455103874206543], [0.22750210762023926]]",0.22750210762023926,0.012288808822631836,0.2397909164428711,"[0.015000000000000013, 0.0, 0.9965149999999999, 0.993015, -0.00013500000000000144, 0.05749499999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.99237, 0.98805, -2.499999999999985e-5, 0.057465, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9846649999999999, 0.9776300000000001, 0.009659999999999998, 0.07127499999999999, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0022849999999999815, 0.002214999999999967, 0.005134999999999999, 0.0016650000000000068, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00029999999999996696, 0.00020999999999993246, 0.005025, 0.0016349999999999976, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0012850000000000916, 0.0007999999999999119, 0.005339999999999998, 0.005445000000000005, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0022850000000000925, 0.002214999999999967, 0.0051350000000000015, 0.0016649999999999929, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.000300000000000078, 0.00021000000000004349, 0.005025, 0.0016350000000000045, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0012849999999998696, 0.0008000000000001339, 0.005340000000000001, 0.0054449999999999915, 1.3877787807814457e-17, 0.00917]]","[[14], [13]]"
15,"[[""1.727745807288538e9""], [""1.727745807288716e9""]]","[[""1.727745807368223e9""], [""1.727745807505546e9""]]","[[0.07968497276306152], [0.21683001518249512]]",0.21683001518249512,0.012852907180786133,0.22968292236328125,"[0.015000000000000013, 0.0, 0.995755, 0.99249, 0.004915000000000001, 0.055195, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.991425, 0.9870850000000001, 0.0030150000000000003, 0.056584999999999996, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9838150000000001, 0.9766900000000001, 0.015809999999999998, 0.06889500000000001, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0006149999999999212, 0.00031999999999998696, 8.500000000000087e-5, 0.0006350000000000036, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0005749999999999922, 0.0006449999999998957, 0.0019850000000000002, 0.0007550000000000057, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0017649999999999055, 0.0011899999999999133, 0.0008100000000000017, 0.0030649999999999844, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0006150000000000322, 0.00031999999999998696, 8.499999999999914e-5, 0.0006349999999999967, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0005749999999999922, 0.0006450000000001177, 0.001985, 0.0007549999999999987, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0017650000000001276, 0.0011900000000000244, 0.0008099999999999982, 0.003065000000000012, 1.3877787807814457e-17, 0.00917]]","[[15], [14]]"
16,"[[""1.727745807519619e9""], [""1.727745807519809e9""]]","[[""1.727745807605014e9""], [""1.727745807747475e9""]]","[[0.08539509773254395], [0.22766590118408203]]",0.22766590118408203,0.013854026794433594,0.24151992797851562,"[0.015000000000000013, 0.0, 0.995295, 0.99207, 0.007585, 0.054135, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9911449999999999, 0.98675, 0.0053349999999999995, 0.056095, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9843, 0.97727, 0.018845, 0.06698499999999999, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 2.4999999999941735e-5, 0.00036999999999998145, 0.0025850000000000005, 0.001695000000000002, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006350000000000522, 0.0006500000000000394, 0.00033500000000000023, 0.00026500000000000135, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0016599999999999948, 0.0011800000000000699, 0.0038449999999999977, 0.0011550000000000171, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 2.5000000000052758e-5, 0.00036999999999998145, 0.0025849999999999996, 0.0016949999999999951, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006349999999999412, 0.0006500000000000394, 0.00033499999999999936, 0.00026500000000000135, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0016599999999999948, 0.0011799999999999589, 0.003845000000000001, 0.0011549999999999894, 1.3877787807814457e-17, 0.00917]]","[[16], [15]]"
17,"[[""1.727745807762616e9""], [""1.727745807762795e9""]]","[[""1.727745807849332e9""], [""1.727745807985287e9""]]","[[0.0867161750793457], [0.22249197959899902]]",0.22249197959899902,0.014122962951660156,0.23661494255065918,"[0.015000000000000013, 0.0, 0.994995, 0.991675, 0.007690000000000001, 0.054275000000000004, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.991225, 0.9867900000000001, 0.0061849999999999995, 0.055915000000000006, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.98566, 0.978815, 0.018680000000000002, 0.06598, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 3.500000000000725e-5, 0.00021500000000007624, 0.0026899999999999997, 0.0015550000000000008, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0003849999999999687, 0.00035999999999991594, 0.0011850000000000003, 8.49999999999948e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0010700000000000154, 0.0007749999999999702, 0.0036799999999999992, 0.00014999999999999736, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 3.500000000000725e-5, 0.00021499999999996522, 0.0026900000000000006, 0.0015549999999999939, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0003849999999999687, 0.00036000000000002697, 0.0011849999999999994, 8.500000000000868e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0010700000000000154, 0.0007749999999999702, 0.0036800000000000027, 0.00014999999999999736, 1.3877787807814457e-17, 0.00917]]","[[17], [16]]"
18,"[[""1.727745808000694e9""], [""1.727745808000844e9""]]","[[""1.727745808089269e9""], [""1.727745808225344e9""]]","[[0.08857488632202148], [0.22449994087219238]]",0.22449994087219238,0.015467166900634766,0.23996710777282715,"[0.015000000000000013, 0.0, 0.994585, 0.991135, 0.006384999999999999, 0.054979999999999994, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9914100000000001, 0.9869549999999999, 0.005945000000000002, 0.05588, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.987255, 0.98062, 0.016864999999999998, 0.06556000000000001, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00017500000000003624, 6.499999999998174e-5, 0.0013850000000000008, 0.0008499999999999966, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00012999999999985246, 8.500000000011276e-5, 0.0009449999999999979, 5.000000000000143e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0002950000000000452, 0.00020999999999993246, 0.001865000000000002, 0.00027000000000000635, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00017499999999992522, 6.499999999998174e-5, 0.001384999999999999, 0.0008500000000000035, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0001300000000000745, 8.499999999989072e-5, 0.0009450000000000023, 5.000000000000143e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0002950000000000452, 0.00021000000000004349, 0.0018649999999999986, 0.00026999999999999247, 1.3877787807814457e-17, 0.00917]]","[[18], [17]]"
19,"[[""1.72774580824216e9""], [""1.727745808242311e9""]]","[[""1.727745808336394e9""], [""1.727745808457472e9""]]","[[0.09423398971557617], [0.21516108512878418]]",0.21516108512878418,0.015857934951782227,0.2310190200805664,"[0.015000000000000013, 0.0, 0.994045, 0.9904700000000001, 0.0049700000000000005, 0.055735, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9915449999999999, 0.98708, 0.0053950000000000005, 0.055854999999999995, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.988585, 0.98213, 0.01499, 0.06530999999999999, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00012499999999993072, 0.000140000000000029, 3.0000000000000512e-5, 9.499999999999786e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 1.4999999999876223e-5, 5.999999999994898e-5, 0.0003949999999999995, 2.5000000000004186e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0003250000000000197, 0.00023999999999990695, 9.999999999999593e-6, 0.0005199999999999927, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00012500000000004174, 0.00013999999999991797, 2.9999999999999645e-5, 9.499999999999786e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 1.5000000000098268e-5, 6.0000000000060005e-5, 0.0003950000000000004, 2.4999999999997247e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0003249999999999087, 0.00024000000000001798, 9.999999999999593e-6, 0.0005200000000000066, 1.3877787807814457e-17, 0.00917]]","[[19], [18]]"
20,"[[""1.72774580847474e9""], [""1.727745808474888e9""]]","[[""1.727745808569184e9""], [""1.727745808695176e9""]]","[[0.09444403648376465], [0.22028779983520508]]",0.22028779983520508,0.02925419807434082,0.2495419979095459,"[0.015000000000000013, 0.0, 0.993495, 0.989825, 0.004195, 0.05629, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9916000000000001, 0.98715, 0.005054999999999999, 0.055795, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.98939, 0.9830450000000001, 0.013920000000000002, 0.06508, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 5.500000000002725e-5, 4.499999999996174e-5, 0.0008050000000000002, 0.0004600000000000021, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 5.0000000000105516e-5, 8.999999999992347e-5, 5.500000000000123e-5, 3.500000000000031e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006699999999999484, 0.0004650000000000487, 0.001080000000000001, 0.0007500000000000007, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 5.500000000002725e-5, 4.500000000007276e-5, 0.0008050000000000002, 0.0004600000000000021, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 4.999999999988347e-5, 9.00000000000345e-5, 5.4999999999998626e-5, 3.500000000000031e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006700000000000594, 0.0004649999999999377, 0.0010799999999999976, 0.0007500000000000007, 1.3877787807814457e-17, 0.00917]]","[[20], [19]]"
21,"[[""1.727745808726983e9""], [""1.727745808727221e9""]]","[[""1.72774580880916e9""], [""1.727745808945203e9""]]","[[0.08217692375183105], [0.21798205375671387]]",0.21798205375671387,0.01708984375,0.23507189750671387,"[0.015000000000000013, 0.0, 0.9930950000000001, 0.9893750000000001, 0.00415, 0.05659, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9916149999999999, 0.9871750000000001, 0.005045000000000001, 0.05573499999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9896199999999999, 0.98332, 0.013734999999999997, 0.06493499999999999, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0002449999999999397, 9.499999999984521e-5, 0.0008500000000000001, 0.0007599999999999968, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 2.4999999999941735e-5, 5.500000000013827e-5, 4.4999999999999034e-5, 9.499999999999093e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0007299999999998974, 0.00047999999999992493, 0.001264999999999997, 0.000894999999999993, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00024500000000005073, 9.500000000006725e-5, 0.0008500000000000001, 0.0007600000000000037, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 2.5000000000052758e-5, 5.499999999991623e-5, 4.500000000000077e-5, 9.50000000000048e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0007300000000000084, 0.00048000000000003595, 0.0012650000000000022, 0.0008950000000000069, 1.3877787807814457e-17, 0.00917]]","[[21], [20]]"
22,"[[""1.727745808963888e9""], [""1.727745808964044e9""]]","[[""1.727745809049108e9""], [""1.727745809193172e9""]]","[[0.0852200984954834], [0.2291278839111328]]",0.2291278839111328,0.018772125244140625,0.24790000915527344,"[0.015000000000000013, 0.0, 0.992945, 0.9892099999999999, 0.00452, 0.05664499999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.99163, 0.9872, 0.005209999999999999, 0.055705000000000005, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.98939, 0.983075, 0.014090000000000002, 0.06497, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0003450000000000397, 0.000180000000000069, 0.0004799999999999995, 0.0008150000000000102, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 9.99999999995449e-6, 9.99999999995449e-6, 0.00021000000000000098, 0.00012500000000000705, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006000000000000449, 0.0003750000000000142, 0.0009100000000000011, 0.0008599999999999997, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0003449999999999287, 0.00017999999999995797, 0.0004800000000000004, 0.0008149999999999893, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 1.0000000000065512e-5, 1.0000000000065512e-5, 0.00020999999999999925, 0.00012499999999999317, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0006000000000000449, 0.0003750000000000142, 0.0009099999999999976, 0.0008599999999999997, 1.3877787807814457e-17, 0.00917]]","[[22], [21]]"
23,"[[""1.727745809213616e9""], [""1.72774580921377e9""]]","[[""1.727745809300219e9""], [""1.727745809435068e9""]]","[[0.08660316467285156], [0.2212979793548584]]",0.2212979793548584,0.021125078201293945,0.24242305755615234,"[0.015000000000000013, 0.0, 0.99304, 0.989335, 0.0049450000000000015, 0.056510000000000005, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.991665, 0.9872500000000001, 0.00533, 0.055714999999999994, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.988895, 0.9825, 0.014585, 0.06520000000000001, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00034999999999996145, 0.00020500000000001073, 5.500000000000123e-5, 0.0006799999999999931, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 2.4999999999941735e-5, 1.999999999990898e-5, 0.00033000000000000043, 0.00011499999999999705, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0003750000000000142, 0.00021999999999999797, 0.00041500000000000044, 0.0006300000000000056, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0003500000000000725, 0.00020500000000001073, 5.4999999999998626e-5, 0.000680000000000007, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 2.5000000000052758e-5, 2.0000000000020002e-5, 0.00032999999999999956, 0.00011500000000000399, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0003750000000000142, 0.00021999999999999797, 0.0004149999999999987, 0.0006299999999999917, 1.3877787807814457e-17, 0.00917]]","[[23], [22]]"
24,"[[""1.727745809457985e9""], [""1.727745809458132e9""]]","[[""1.727745809537395e9""], [""1.727745809676417e9""]]","[[0.07941007614135742], [0.21828508377075195]]",0.21828508377075195,0.02238178253173828,0.24066686630249023,"[0.015000000000000013, 0.0, 0.993335, 0.9896750000000001, 0.005209999999999999, 0.05625999999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9917249999999999, 0.987325, 0.005305000000000001, 0.055745, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9883000000000001, 0.981825, 0.014965, 0.06555, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0002550000000000052, 0.00016499999999997073, 0.00021000000000000098, 0.00043000000000000677, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 1.5000000000098268e-5, 2.4999999999941735e-5, 0.0003049999999999997, 8.500000000000174e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0001300000000000745, 6.499999999998174e-5, 3.4999999999998574e-5, 0.00028000000000000247, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.0002550000000000052, 0.00016500000000008175, 0.00020999999999999925, 0.0004299999999999929, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 1.4999999999876223e-5, 2.5000000000052758e-5, 0.0003050000000000006, 8.49999999999948e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00012999999999996348, 6.500000000009276e-5, 3.500000000000031e-5, 0.00028000000000000247, 1.3877787807814457e-17, 0.00917]]","[[24], [23]]"
25,"[[""1.727745809700987e9""], [""1.727745809701157e9""]]","[[""1.72774580979269e9""], [""1.727745809915325e9""]]","[[0.09170293807983398], [0.21416783332824707]]",0.21416783332824707,0.02053213119506836,0.23469996452331543,"[0.015000000000000013, 0.0, 0.9937199999999999, 0.99012, 0.005265000000000001, 0.055965, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9917900000000001, 0.9873949999999999, 0.005150000000000001, 0.055779999999999996, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.987775, 0.98121, 0.015155000000000002, 0.06591, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.0001100000000000545, 7.999999999996898e-5, 0.0002649999999999996, 0.00013499999999999623, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 1.0000000000065512e-5, 1.5000000000098268e-5, 0.0001499999999999991, 4.999999999999449e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 7.500000000004725e-5, 5.999999999994898e-5, 0.0001549999999999989, 7.999999999999674e-5, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00010999999999994348, 7.999999999996898e-5, 0.0002650000000000005, 0.00013500000000000317, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 9.99999999995449e-6, 1.4999999999876223e-5, 0.00015000000000000083, 5.000000000000143e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 7.499999999993623e-5, 6.0000000000060005e-5, 0.00015500000000000236, 7.999999999999674e-5, 1.3877787807814457e-17, 0.00917]]","[[25], [24]]"
26,"[[""1.727745809937838e9""], [""1.727745809937986e9""]]","[[""1.727745810029141e9""], [""1.727745810155158e9""]]","[[0.09130287170410156], [0.21717214584350586]]",0.21717214584350586,0.0226590633392334,0.23983120918273926,"[0.015000000000000013, 0.0, 0.9940850000000001, 0.990545, 0.005195, 0.055705000000000005, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9918349999999999, 0.987445, 0.00494, 0.05581, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.9874050000000001, 0.980785, 0.015219999999999997, 0.066165, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 3.500000000011827e-5, 5.000000000032756e-6, 0.00019499999999999986, 0.00012500000000000705, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 2.4999999999941735e-5, 5.000000000032756e-6, 6.000000000000016e-5, 1.9999999999999185e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.0002049999999998997, 0.00013499999999999623, 0.00022000000000000318, 0.00033500000000000196, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 3.4999999999896225e-5, 5.000000000032756e-6, 0.00019499999999999986, 0.00012499999999999317, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 2.5000000000052758e-5, 5.000000000032756e-6, 6.000000000000016e-5, 1.9999999999999185e-5, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.00020500000000012175, 0.00013499999999999623, 0.00021999999999999797, 0.00033500000000000196, 1.3877787807814457e-17, 0.00917]]","[[26], [25]]"
27,"[[""1.727745810179659e9""], [""1.727745810179804e9""]]","[[""1.727745810289476e9""], [""1.72774581040526e9""]]","[[0.1098170280456543], [0.22545599937438965]]",0.22545599937438965,0.023878812789916992,0.24933481216430664,"[0.015000000000000013, 0.0, 0.9943550000000001, 0.99085, 0.005084999999999999, 0.05552, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.99185, 0.987465, 0.004775, 0.05582999999999999, 0.015000000000000013, 0.0, 0.015000000000000013, 0.0, 0.98724, 0.98059, 0.015210000000000001, 0.06628499999999998, 0.015000000000000013, 0.0]","[[1.3877787807814457e-17, 0.00917, 0.00014500000000006175, 7.999999999996898e-5, 8.500000000000087e-5, 0.0003099999999999978, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 4.999999999999449e-5, 2.5000000000052758e-5, 0.0002249999999999995, 6.938893903907228e-18, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.000260000000000038, 0.000160000000000049, 0.00020999999999999838, 0.00045500000000001095, 1.3877787807814457e-17, 0.00917], [1.3877787807814457e-17, 0.00917, 0.00014499999999995072, 7.999999999996898e-5, 8.499999999999914e-5, 0.0003099999999999978, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 4.999999999999449e-5, 2.4999999999941735e-5, 0.00022500000000000037, 6.938893903907228e-18, 1.3877787807814457e-17, 0.00917, 1.3877787807814457e-17, 0.00917, 0.000260000000000038, 0.00015999999999993797, 0.00021000000000000185, 0.0004549999999999832, 1.3877787807814457e-17, 0.00917]]","[[27], [26]]"
