Iteration,TX_Time,RX_Time,Delay,D_K,Delay_cc,T_K,Z12
11,"[[""1.727476247399876e9""], [""1.727476247400083e9""]]","[[""1.727476247487908e9""], [""1.727476247657524e9""]]","[[0.08803176879882812], [0.25744104385375977]]",0.25744104385375977,0.010149955749511719,0.2675909996032715,"[0.015, 0.009165, 0.998955, 0.9969949999999999, -0.006624999999999999, 0.038245, 0.015, 0.00917, 0.015, 0.009165, 0.99742, 0.99452, -0.005035000000000001, 0.038325, 0.015, 0.00917, 0.015, 0.009165, 0.992635, 0.98778, 0.0030999999999999995, 0.04962, 0.015, 0.00917]"
12,"[[""1.727476247668585e9""], [""1.727476247668746e9""]]","[[""1.727476247924413e9""], [""1.727476247917808e9""]]","[[0.2558279037475586], [0.24906206130981445]]",0.2558279037475586,0.009907960891723633,0.2657358646392822,"[0.015, 0.009165, 0.9989399999999999, 0.9970200000000001, -0.006585000000000001, 0.037364999999999995, 0.015, 0.00917, 0.015, 0.009165, 0.997865, 0.9951850000000001, -0.00555, 0.036745, 0.015, 0.00917, 0.015, 0.009165, 0.9915700000000001, 0.9866849999999999, 0.002929999999999998, 0.049305, 0.015, 0.00917]"
13,"[[""1.727476247935301e9""], [""1.727476247935472e9""]]","[[""1.727476248032998e9""], [""1.727476248177719e9""]]","[[0.09769701957702637], [0.2422471046447754]]",0.2422471046447754,0.010089874267578125,0.2523369789123535,"[0.015, 0.009165, 0.9987550000000001, 0.996745, -0.000565, 0.036595, 0.015, 0.00917, 0.015, 0.009165, 0.997435, 0.994845, -0.000939999999999999, 0.035780000000000006, 0.015, 0.00917, 0.015, 0.009165, 0.9906699999999999, 0.985595, 0.008924999999999999, 0.048560000000000006, 0.015, 0.00917]"
14,"[[""1.727476248189245e9""], [""1.727476248189416e9""]]","[[""1.727476248282622e9""], [""1.727476248437684e9""]]","[[0.09337711334228516], [0.24826812744140625]]",0.24826812744140625,0.010488033294677734,0.258756160736084,"[0.015, 0.009165, 0.998575, 0.996475, 0.0053100000000000005, 0.036234999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.99648, 0.9938099999999999, 0.004005, 0.035914999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9899000000000001, 0.9846650000000001, 0.01508, 0.047909999999999994, 0.015, 0.00917]"
15,"[[""1.727476248449295e9""], [""1.727476248449461e9""]]","[[""1.72747624853261e9""], [""1.727476248697408e9""]]","[[0.08331489562988281], [0.24794697761535645]]",0.24794697761535645,0.011023998260498047,0.2589709758758545,"[0.015, 0.009165, 0.998535, 0.9964200000000001, 0.008084999999999998, 0.03622, 0.015, 0.00917, 0.015, 0.009165, 0.99535, 0.9925100000000001, 0.006699999999999999, 0.03676, 0.015, 0.00917, 0.015, 0.009165, 0.9894099999999999, 0.9841149999999999, 0.018334999999999997, 0.047670000000000004, 0.015, 0.00917]"
16,"[[""1.727476248710017e9""], [""1.727476248710215e9""]]","[[""1.727476248802877e9""], [""1.727476248967526e9""]]","[[0.09285998344421387], [0.2573108673095703]]",0.2573108673095703,0.010537147521972656,0.26784801483154297,"[0.015, 0.009165, 0.9986200000000001, 0.996545, 0.007855000000000001, 0.03637, 0.015, 0.00917, 0.015, 0.009165, 0.994305, 0.9913000000000001, 0.006964999999999999, 0.037735, 0.015, 0.00917, 0.015, 0.009165, 0.98934, 0.9840500000000001, 0.018570000000000003, 0.047779999999999996, 0.015, 0.00917]"
17,"[[""1.727476248979293e9""], [""1.727476248979495e9""]]","[[""1.727476249075064e9""], [""1.727476249247677e9""]]","[[0.09577083587646484], [0.26818203926086426]]",0.26818203926086426,0.009941816329956055,0.2781238555908203,"[0.015, 0.009165, 0.998745, 0.9967300000000001, 0.006165, 0.03653, 0.015, 0.00917, 0.015, 0.009165, 0.9935600000000001, 0.9904449999999999, 0.005945000000000001, 0.03845, 0.015, 0.00917, 0.015, 0.009165, 0.98966, 0.9844350000000002, 0.017209999999999996, 0.04793, 0.015, 0.00917]"
18,"[[""1.727476249258878e9""], [""1.727476249259054e9""]]","[[""1.727476249372489e9""], [""1.727476249507847e9""]]","[[0.11361098289489746], [0.2487931251525879]]",0.2487931251525879,0.010766983032226562,0.25956010818481445,"[0.015, 0.009165, 0.99882, 0.99684, 0.004515, 0.036645, 0.015, 0.00917, 0.015, 0.009165, 0.993215, 0.9900450000000001, 0.00487, 0.03874999999999999, 0.015, 0.00917, 0.015, 0.009165, 0.990215, 0.9850699999999999, 0.015710000000000002, 0.04789, 0.015, 0.00917]"
19,"[[""1.727476249519962e9""], [""1.727476249520141e9""]]","[[""1.727476249620537e9""], [""1.727476249767553e9""]]","[[0.10057497024536133], [0.24741220474243164]]",0.24741220474243164,0.010426998138427734,0.2578392028808594,"[0.015, 0.009165, 0.998815, 0.9968349999999999, 0.0036749999999999994, 0.03671, 0.015, 0.00917, 0.015, 0.009165, 0.9932399999999999, 0.9900599999999999, 0.00434, 0.038680000000000006, 0.015, 0.00917, 0.015, 0.009165, 0.9907850000000001, 0.985725, 0.014839999999999997, 0.047635, 0.015, 0.00917]"
20,"[[""1.727476249779483e9""], [""1.727476249779721e9""]]","[[""1.727476249862542e9""], [""1.727476250035623e9""]]","[[0.08305883407592773], [0.2559020519256592]]",0.2559020519256592,0.010090827941894531,0.2659928798675537,"[0.015, 0.009165, 0.998535, 0.9965250000000001, 0.003665, 0.036754999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9935050000000001, 0.9903549999999999, 0.004365000000000001, 0.038389999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.9912150000000001, 0.986205, 0.014670000000000002, 0.047305, 0.015, 0.00917]"
21,"[[""1.727476250047162e9""], [""1.727476250047324e9""]]","[[""1.7274762501827e9""], [""1.727476250287495e9""]]","[[0.13553786277770996], [0.24017095565795898]]",0.24017095565795898,0.011546134948730469,0.25171709060668945,"[0.015, 0.009165, 0.997795, 0.9957149999999999, 0.00413, 0.036875000000000005, 0.015, 0.00917, 0.015, 0.009165, 0.9938849999999999, 0.9907900000000001, 0.004674999999999999, 0.03801500000000001, 0.015, 0.00917, 0.015, 0.009165, 0.9914149999999999, 0.986435, 0.014855, 0.04707000000000001, 0.015, 0.00917]"
22,"[[""1.727476250300692e9""], [""1.727476250300936e9""]]","[[""1.727476250402619e9""], [""1.72747625053794e9""]]","[[0.10192680358886719], [0.23700404167175293]]",0.23700404167175293,0.01044607162475586,0.2474501132965088,"[0.015, 0.009165, 0.99696, 0.994785, 0.004725000000000001, 0.03723, 0.015, 0.00917, 0.015, 0.009165, 0.9943, 0.991285, 0.00503, 0.037634999999999995, 0.015, 0.00917, 0.015, 0.009165, 0.9914149999999999, 0.98644, 0.015014999999999997, 0.047029999999999995, 0.015, 0.00917]"
23,"[[""1.72747625055014e9""], [""1.727476250550328e9""]]","[[""1.727476250642837e9""], [""1.727476250797747e9""]]","[[0.0926971435546875], [0.24741888046264648]]",0.24741888046264648,0.010259151458740234,0.2576780319213867,"[0.015, 0.009165, 0.9962700000000001, 0.9939899999999999, 0.005175, 0.037654999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.9946950000000001, 0.99176, 0.005255000000000001, 0.037335, 0.015, 0.00917, 0.015, 0.009165, 0.9913000000000001, 0.9863250000000001, 0.015015000000000002, 0.04716, 0.015, 0.00917]"
24,"[[""1.727476250810145e9""], [""1.727476250810488e9""]]","[[""1.727476250900739e9""], [""1.727476251047738e9""]]","[[0.09059405326843262], [0.23725008964538574]]",0.23725008964538574,0.015295982360839844,0.2525460720062256,"[0.015, 0.009165, 0.995825, 0.993475, 0.005390000000000001, 0.03798000000000001, 0.015, 0.00917, 0.015, 0.009165, 0.99502, 0.992135, 0.005295, 0.037145000000000004, 0.015, 0.00917, 0.015, 0.009165, 0.9911549999999999, 0.9861549999999999, 0.014909999999999996, 0.047369999999999995, 0.015, 0.00917]"
25,"[[""1.72747625106551e9""], [""1.727476251065789e9""]]","[[""1.727476251272846e9""], [""1.727476251307586e9""]]","[[0.2073359489440918], [0.24179697036743164]]",0.24179697036743164,0.010193109512329102,0.25199007987976074,"[0.015, 0.009165, 0.995665, 0.99329, 0.0054199999999999995, 0.038114999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9952149999999998, 0.9923600000000001, 0.00521, 0.037059999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.9910050000000001, 0.9859900000000001, 0.014790000000000001, 0.047560000000000005, 0.015, 0.00917]"
26,"[[""1.727476251319586e9""], [""1.727476251319763e9""]]","[[""1.72747625141557e9""], [""1.727476251557805e9""]]","[[0.09598398208618164], [0.23804211616516113]]",0.23804211616516113,0.010679006576538086,0.24872112274169922,"[0.015, 0.009165, 0.99577, 0.99341, 0.005345, 0.038060000000000004, 0.015, 0.00917, 0.015, 0.009165, 0.99526, 0.9924149999999998, 0.0050799999999999994, 0.03706, 0.015, 0.00917, 0.015, 0.009165, 0.9909, 0.985865, 0.014734999999999998, 0.047665, 0.015, 0.00917]"
27,"[[""1.72747625157035e9""], [""1.727476251570541e9""]]","[[""1.727476251662389e9""], [""1.727476251827811e9""]]","[[0.09203910827636719], [0.25727009773254395]]",0.25727009773254395,0.010838031768798828,0.2681081295013428,"[0.015, 0.009165, 0.99604, 0.99373, 0.00523, 0.03788, 0.015, 0.00917, 0.015, 0.009165, 0.9951800000000001, 0.9923100000000001, 0.004975, 0.037134999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.99083, 0.9857799999999999, 0.014770000000000002, 0.047685000000000005, 0.015, 0.00917]"
28,"[[""1.727476251840561e9""], [""1.727476251840743e9""]]","[[""1.72747625192792e9""], [""1.727476252077834e9""]]","[[0.08735918998718262], [0.2370908260345459]]",0.2370908260345459,0.010834217071533203,0.2479250431060791,"[0.015, 0.009165, 0.996385, 0.99412, 0.005115, 0.037645, 0.015, 0.00917, 0.015, 0.009165, 0.994995, 0.9921, 0.00492, 0.03726, 0.015, 0.00917, 0.015, 0.009165, 0.990795, 0.98574, 0.014875, 0.04765, 0.015, 0.00917]"
29,"[[""1.727476252090799e9""], [""1.727476252091001e9""]]","[[""1.72747625219306e9""], [""1.727476252327669e9""]]","[[0.10226082801818848], [0.23666787147521973]]",0.23666787147521973,0.010975122451782227,0.24764299392700195,"[0.015, 0.009165, 0.9966999999999999, 0.99448, 0.005015, 0.03743, 0.015, 0.00917, 0.015, 0.009165, 0.994765, 0.991835, 0.004905, 0.037419999999999995, 0.015, 0.00917, 0.015, 0.009165, 0.9907900000000001, 0.98573, 0.014995, 0.04759, 0.015, 0.00917]"
30,"[[""1.72747625234083e9""], [""1.727476252341016e9""]]","[[""1.727476252442633e9""], [""1.727476252587912e9""]]","[[0.10180282592773438], [0.24689602851867676]]",0.24689602851867676,0.011812925338745117,0.2587089538574219,"[0.015, 0.009165, 0.9969300000000001, 0.994745, 0.00494, 0.037290000000000004, 0.015, 0.00917, 0.015, 0.009165, 0.994555, 0.99159, 0.004915, 0.03757, 0.015, 0.00917, 0.015, 0.009165, 0.990805, 0.98575, 0.015095, 0.04753, 0.015, 0.00917]"
31,"[[""1.727476252601803e9""], [""1.727476252602013e9""]]","[[""1.727476252687556e9""], [""1.727476252847663e9""]]","[[0.08575296401977539], [0.2456498146057129]]",0.2456498146057129,0.010538101196289062,0.25618791580200195,"[0.015, 0.009165, 0.997035, 0.99487, 0.004884999999999999, 0.037235, 0.015, 0.00917, 0.015, 0.009165, 0.99439, 0.9914, 0.0049499999999999995, 0.03768, 0.015, 0.00917, 0.015, 0.009165, 0.9908399999999999, 0.985785, 0.01515, 0.04749, 0.015, 0.00917]"
32,"[[""1.727476252860449e9""], [""1.727476252860628e9""]]","[[""1.72747625294787e9""], [""1.727476253097673e9""]]","[[0.08742094039916992], [0.2370450496673584]]",0.2370450496673584,0.010126113891601562,0.24717116355895996,"[0.015, 0.009165, 0.9970349999999999, 0.9948650000000001, 0.0048600000000000015, 0.03725, 0.015, 0.00917, 0.015, 0.009165, 0.994315, 0.9913050000000001, 0.004975000000000002, 0.037735, 0.015, 0.00917, 0.015, 0.009165, 0.990875, 0.985835, 0.01515, 0.047465, 0.015, 0.00917]"
33,"[[""1.727476253110007e9""], [""1.727476253110183e9""]]","[[""1.727476253197633e9""], [""1.727476253357572e9""]]","[[0.08762598037719727], [0.2473890781402588]]",0.2473890781402588,0.009792804718017578,0.25718188285827637,"[0.015, 0.009165, 0.9969450000000001, 0.9947649999999999, 0.00487, 0.037315, 0.015, 0.00917, 0.015, 0.009165, 0.9943200000000001, 0.9913199999999999, 0.005004999999999999, 0.03773, 0.015, 0.00917, 0.015, 0.009165, 0.99091, 0.9858750000000001, 0.015119999999999998, 0.04746, 0.015, 0.00917]"
34,"[[""1.727476253369646e9""], [""1.727476253369827e9""]]","[[""1.727476253457504e9""], [""1.727476253607719e9""]]","[[0.08785796165466309], [0.23789191246032715]]",0.23789191246032715,0.011538028717041016,0.24942994117736816,"[0.015, 0.009169999999999998, 0.9968049999999999, 0.9946050000000001, 0.0049, 0.03741, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.994395, 0.9914050000000001, 0.00502, 0.037675, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.9909450000000001, 0.98591, 0.015064999999999999, 0.047455, 0.015, 0.00917]"
35,"[[""1.727476253621649e9""], [""1.727476253621829e9""]]","[[""1.727476253707792e9""], [""1.727476253857597e9""]]","[[0.08614301681518555], [0.23576807975769043]]",0.23576807975769043,0.010307788848876953,0.24607586860656738,"[0.015, 0.009170000000000001, 0.996665, 0.99444, 0.0049499999999999995, 0.037495, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9945099999999999, 0.9915399999999999, 0.005025, 0.03759, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9909650000000001, 0.9859399999999999, 0.015009999999999999, 0.04746, 0.015, 0.00917]"
36,"[[""1.727476253870483e9""], [""1.727476253870663e9""]]","[[""1.727476253962861e9""], [""1.727476254115584e9""]]","[[0.09237813949584961], [0.24492096900939941]]",0.24492096900939941,0.010255098342895508,0.2551760673522949,"[0.015, 0.009169999999999998, 0.9965499999999999, 0.99431, 0.005, 0.037565, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.994625, 0.9916750000000001, 0.005025, 0.0375, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.99098, 0.98595, 0.01497, 0.04747, 0.015, 0.00917]"
37,"[[""1.727476254128347e9""], [""1.727476254128517e9""]]","[[""1.727476254212805e9""], [""1.727476254368086e9""]]","[[0.0844581127166748], [0.23956918716430664]]",0.23956918716430664,0.010205984115600586,0.24977517127990723,"[0.015, 0.009170000000000001, 0.9964799999999999, 0.994225, 0.00504, 0.037599999999999995, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9947199999999999, 0.991785, 0.005025, 0.037425, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9909699999999999, 0.98594, 0.014945000000000002, 0.047485, 0.015, 0.00917]"
38,"[[""1.727476254380994e9""], [""1.727476254381168e9""]]","[[""1.727476254467611e9""], [""1.72747625461746e9""]]","[[0.08661699295043945], [0.23629212379455566]]",0.23629212379455566,0.010170936584472656,0.24646306037902832,"[0.015, 0.009169999999999998, 0.996455, 0.9942, 0.005065, 0.037605, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.9947750000000001, 0.99185, 0.005015, 0.037385, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.9909549999999999, 0.9859199999999999, 0.014939999999999998, 0.047494999999999996, 0.015, 0.00917]"
39,"[[""1.727476254630338e9""], [""1.727476254630551e9""]]","[[""1.72747625471766e9""], [""1.727476254867745e9""]]","[[0.08732199668884277], [0.23719382286071777]]",0.23719382286071777,0.012093067169189453,0.24928689002990723,"[0.015, 0.009170000000000001, 0.9964700000000001, 0.99422, 0.005075, 0.03759, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9947900000000001, 0.991865, 0.005009999999999999, 0.03738, 0.015, 0.00917, 0.015, 0.009170000000000001, 0.9909300000000001, 0.9859, 0.01494, 0.04751000000000001, 0.015, 0.00917]"
40,"[[""1.727476254882786e9""], [""1.727476254882952e9""]]","[[""1.727476254972715e9""], [""1.727476255155466e9""]]","[[0.08992886543273926], [0.27251410484313965]]",0.27251410484313965,0.010514974594116211,0.28302907943725586,"[0.015, 0.009169999999999998, 0.9965200000000001, 0.994275, 0.0050550000000000005, 0.037559999999999996, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.99476, 0.99183, 0.005, 0.037405, 0.015, 0.00917, 0.015, 0.009169999999999998, 0.99091, 0.9858750000000001, 0.014955, 0.04751999999999999, 0.015, 0.00917]"
