Iteration,TX_Time,RX_Time,Delay,D_K,Delay_cc,T_K,Z12
1,"[[""1.727476228498296e9""], [""1.727476228498602e9""]]","[[""1.727476236672664e9""], [""1.727476243139664e9""]]","[[8.174367904663086], [14.641062021255493]]",14.641062021255493,0.20709013938903809,14.848152160644531,"[0.025, 0.01917, 0.98631, 0.9674250000000001, 0.40074, 0.159145, 0.025, 0.01917, 0.025, 0.01917, 0.9873599999999999, 0.968085, 0.32955, 0.182535, 0.025, 0.01917, 0.025, 0.01917, 0.9909250000000001, 0.9704849999999999, 0.422205, 0.10255, 0.025, 0.01917]"
2,"[[""1.727476243347204e9""], [""1.727476243347422e9""]]","[[""1.727476244932664e9""], [""1.727476243617528e9""]]","[[1.5854599475860596], [0.27010607719421387]]",1.5854599475860596,0.010998010635375977,1.5964579582214355,"[0.014999999999999998, 0.00917, 0.9954000000000001, 0.989525, 0.007459999999999994, 0.080765, 0.014999999999999998, 0.0, 0.014999999999999998, 0.00917, 0.99513, 0.988115, 0.006605, 0.07815999999999997, 0.014999999999999998, 0.0, 0.014999999999999998, 0.00917, 0.99488, 0.9894799999999999, 0.016229999999999967, 0.06662499999999999, 0.014999999999999998, 0.0]"
3,"[[""1.727476244944038e9""], [""1.727476244944209e9""]]","[[""1.727476245067675e9""], [""1.727476245327446e9""]]","[[0.12363719940185547], [0.3832368850708008]]",0.3832368850708008,0.010428905487060547,0.39366579055786133,"[0.015, 0.009165, 1.009685, 1.0100099999999999, -0.187905, 0.053165, 0.015, -0.009165, 0.015, 0.009165, 1.0075, 1.00565, -0.1536, 0.03912500000000001, 0.015, -0.009165, 0.015, 0.009165, 1.010765, 1.0132050000000001, -0.18503, 0.054655, 0.015, -0.0055249999999999995]"
4,"[[""1.727476245338321e9""], [""1.727476245338551e9""]]","[[""1.727476245682867e9""], [""1.727476245625571e9""]]","[[0.3445460796356201], [0.2870199680328369]]",0.3445460796356201,0.010432958602905273,0.3549790382385254,"[0.015, 0.009165, 1.011605, 1.0132050000000001, -0.18888, 0.038759999999999996, 0.015, -0.00917, 0.015, 0.009165, 1.0084899999999999, 1.0081000000000002, -0.15587499999999999, 0.025515000000000017, 0.015, -0.00917, 0.015, 0.009165, 1.01767, 1.02011, -0.18587499999999998, 0.04864500000000001, 0.015, -0.00411]"
5,"[[""1.727476245693782e9""], [""1.727476245693996e9""]]","[[""1.727476245786195e9""], [""1.727476245967668e9""]]","[[0.09241294860839844], [0.27367210388183594]]",0.27367210388183594,0.010650873184204102,0.28432297706604004,"[0.015, 0.009165, 1.0071749999999997, 1.0069299999999999, -0.09349, 0.03421, 0.015, -0.0036699999999999997, 0.015, 0.009165, 1.004725, 1.00386, -0.076155, 0.023464999999999996, 0.015, 0.0, 0.015, 0.009165, 1.012885, 1.012155, -0.08711, 0.04279499999999999, 0.015, 0.0003350000000000001]"
6,"[[""1.727476245978905e9""], [""1.727476245979089e9""]]","[[""1.727476246080964e9""], [""1.727476246257468e9""]]","[[0.10205912590026855], [0.278378963470459]]",0.278378963470459,0.010821104049682617,0.2892000675201416,"[0.015, 0.009165, 1.0026100000000002, 1.00079, 0.0014050000000000035, 0.029080000000000005, 0.015, 0.0009149999999999996, 0.015, 0.009165, 1.0025849999999998, 1.00066, 0.002704999999999999, 0.024754999999999996, 0.015, 0.004585, 0.015, 0.009165, 1.005515, 1.0019900000000002, 0.011435000000000008, 0.034115, 0.015, 0.006975]"
7,"[[""1.727476246268974e9""], [""1.727476246269138e9""]]","[[""1.727476246352881e9""], [""1.727476246547572e9""]]","[[0.08390688896179199], [0.27843379974365234]]",0.27843379974365234,0.010004043579101562,0.2884378433227539,"[0.015, 0.009165, 0.999625, 0.9967349999999999, 0.050324999999999995, 0.030484999999999998, 0.015, 0.00733, 0.015, 0.009165, 1.0003400000000002, 0.9974499999999998, 0.043295, 0.030579999999999996, 0.015, 0.00916, 0.015, 0.009165, 1.00021, 0.994835, 0.06172, 0.03436500000000001, 0.015, 0.00917]"
8,"[[""1.727476246558246e9""], [""1.727476246558414e9""]]","[[""1.727476246636501e9""], [""1.727476246827665e9""]]","[[0.07825517654418945], [0.26925110816955566]]",0.26925110816955566,0.010251998901367188,0.27950310707092285,"[0.015, 0.009165, 0.9980450000000001, 0.994895, 0.05184999999999999, 0.03441999999999999, 0.015, 0.00917, 0.015, 0.009165, 0.99803, 0.994695, 0.04440499999999999, 0.035885, 0.015, 0.00917, 0.015, 0.009165, 0.996315, 0.99044, 0.062855, 0.0393, 0.015, 0.00917]"
9,"[[""1.727476246838646e9""], [""1.727476246838814e9""]]","[[""1.727476246942671e9""], [""1.727476247107796e9""]]","[[0.10402512550354004], [0.26898193359375]]",0.26898193359375,0.010142087936401367,0.27912402153015137,"[0.015, 0.009165, 0.9982249999999999, 0.995395, 0.02903, 0.03767500000000001, 0.015, 0.00917, 0.015, 0.009165, 0.99656, 0.9932249999999999, 0.025185, 0.03882000000000001, 0.015, 0.00917, 0.015, 0.009165, 0.9943649999999999, 0.98878, 0.03921000000000001, 0.04498999999999999, 0.015, 0.00917]"
10,"[[""1.727476247118736e9""], [""1.727476247118901e9""]]","[[""1.727476247214767e9""], [""1.727476247388774e9""]]","[[0.09603095054626465], [0.26987290382385254]]",0.26987290382385254,0.010194063186645508,0.28006696701049805,"[0.015, 0.009165, 0.99911, 0.996805, 0.005415000000000003, 0.038794999999999996, 0.015, 0.00917, 0.015, 0.009165, 0.996915, 0.9937650000000001, 0.005344999999999999, 0.039479999999999994, 0.015, 0.00917, 0.015, 0.009165, 0.993895, 0.988765, 0.015269999999999995, 0.04866, 0.015, 0.00917]"
