Iteration,TX_Time,RX_Time,Delay,D_K,Delay_cc,T_K,Z12
11,"[[""1.727466742112735e9""], [""1.727466742112928e9""]]","[[""1.727466742183588e9""], [""1.727466742538193e9""]]","[[0.07085299491882324], [0.4252650737762451]]",0.4252650737762451,0.006330013275146484,0.4315950870513916,"[0.015, 0.0092, 0.9989499999999999, 0.9969999999999999, -0.0066, 0.0382, 0.015, 0.0092, 0.015, 0.0092, 0.9974000000000001, 0.9944999999999999, -0.004999999999999999, 0.0383, 0.015, 0.0092, 0.015, 0.0092, 0.99265, 0.9878, 0.0030999999999999986, 0.049600000000000005, 0.015, 0.009200000000000002]"
12,"[[""1.727466742545457e9""], [""1.727466742545639e9""]]","[[""1.727466742868312e9""], [""1.727466742787971e9""]]","[[0.32285499572753906], [0.24233198165893555]]",0.32285499572753906,0.0054302215576171875,0.32828521728515625,"[0.015, 0.0092, 0.9989500000000001, 0.99705, -0.006550000000000001, 0.0374, 0.015, 0.0092, 0.015, 0.0092, 0.9978499999999999, 0.99515, -0.0055, 0.03675, 0.015, 0.0092, 0.015, 0.0092, 0.9915499999999999, 0.9867000000000001, 0.0029499999999999995, 0.0493, 0.015, 0.009199999999999998]"
13,"[[""1.727466742874716e9""], [""1.727466742874891e9""]]","[[""1.727466742943312e9""], [""1.727466743125982e9""]]","[[0.06859588623046875], [0.25109100341796875]]",0.25109100341796875,0.009927988052368164,0.2610189914703369,"[0.015, 0.0092, 0.9987499999999999, 0.99675, -0.0006000000000000007, 0.0366, 0.015, 0.0092, 0.015, 0.0092, 0.9974000000000001, 0.99475, -0.0009500000000000003, 0.0358, 0.015, 0.0092, 0.015, 0.0092, 0.9906500000000001, 0.9855999999999999, 0.00895, 0.04855000000000001, 0.015, 0.009200000000000002]"
14,"[[""1.727466743136974e9""], [""1.727466743137128e9""]]","[[""1.72746674321654e9""], [""1.727466743386079e9""]]","[[0.07956600189208984], [0.24895095825195312]]",0.24895095825195312,0.02073502540588379,0.2696859836578369,"[0.015, 0.0092, 0.9986, 0.9964999999999999, 0.0053, 0.03625, 0.015, 0.0092, 0.015, 0.0092, 0.9964500000000001, 0.99375, 0.004, 0.03595, 0.015, 0.0092, 0.015, 0.0092, 0.9898999999999999, 0.98465, 0.015099999999999999, 0.04794999999999999, 0.015, 0.009199999999999998]"
15,"[[""1.727466743407983e9""], [""1.727466743411289e9""]]","[[""1.727466743489239e9""], [""1.727466743648323e9""]]","[[0.08125591278076172], [0.23703408241271973]]",0.23703408241271973,0.006273031234741211,0.24330711364746094,"[0.015, 0.0092, 0.9985499999999999, 0.9964500000000001, 0.0081, 0.0362, 0.015, 0.0092, 0.015, 0.0092, 0.99535, 0.9924999999999999, 0.006699999999999999, 0.0368, 0.015, 0.0092, 0.015, 0.0092, 0.9894, 0.9841, 0.018349999999999998, 0.04765, 0.015, 0.009200000000000002]"
16,"[[""1.727466743655797e9""], [""1.727466743655973e9""]]","[[""1.727466743728692e9""], [""1.727466743908262e9""]]","[[0.07289505004882812], [0.2522890567779541]]",0.2522890567779541,0.006437063217163086,0.2587261199951172,"[0.015, 0.0092, 0.9986, 0.99655, 0.007850000000000001, 0.03635, 0.015, 0.0092, 0.015, 0.0092, 0.9942500000000001, 0.9913, 0.00695, 0.03774999999999999, 0.015, 0.0092, 0.015, 0.0092, 0.9893000000000001, 0.9840500000000001, 0.018550000000000004, 0.04775, 0.015, 0.009199999999999998]"
17,"[[""1.727466743916123e9""], [""1.727466743916333e9""]]","[[""1.727466743983443e9""], [""1.727466744166267e9""]]","[[0.06732010841369629], [0.24993395805358887]]",0.24993395805358887,0.006059169769287109,0.255993127822876,"[0.015, 0.0092, 0.99875, 0.99675, 0.0062, 0.03655, 0.015, 0.0092, 0.015, 0.0092, 0.9935999999999998, 0.99045, 0.005899999999999999, 0.03845, 0.015, 0.0092, 0.015, 0.0092, 0.98965, 0.9843999999999999, 0.017249999999999998, 0.047950000000000007, 0.015, 0.009200000000000002]"
18,"[[""1.727466744173848e9""], [""1.727466744174043e9""]]","[[""1.727466744258351e9""], [""1.727466744416101e9""]]","[[0.084503173828125], [0.24205803871154785]]",0.24205803871154785,0.006058931350708008,0.24811697006225586,"[0.015, 0.0092, 0.9988, 0.99685, 0.004499999999999999, 0.036599999999999994, 0.015, 0.0092, 0.015, 0.0092, 0.9932500000000001, 0.9901, 0.00485, 0.0387, 0.015, 0.0092, 0.015, 0.0092, 0.9902000000000001, 0.9850500000000001, 0.0157, 0.0479, 0.015, 0.009199999999999998]"
19,"[[""1.727466744423642e9""], [""1.727466744423862e9""]]","[[""1.727466744509653e9""], [""1.727466744668114e9""]]","[[0.08601117134094238], [0.24425196647644043]]",0.24425196647644043,0.006272077560424805,0.25052404403686523,"[0.015, 0.0092, 0.9988, 0.99685, 0.0036500000000000013, 0.0367, 0.015, 0.0092, 0.015, 0.0092, 0.99325, 0.99005, 0.004399999999999999, 0.038650000000000004, 0.015, 0.0092, 0.015, 0.0092, 0.9907499999999999, 0.98575, 0.0148, 0.04765, 0.015, 0.009200000000000002]"
20,"[[""1.727466744676028e9""], [""1.727466744676214e9""]]","[[""1.727466744759323e9""], [""1.72746674493616e9""]]","[[0.08329486846923828], [0.2599461078643799]]",0.2599461078643799,0.006283998489379883,0.26623010635375977,"[0.015, 0.0092, 0.9985, 0.9964999999999999, 0.0037, 0.03675, 0.015, 0.0092, 0.015, 0.0092, 0.9934500000000002, 0.9903, 0.004400000000000001, 0.03845, 0.015, 0.0092, 0.015, 0.0092, 0.99125, 0.9862, 0.014650000000000002, 0.04730000000000001, 0.015, 0.009199999999999998]"
21,"[[""1.727466744944108e9""], [""1.727466744944344e9""]]","[[""1.727466745078355e9""], [""1.727466745196069e9""]]","[[0.1342470645904541], [0.2517249584197998]]",0.2517249584197998,0.005650997161865234,0.25737595558166504,"[0.015, 0.0092, 0.99775, 0.9957, 0.00415, 0.0369, 0.015, 0.0092, 0.015, 0.0092, 0.9938499999999999, 0.99075, 0.004700000000000001, 0.038, 0.015, 0.0092, 0.015, 0.0092, 0.9914000000000001, 0.98645, 0.0149, 0.047049999999999995, 0.015, 0.009200000000000002]"
22,"[[""1.727466745203442e9""], [""1.727466745203636e9""]]","[[""1.727466745288682e9""], [""1.72746674545621e9""]]","[[0.08523988723754883], [0.25257396697998047]]",0.25257396697998047,0.005956172943115234,0.2585301399230957,"[0.015, 0.0092, 0.9969499999999999, 0.99475, 0.00475, 0.03724999999999999, 0.015, 0.0092, 0.015, 0.0092, 0.9943, 0.9912500000000001, 0.004999999999999999, 0.037649999999999996, 0.015, 0.0092, 0.015, 0.0092, 0.9914499999999999, 0.9864499999999998, 0.015050000000000001, 0.047, 0.015, 0.009199999999999998]"
23,"[[""1.727466745463796e9""], [""1.727466745463992e9""]]","[[""1.727466745533344e9""], [""1.727466745716057e9""]]","[[0.06954813003540039], [0.25206494331359863]]",0.25206494331359863,0.005544900894165039,0.25760984420776367,"[0.015, 0.0092, 0.99625, 0.9939499999999999, 0.00515, 0.03765, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9917499999999999, 0.0052499999999999995, 0.03730000000000001, 0.015, 0.0092, 0.015, 0.0092, 0.9912500000000001, 0.9863, 0.015050000000000001, 0.047150000000000004, 0.015, 0.009200000000000002]"
24,"[[""1.727466745723339e9""], [""1.727466745723545e9""]]","[[""1.727466745818525e9""], [""1.727466745975945e9""]]","[[0.09518599510192871], [0.25239992141723633]]",0.25239992141723633,0.0058441162109375,0.25824403762817383,"[0.015, 0.0092, 0.9957500000000001, 0.9934000000000001, 0.0054, 0.03805, 0.015, 0.0092, 0.015, 0.0092, 0.9950500000000001, 0.99215, 0.0052499999999999995, 0.037149999999999996, 0.015, 0.0092, 0.015, 0.0092, 0.99115, 0.9861500000000001, 0.0149, 0.0474, 0.015, 0.009199999999999998]"
25,"[[""1.727466745983499e9""], [""1.727466745983706e9""]]","[[""1.727466746068326e9""], [""1.72746674623608e9""]]","[[0.08482694625854492], [0.25237393379211426]]",0.25237393379211426,0.0056650638580322266,0.2580389976501465,"[0.015, 0.0092, 0.9955999999999999, 0.9932500000000001, 0.0054, 0.03815, 0.015, 0.0092, 0.015, 0.0092, 0.9951999999999999, 0.99235, 0.0052, 0.03705, 0.015, 0.0092, 0.015, 0.0092, 0.9909999999999999, 0.986, 0.01475, 0.0476, 0.015, 0.009200000000000002]"
26,"[[""1.727466746243766e9""], [""1.727466746243991e9""]]","[[""1.727466746315483e9""], [""1.727466746496121e9""]]","[[0.0717170238494873], [0.25213003158569336]]",0.25213003158569336,0.005930185317993164,0.2580602169036865,"[0.015, 0.0092, 0.9957499999999999, 0.9934, 0.005299999999999999, 0.038099999999999995, 0.015, 0.0092, 0.015, 0.0092, 0.99525, 0.9924000000000001, 0.0051, 0.03705, 0.015, 0.0092, 0.015, 0.0092, 0.9908500000000001, 0.98585, 0.01465, 0.04765, 0.015, 0.009199999999999998]"
27,"[[""1.727466746503967e9""], [""1.727466746504165e9""]]","[[""1.727466746598472e9""], [""1.727466746755991e9""]]","[[0.09450507164001465], [0.25182604789733887]]",0.25182604789733887,0.005485057830810547,0.2573111057281494,"[0.015, 0.0092, 0.9960500000000001, 0.99375, 0.0052, 0.03785, 0.015, 0.0092, 0.015, 0.0092, 0.9952000000000001, 0.9923, 0.005, 0.03715, 0.015, 0.0092, 0.015, 0.0092, 0.99085, 0.9858500000000001, 0.01475, 0.047650000000000005, 0.015, 0.009200000000000002]"
28,"[[""1.727466746763397e9""], [""1.727466746763594e9""]]","[[""1.727466746838325e9""], [""1.72746674701651e9""]]","[[0.07492804527282715], [0.2529160976409912]]",0.2529160976409912,0.0055620670318603516,0.25847816467285156,"[0.015, 0.0092, 0.99645, 0.9942, 0.0051, 0.037599999999999995, 0.015, 0.0092, 0.015, 0.0092, 0.9949999999999999, 0.9921, 0.0049499999999999995, 0.0373, 0.015, 0.0092, 0.015, 0.0092, 0.9907999999999999, 0.9857999999999998, 0.014850000000000002, 0.04765, 0.015, 0.009199999999999998]"
29,"[[""1.727466747024103e9""], [""1.727466747024308e9""]]","[[""1.7274667471014e9""], [""1.727466747276008e9""]]","[[0.07729697227478027], [0.25169992446899414]]",0.25169992446899414,0.005439043045043945,0.2571389675140381,"[0.015, 0.0092, 0.99675, 0.9944999999999999, 0.005049999999999999, 0.0374, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9918, 0.004900000000000001, 0.03745, 0.015, 0.0092, 0.015, 0.0092, 0.99075, 0.9857000000000002, 0.015049999999999997, 0.04755000000000001, 0.015, 0.009200000000000002]"
30,"[[""1.727466747283487e9""], [""1.727466747283675e9""]]","[[""1.727466747360358e9""], [""1.727466747528227e9""]]","[[0.07687091827392578], [0.2445521354675293]]",0.2445521354675293,0.005566835403442383,0.2501189708709717,"[0.015, 0.0092, 0.99695, 0.9948000000000001, 0.0049499999999999995, 0.03725, 0.015, 0.0092, 0.015, 0.0092, 0.99455, 0.9916, 0.004900000000000001, 0.03755, 0.015, 0.0092, 0.015, 0.0092, 0.99075, 0.9856999999999998, 0.015099999999999999, 0.04755, 0.015, 0.009199999999999998]"
31,"[[""1.727466747535904e9""], [""1.727466747536104e9""]]","[[""1.727466747618404e9""], [""1.727466747796208e9""]]","[[0.08249998092651367], [0.2601039409637451]]",0.2601039409637451,0.0058460235595703125,0.26594996452331543,"[0.015, 0.0092, 0.99705, 0.9949, 0.00485, 0.0372, 0.015, 0.0092, 0.015, 0.0092, 0.9944500000000001, 0.9914, 0.004950000000000001, 0.037700000000000004, 0.015, 0.0092, 0.015, 0.0092, 0.9907500000000001, 0.9857000000000002, 0.015149999999999999, 0.04755, 0.015, 0.009200000000000002]"
32,"[[""1.727466747804252e9""], [""1.72746674780448e9""]]","[[""1.727466747887567e9""], [""1.72746674805657e9""]]","[[0.08331513404846191], [0.2520899772644043]]",0.2520899772644043,0.0058269500732421875,0.2579169273376465,"[0.015, 0.0092, 0.997, 0.99485, 0.0049, 0.037250000000000005, 0.015, 0.0092, 0.015, 0.0092, 0.9943, 0.99135, 0.005, 0.03775, 0.015, 0.0092, 0.015, 0.0092, 0.99085, 0.9857499999999999, 0.01515, 0.0475, 0.015, 0.009199999999999998]"
33,"[[""1.727466748064725e9""], [""1.727466748064909e9""]]","[[""1.72746674814878e9""], [""1.72746674831656e9""]]","[[0.08405518531799316], [0.2516510486602783]]",0.2516510486602783,0.00551605224609375,0.25716710090637207,"[0.015, 0.0092, 0.99695, 0.99475, 0.0049, 0.037349999999999994, 0.015, 0.0092, 0.015, 0.0092, 0.9943500000000001, 0.9912999999999998, 0.005, 0.0377, 0.015, 0.0092, 0.015, 0.0092, 0.9908999999999999, 0.9858499999999999, 0.01515, 0.04745, 0.015, 0.009200000000000002]"
34,"[[""1.727466748324399e9""], [""1.727466748324586e9""]]","[[""1.727466748408306e9""], [""1.727466748568255e9""]]","[[0.08390688896179199], [0.2436690330505371]]",0.2436690330505371,0.00623011589050293,0.24989914894104004,"[0.015, 0.0092, 0.99685, 0.9946499999999999, 0.0049, 0.0374, 0.015, 0.0092, 0.015, 0.0092, 0.9944, 0.9914500000000002, 0.005, 0.03765, 0.015, 0.0092, 0.015, 0.0092, 0.9909000000000001, 0.9859, 0.015099999999999999, 0.04745, 0.015, 0.009199999999999998]"
35,"[[""1.727466748577037e9""], [""1.727466748577253e9""]]","[[""1.727466748659164e9""], [""1.727466748826587e9""]]","[[0.08212685585021973], [0.24933385848999023]]",0.24933385848999023,0.008358955383300781,0.257692813873291,"[0.015, 0.0092, 0.9967, 0.9944500000000001, 0.0049499999999999995, 0.0375, 0.015, 0.0092, 0.015, 0.0092, 0.99455, 0.9915499999999999, 0.005, 0.037599999999999995, 0.015, 0.0092, 0.015, 0.0092, 0.9909999999999999, 0.9859500000000001, 0.015, 0.04745, 0.015, 0.009200000000000002]"
36,"[[""1.727466748838749e9""], [""1.727466748839032e9""]]","[[""1.727466748921285e9""], [""1.727466749086175e9""]]","[[0.08253598213195801], [0.24714303016662598]]",0.24714303016662598,0.005640983581542969,0.25278401374816895,"[0.015, 0.0092, 0.99655, 0.9943000000000001, 0.0049499999999999995, 0.03755, 0.015, 0.0092, 0.015, 0.0092, 0.99465, 0.9917, 0.005, 0.0375, 0.015, 0.0092, 0.015, 0.0092, 0.99105, 0.986, 0.014949999999999998, 0.04745, 0.015, 0.009199999999999998]"
37,"[[""1.727466749094373e9""], [""1.727466749094566e9""]]","[[""1.72746674917864e9""], [""1.727466749346355e9""]]","[[0.08426690101623535], [0.251788854598999]]",0.251788854598999,0.0062351226806640625,0.2580239772796631,"[0.015, 0.0092, 0.99645, 0.9942, 0.005, 0.03765, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9918, 0.005, 0.0374, 0.015, 0.0092, 0.015, 0.0092, 0.9909999999999999, 0.986, 0.0149, 0.04745, 0.015, 0.009200000000000002]"
38,"[[""1.727466749355296e9""], [""1.727466749355522e9""]]","[[""1.727466749438597e9""], [""1.727466749606181e9""]]","[[0.08330106735229492], [0.2506589889526367]]",0.2506589889526367,0.005948066711425781,0.2566070556640625,"[0.015, 0.0092, 0.9964000000000001, 0.9941499999999999, 0.0051, 0.037649999999999996, 0.015, 0.0092, 0.015, 0.0092, 0.9948, 0.99185, 0.005050000000000001, 0.037399999999999996, 0.015, 0.0092, 0.015, 0.0092, 0.9910000000000002, 0.9859499999999999, 0.014949999999999998, 0.0475, 0.015, 0.009199999999999998]"
39,"[[""1.727466749614909e9""], [""1.727466749615131e9""]]","[[""1.727466749838382e9""], [""1.727466749866098e9""]]","[[0.22347307205200195], [0.25096702575683594]]",0.25096702575683594,0.009505987167358398,0.26047301292419434,"[0.015, 0.0092, 0.9964, 0.9941500000000001, 0.0051, 0.037599999999999995, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9919000000000001, 0.005049999999999999, 0.037349999999999994, 0.015, 0.0092, 0.015, 0.0092, 0.9909499999999999, 0.9859000000000002, 0.014950000000000001, 0.04755, 0.015, 0.009200000000000002]"
40,"[[""1.727466749879892e9""], [""1.727466749880139e9""]]","[[""1.727466749968467e9""], [""1.727466750126009e9""]]","[[0.08857488632202148], [0.24586987495422363]]",0.24586987495422363,0.005589962005615234,0.25145983695983887,"[0.015, 0.0092, 0.9965, 0.9942499999999999, 0.005099999999999999, 0.03755000000000001, 0.015, 0.0092, 0.015, 0.0092, 0.99475, 0.9917999999999999, 0.005, 0.03735000000000001, 0.015, 0.0092, 0.015, 0.0092, 0.9909, 0.9858499999999999, 0.015, 0.04755, 0.015, 0.009199999999999998]"
41,"[[""1.727466750134663e9""], [""1.727466750134857e9""]]","[[""1.727466750241848e9""], [""1.727466750386101e9""]]","[[0.10718488693237305], [0.25124406814575195]]",0.25124406814575195,0.005493879318237305,0.25673794746398926,"[0.015, 0.0092, 0.9966, 0.9943, 0.005050000000000001, 0.03755, 0.015, 0.0092, 0.015, 0.0092, 0.9947, 0.99175, 0.005, 0.03749999999999999, 0.015, 0.0092, 0.015, 0.0092, 0.99085, 0.9858, 0.015, 0.04755, 0.015, 0.009200000000000002]"
42,"[[""1.727466750394422e9""], [""1.727466750394609e9""]]","[[""1.727466750468436e9""], [""1.727466750646042e9""]]","[[0.07401394844055176], [0.2514331340789795]]",0.2514331340789795,0.00598597526550293,0.2574191093444824,"[0.015, 0.0092, 0.99665, 0.9944, 0.005050000000000001, 0.03749999999999999, 0.015, 0.0092, 0.015, 0.0092, 0.9946499999999999, 0.9917, 0.005, 0.037500000000000006, 0.015, 0.0092, 0.015, 0.0092, 0.99085, 0.9858, 0.015, 0.04755, 0.015, 0.009199999999999998]"
