time(s)	cellId	rnti	lcid	packetSize	delay(s)
24.1116	2	1	3	5263	0.00152857
24.1121	2	1	3	378	0.00152857
24.2066	2	1	3	395	0.00152857
24.2116	2	1	3	5263	0.00152857
24.2121	2	1	3	378	0.00152857
24.3066	2	1	3	395	0.00152857
24.3116	2	1	3	5263	0.00152857
24.3121	2	1	3	378	0.00152857
24.4066	2	1	3	395	0.00152857
24.4116	2	1	3	5263	0.00152857
24.4121	2	1	3	378	0.00152857
24.5066	2	1	3	395	0.00152857
24.5116	2	1	3	5263	0.00152857
24.5121	2	1	3	378	0.00152857
24.6066	2	1	3	395	0.00152857
24.6116	2	1	3	5263	0.00152857
24.6121	2	1	3	378	0.00152857
24.7066	2	1	3	395	0.00152857
24.7116	2	1	3	5263	0.00152857
24.7121	2	1	3	378	0.00152857
24.8066	2	1	3	395	0.00152857
24.8116	2	1	3	5263	0.00152857
24.8121	2	1	3	378	0.00152857
24.9066	2	1	3	395	0.00152857
24.9116	2	1	3	5263	0.00152857
24.9121	2	1	3	378	0.00152857
25.0066	2	1	3	395	0.00152857
25.0116	2	1	3	5263	0.00152857
25.0121	2	1	3	378	0.00152857
25.1066	2	1	3	395	0.00152857
25.1116	2	1	3	5263	0.00152857
25.1121	2	1	3	378	0.00152857
25.2066	2	1	3	395	0.00152857
25.2116	2	1	3	5263	0.00152857
25.2121	2	1	3	378	0.00152857
25.3066	2	1	3	395	0.00152857
25.3116	2	1	3	5263	0.00152857
25.3121	2	1	3	378	0.00152857
25.4066	2	1	3	395	0.00152857
25.4116	2	1	3	5263	0.00152857
25.4121	2	1	3	378	0.00152857
25.5066	2	1	3	395	0.00152857
25.5116	2	1	3	5263	0.00152857
25.5121	2	1	3	378	0.00152857
25.6066	2	1	3	395	0.00152857
25.6116	2	1	3	5263	0.00152857
25.6121	2	1	3	378	0.00152857
25.7066	2	1	3	395	0.00152857
25.7116	2	1	3	5263	0.00152857
25.7121	2	1	3	378	0.00152857
25.8066	2	1	3	395	0.00152857
25.8116	2	1	3	5263	0.00152857
25.8121	2	1	3	378	0.00152857
25.9066	2	1	3	395	0.00152857
25.9116	2	1	3	5263	0.00152857
25.9121	2	1	3	378	0.00152857
26.0066	2	1	3	395	0.00152857
26.0116	2	1	3	5263	0.00152857
26.0121	2	1	3	378	0.00152857
26.1066	2	1	3	395	0.00152857
26.1116	2	1	3	5263	0.00152857
26.1121	2	1	3	378	0.00152857
26.2066	2	1	3	395	0.00152857
26.2116	2	1	3	5263	0.00152857
26.2121	2	1	3	378	0.00152857
26.3066	2	1	3	395	0.00152857
26.3116	2	1	3	5263	0.00152857
26.3121	2	1	3	378	0.00152857
26.4066	2	1	3	395	0.00152857
26.4116	2	1	3	5263	0.00152857
26.4121	2	1	3	378	0.00152857
26.5066	2	1	3	395	0.00152857
26.5116	2	1	3	5263	0.00152857
26.5121	2	1	3	378	0.00152857
26.6066	2	1	3	395	0.00152857
26.6116	2	1	3	5263	0.00152857
26.6121	2	1	3	378	0.00152857
26.7066	2	1	3	395	0.00152857
26.7116	2	1	3	5263	0.00152857
26.7121	2	1	3	378	0.00152857
26.8066	2	1	3	395	0.00152857
26.8116	2	1	3	5263	0.00152857
26.8121	2	1	3	378	0.00152857
26.9066	2	1	3	395	0.00152857
26.9116	2	1	3	5263	0.00152857
26.9121	2	1	3	378	0.00152857
27.0066	2	1	3	395	0.00152857
27.0116	2	1	3	5263	0.00152857
27.0121	2	1	3	378	0.00152857
27.1066	2	1	3	395	0.00152857
27.1116	2	1	3	5263	0.00152857
27.1121	2	1	3	378	0.00152857
27.2066	2	1	3	395	0.00152857
27.2116	2	1	3	5263	0.00152857
27.2121	2	1	3	378	0.00152857
27.3066	2	1	3	395	0.00152857
27.3116	2	1	3	5263	0.00152857
27.3121	2	1	3	378	0.00152857
27.4066	2	1	3	395	0.00152857
27.4116	2	1	3	5263	0.00152857
27.4121	2	1	3	378	0.00152857
27.5066	2	1	3	395	0.00152857
27.5116	2	1	3	5263	0.00152857
27.5121	2	1	3	378	0.00152857
27.6066	2	1	3	395	0.00152857
27.6116	2	1	3	5263	0.00152857
27.6121	2	1	3	378	0.00152857
27.7066	2	1	3	395	0.00152857
27.7116	2	1	3	5263	0.00152857
27.7121	2	1	3	378	0.00152857
27.8066	2	1	3	395	0.00152857
27.8116	2	1	3	5263	0.00152857
27.8121	2	1	3	378	0.00152857
27.9066	2	1	3	395	0.00152857
27.9116	2	1	3	5263	0.00152857
27.9121	2	1	3	378	0.00152857
28.0066	2	1	3	395	0.00152857
28.0116	2	1	3	5263	0.00152857
28.0121	2	1	3	378	0.00152857
28.1066	2	1	3	395	0.00152857
28.1116	2	1	3	5263	0.00152857
28.1121	2	1	3	378	0.00152857
28.2066	2	1	3	395	0.00152857
28.2116	2	1	3	5263	0.00152857
28.2121	2	1	3	378	0.00152857
28.3066	2	1	3	395	0.00152857
28.3116	2	1	3	5263	0.00152857
28.3121	2	1	3	378	0.00152857
28.4066	2	1	3	395	0.00152857
28.4116	2	1	3	5263	0.00152857
28.4121	2	1	3	378	0.00152857
28.5066	2	1	3	395	0.00152857
28.5116	2	1	3	5263	0.00152857
28.5121	2	1	3	378	0.00152857
28.6066	2	1	3	395	0.00152857
28.6116	2	1	3	5263	0.00152857
28.6121	2	1	3	378	0.00152857
28.7066	2	1	3	395	0.00152857
28.7116	2	1	3	5263	0.00152857
28.7121	2	1	3	378	0.00152857
28.8066	2	1	3	395	0.00152857
28.8116	2	1	3	5263	0.00152857
28.8121	2	1	3	378	0.00152857
28.9066	2	1	3	395	0.00152857
28.9116	2	1	3	5263	0.00152857
28.9121	2	1	3	378	0.00152857
29.0066	2	1	3	395	0.00152857
29.0116	2	1	3	5263	0.00152857
29.0121	2	1	3	378	0.00152857
29.1066	2	1	3	395	0.00152857
29.1116	2	1	3	5263	0.00152857
29.1121	2	1	3	378	0.00152857
29.2066	2	1	3	395	0.00152857
29.2116	2	1	3	5263	0.00152857
29.2121	2	1	3	378	0.00152857
29.3066	2	1	3	395	0.00152857
29.3116	2	1	3	5263	0.00152857
29.3121	2	1	3	378	0.00152857
29.4066	2	1	3	395	0.00152857
29.4116	2	1	3	5263	0.00152857
29.4121	2	1	3	378	0.00152857
29.5066	2	1	3	395	0.00152857
29.5116	2	1	3	5263	0.00152857
29.5121	2	1	3	378	0.00152857
29.6066	2	1	3	395	0.00152857
29.6116	2	1	3	5263	0.00152857
29.6121	2	1	3	378	0.00152857
29.7066	2	1	3	395	0.00152857
29.7116	2	1	3	5263	0.00152857
29.7121	2	1	3	378	0.00152857
29.8066	2	1	3	395	0.00152857
29.8116	2	1	3	5263	0.00152857
29.8121	2	1	3	378	0.00152857
29.9066	2	1	3	395	0.00152857
29.9116	2	1	3	5263	0.00152857
29.9121	2	1	3	378	0.00152857
30.0066	2	1	3	395	0.00152857
30.0116	2	1	3	5263	0.00152857
30.0121	2	1	3	378	0.00152857
30.1066	2	1	3	395	0.00152857
30.1116	2	1	3	5263	0.00152857
30.1121	2	1	3	378	0.00152857
30.2066	2	1	3	395	0.00152857
30.2116	2	1	3	5263	0.00152857
30.2121	2	1	3	378	0.00152857
30.3066	2	1	3	395	0.00152857
30.3116	2	1	3	5263	0.00152857
30.3121	2	1	3	378	0.00152857
30.4066	2	1	3	395	0.00152857
30.4116	2	1	3	5263	0.00152857
30.4121	2	1	3	378	0.00152857
30.5066	2	1	3	395	0.00152857
30.5116	2	1	3	5263	0.00152857
30.5121	2	1	3	378	0.00152857
30.6066	2	1	3	395	0.00152857
30.6116	2	1	3	5263	0.00152857
30.6121	2	1	3	378	0.00152857
30.7066	2	1	3	395	0.00152857
30.7116	2	1	3	5263	0.00152857
30.7121	2	1	3	378	0.00152857
30.8066	2	1	3	395	0.00152857
30.8116	2	1	3	5263	0.00152857
30.8121	2	1	3	378	0.00152857
30.9066	2	1	3	395	0.00152857
30.9116	2	1	3	5263	0.00152857
30.9121	2	1	3	378	0.00152857
31.0066	2	1	3	395	0.00152857
31.0116	2	1	3	5263	0.00152857
31.0121	2	1	3	378	0.00152857
31.1066	2	1	3	395	0.00152857
31.1116	2	1	3	5263	0.00152857
31.1121	2	1	3	378	0.00152857
31.2066	2	1	3	395	0.00152857
31.2116	2	1	3	5263	0.00152857
31.2121	2	1	3	378	0.00152857
31.3066	2	1	3	395	0.00152857
