% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
13.8095	1	0	1	1	1381	1	1	7	6	14	1	0	28	2433
13.904	1	0	1	1	1390	6	0	12	1	15	1	0	28	403
13.909	1	0	1	1	1391	1	0	0	13	15	1	0	28	5271
13.9095	1	0	1	1	1391	1	1	7	6	14	1	0	28	2433
14.004	1	0	1	1	1400	6	0	12	1	15	1	0	28	403
14.009	1	0	1	1	1401	1	0	0	13	15	1	0	28	5271
14.0095	1	0	1	1	1401	1	1	7	6	14	1	0	28	2433
14.104	1	0	1	1	1410	6	0	12	1	15	1	0	28	403
14.109	1	0	1	1	1411	1	0	0	13	15	1	0	28	5271
14.1095	1	0	1	1	1411	1	1	7	6	14	1	0	28	2433
14.204	1	0	1	1	1420	6	0	12	1	15	1	0	28	403
14.209	1	0	1	1	1421	1	0	0	13	15	1	0	28	5271
14.2095	1	0	1	1	1421	1	1	7	6	14	1	0	28	2433
14.304	1	0	1	1	1430	6	0	12	1	15	1	0	28	403
14.309	1	0	1	1	1431	1	0	0	13	15	1	0	28	5271
14.3095	1	0	1	1	1431	1	1	7	6	14	1	0	28	2433
14.404	1	0	1	1	1440	6	0	12	1	15	1	0	28	403
14.409	1	0	1	1	1441	1	0	0	13	15	1	0	28	5271
14.4095	1	0	1	1	1441	1	1	7	6	14	1	0	28	2433
14.504	1	0	1	1	1450	6	0	12	1	15	1	0	28	403
14.509	1	0	1	1	1451	1	0	0	13	15	1	0	28	5271
14.5095	1	0	1	1	1451	1	1	7	6	14	1	0	28	2433
14.604	1	0	1	1	1460	6	0	12	1	15	1	0	28	403
14.609	1	0	1	1	1461	1	0	0	13	15	1	0	28	5271
14.6095	1	0	1	1	1461	1	1	7	6	14	1	0	28	2433
14.704	1	0	1	1	1470	6	0	12	1	15	1	0	28	403
14.709	1	0	1	1	1471	1	0	0	13	15	1	0	28	5271
14.7095	1	0	1	1	1471	1	1	7	6	14	1	0	28	2433
14.804	1	0	1	1	1480	6	0	12	1	15	1	0	28	403
14.809	1	0	1	1	1481	1	0	0	13	15	1	0	28	5271
14.8095	1	0	1	1	1481	1	1	7	6	14	1	0	28	2433
14.904	1	0	1	1	1490	6	0	12	1	15	1	0	28	403
14.909	1	0	1	1	1491	1	0	0	13	15	1	0	28	5271
14.9095	1	0	1	1	1491	1	1	7	6	14	1	0	28	2433
15.004	1	0	1	1	1500	6	0	12	1	15	1	0	28	403
15.009	1	0	1	1	1501	1	0	0	13	15	1	0	28	5271
15.0095	1	0	1	1	1501	1	1	7	6	14	1	0	28	2433
15.104	1	0	1	1	1510	6	0	12	1	15	1	0	28	403
15.109	1	0	1	1	1511	1	0	0	13	15	1	0	28	5271
15.1095	1	0	1	1	1511	1	1	7	6	14	1	0	28	2433
15.204	1	0	1	1	1520	6	0	12	1	15	1	0	28	403
15.209	1	0	1	1	1521	1	0	0	13	15	1	0	28	5271
15.2095	1	0	1	1	1521	1	1	7	6	14	1	0	28	2433
15.304	1	0	1	1	1530	6	0	12	1	15	1	0	28	403
15.309	1	0	1	1	1531	1	0	0	13	15	1	0	28	5271
15.3095	1	0	1	1	1531	1	1	7	6	14	1	0	28	2433
15.404	1	0	1	1	1540	6	0	12	1	15	1	0	28	403
15.409	1	0	1	1	1541	1	0	0	13	15	1	0	28	5271
15.4095	1	0	1	1	1541	1	1	7	6	14	1	0	28	2433
15.504	1	0	1	1	1550	6	0	12	1	15	1	0	28	403
15.509	1	0	1	1	1551	1	0	0	13	15	1	0	28	5271
15.5095	1	0	1	1	1551	1	1	7	6	14	1	0	28	2433
15.604	1	0	1	1	1560	6	0	12	1	15	1	0	28	403
15.609	1	0	1	1	1561	1	0	0	13	15	1	0	28	5271
15.6095	1	0	1	1	1561	1	1	7	6	14	1	0	28	2433
15.704	1	0	1	1	1570	6	0	12	1	15	1	0	28	403
15.709	1	0	1	1	1571	1	0	0	13	15	1	0	28	5271
15.7095	1	0	1	1	1571	1	1	7	6	14	1	0	28	2433
15.804	1	0	1	1	1580	6	0	12	1	15	1	0	28	403
15.809	1	0	1	1	1581	1	0	0	13	15	1	0	28	5271
15.8095	1	0	1	1	1581	1	1	7	6	14	1	0	28	2433
15.904	1	0	1	1	1590	6	0	12	1	15	1	0	28	403
15.909	1	0	1	1	1591	1	0	0	13	15	1	0	28	5271
15.9095	1	0	1	1	1591	1	1	7	6	14	1	0	28	2433
16.004	1	0	1	1	1600	6	0	12	1	15	1	0	28	403
16.009	1	0	1	1	1601	1	0	0	13	15	1	0	28	5271
16.0095	1	0	1	1	1601	1	1	7	6	14	1	0	28	2433
16.104	1	0	1	1	1610	6	0	12	1	15	1	0	28	403
16.109	1	0	1	1	1611	1	0	0	13	15	1	0	28	5271
16.1095	1	0	1	1	1611	1	1	7	6	14	1	0	28	2433
16.204	1	0	1	1	1620	6	0	12	1	15	1	0	28	403
16.209	1	0	1	1	1621	1	0	0	13	15	1	0	28	5271
16.2095	1	0	1	1	1621	1	1	7	6	14	1	0	28	2433
16.304	1	0	1	1	1630	6	0	12	1	15	1	0	28	403
16.309	1	0	1	1	1631	1	0	0	13	15	1	0	28	5271
16.3095	1	0	1	1	1631	1	1	7	6	14	1	0	28	2433
16.404	1	0	1	1	1640	6	0	12	1	15	1	0	28	403
16.409	1	0	1	1	1641	1	0	0	13	15	1	0	28	5271
16.4095	1	0	1	1	1641	1	1	7	6	14	1	0	28	2433
16.504	1	0	1	1	1650	6	0	12	1	15	1	0	28	403
16.509	1	0	1	1	1651	1	0	0	13	15	1	0	28	5271
16.5095	1	0	1	1	1651	1	1	7	6	14	1	0	28	2433
16.604	1	0	1	1	1660	6	0	12	1	15	1	0	28	403
16.609	1	0	1	1	1661	1	0	0	13	15	1	0	28	5271
16.6095	1	0	1	1	1661	1	1	7	6	14	1	0	28	2433
16.704	1	0	1	1	1670	6	0	12	1	15	1	0	28	403
16.709	1	0	1	1	1671	1	0	0	13	15	1	0	28	5271
16.7095	1	0	1	1	1671	1	1	7	6	14	1	0	28	2433
16.804	1	0	1	1	1680	6	0	12	1	15	1	0	28	403
16.809	1	0	1	1	1681	1	0	0	13	15	1	0	28	5271
16.8095	1	0	1	1	1681	1	1	7	6	14	1	0	28	2433
16.904	1	0	1	1	1690	6	0	12	1	15	1	0	28	403
16.909	1	0	1	1	1691	1	0	0	13	15	1	0	28	5271
16.9095	1	0	1	1	1691	1	1	7	6	14	1	0	28	2433
17.004	1	0	1	1	1700	6	0	12	1	15	1	0	28	403
17.009	1	0	1	1	1701	1	0	0	13	15	1	0	28	5271
17.0095	1	0	1	1	1701	1	1	7	6	14	1	0	28	2433
17.104	1	0	1	1	1710	6	0	12	1	15	1	0	28	403
17.109	1	0	1	1	1711	1	0	0	13	15	1	0	28	5271
17.1095	1	0	1	1	1711	1	1	7	6	14	1	0	28	2433
17.204	1	0	1	1	1720	6	0	12	1	15	1	0	28	403
17.209	1	0	1	1	1721	1	0	0	13	15	1	0	28	5271
17.2095	1	0	1	1	1721	1	1	7	6	14	1	0	28	2433
17.304	1	0	1	1	1730	6	0	12	1	15	1	0	28	403
17.309	1	0	1	1	1731	1	0	0	13	15	1	0	28	5271
17.3095	1	0	1	1	1731	1	1	7	6	14	1	0	28	2433
17.404	1	0	1	1	1740	6	0	12	1	15	1	0	28	403
17.409	1	0	1	1	1741	1	0	0	13	15	1	0	28	5271
17.4095	1	0	1	1	1741	1	1	7	6	14	1	0	28	2433
17.504	1	0	1	1	1750	6	0	12	1	15	1	0	28	403
17.509	1	0	1	1	1751	1	0	0	13	15	1	0	28	5271
17.5095	1	0	1	1	1751	1	1	7	6	14	1	0	28	2433
17.604	1	0	1	1	1760	6	0	12	1	15	1	0	28	403
17.609	1	0	1	1	1761	1	0	0	13	15	1	0	28	5271
17.6095	1	0	1	1	1761	1	1	7	6	14	1	0	28	2433
17.704	1	0	1	1	1770	6	0	12	1	15	1	0	28	403
17.709	1	0	1	1	1771	1	0	0	13	15	1	0	28	5271
17.7095	1	0	1	1	1771	1	1	7	6	14	1	0	28	2433
17.804	1	0	1	1	1780	6	0	12	1	15	1	0	28	403
17.809	1	0	1	1	1781	1	0	0	13	15	1	0	28	5271
17.8095	1	0	1	1	1781	1	1	7	6	14	1	0	28	2433
17.904	1	0	1	1	1790	6	0	12	1	15	1	0	28	403
17.909	1	0	1	1	1791	1	0	0	13	15	1	0	28	5271
17.9095	1	0	1	1	1791	1	1	7	6	14	1	0	28	2433
18.004	1	0	1	1	1800	6	0	12	1	15	1	0	28	403
18.009	1	0	1	1	1801	1	0	0	13	15	1	0	28	5271
18.0095	1	0	1	1	1801	1	1	7	6	14	1	0	28	2433
18.104	1	0	1	1	1810	6	0	12	1	15	1	0	28	403
18.109	1	0	1	1	1811	1	0	0	13	15	1	0	28	5271
18.1095	1	0	1	1	1811	1	1	7	6	14	1	0	28	2433
18.204	1	0	1	1	1820	6	0	12	1	15	1	0	28	403
18.209	1	0	1	1	1821	1	0	0	13	15	1	0	28	5271
18.2095	1	0	1	1	1821	1	1	7	6	14	1	0	28	2433
18.304	1	0	1	1	1830	6	0	12	1	15	1	0	28	403
18.309	1	0	1	1	1831	1	0	0	13	15	1	0	28	5271
18.3095	1	0	1	1	1831	1	1	7	6	14	1	0	28	2433
18.404	1	0	1	1	1840	6	0	12	1	15	1	0	28	403
18.409	1	0	1	1	1841	1	0	0	13	15	1	0	28	5271
18.4095	1	0	1	1	1841	1	1	7	6	14	1	0	28	2433
18.504	1	0	1	1	1850	6	0	12	1	15	1	0	28	403
18.509	1	0	1	1	1851	1	0	0	13	15	1	0	28	5271
18.5095	1	0	1	1	1851	1	1	7	6	14	1	0	28	2433
18.604	1	0	1	1	1860	6	0	12	1	15	1	0	28	403
18.609	1	0	1	1	1861	1	0	0	13	15	1	0	28	5271
18.6095	1	0	1	1	1861	1	1	7	6	14	1	0	28	2433
18.704	1	0	1	1	1870	6	0	12	1	15	1	0	28	403
18.709	1	0	1	1	1871	1	0	0	13	15	1	0	28	5271
18.7095	1	0	1	1	1871	1	1	7	6	14	1	0	28	2433
18.804	1	0	1	1	1880	6	0	12	1	15	1	0	28	403
18.809	1	0	1	1	1881	1	0	0	13	15	1	0	28	5271
18.8095	1	0	1	1	1881	1	1	7	6	14	1	0	28	2433
18.904	1	0	1	1	1890	6	0	12	1	15	1	0	28	403
18.909	1	0	1	1	1891	1	0	0	13	15	1	0	28	5271
18.9095	1	0	1	1	1891	1	1	7	6	14	1	0	28	2433
19.004	1	0	1	1	1900	6	0	12	1	15	1	0	28	403
19.009	1	0	1	1	1901	1	0	0	13	15	1	0	28	5271
19.0095	1	0	1	1	1901	1	1	7	6	14	1	0	28	2433
19.104	1	0	1	1	1910	6	0	12	1	15	1	0	28	403
19.109	1	0	1	1	1911	1	0	0	13	15	1	0	28	5271
19.1095	1	0	1	1	1911	1	1	7	6	14	1	0	28	2433
19.204	1	0	1	1	1920	6	0	12	1	15	1	0	28	403
19.209	1	0	1	1	1921	1	0	0	13	15	1	0	28	5271
19.2095	1	0	1	1	1921	1	1	7	6	14	1	0	28	2433
19.304	1	0	1	1	1930	6	0	12	1	15	1	0	28	403
19.309	1	0	1	1	1931	1	0	0	13	15	1	0	28	5271
19.3095	1	0	1	1	1931	1	1	7	6	14	1	0	28	2433
19.404	1	0	1	1	1940	6	0	12	1	15	1	0	28	403
19.409	1	0	1	1	1941	1	0	0	13	15	1	0	28	5271
19.4095	1	0	1	1	1941	1	1	7	6	14	1	0	28	2433
19.504	1	0	1	1	1950	6	0	12	1	15	1	0	28	403
19.509	1	0	1	1	1951	1	0	0	13	15	1	0	28	5271
19.5095	1	0	1	1	1951	1	1	7	6	14	1	0	28	2433
19.604	1	0	1	1	1960	6	0	12	1	15	1	0	28	403
19.609	1	0	1	1	1961	1	0	0	13	15	1	0	28	5271
19.6095	1	0	1	1	1961	1	1	7	6	14	1	0	28	2433
19.704	1	0	1	1	1970	6	0	12	1	15	1	0	28	403
19.709	1	0	1	1	1971	1	0	0	13	15	1	0	28	5271
19.7095	1	0	1	1	1971	1	1	7	6	14	1	0	28	2433
19.804	1	0	1	1	1980	6	0	12	1	15	1	0	28	403
19.809	1	0	1	1	1981	1	0	0	13	15	1	0	28	5271
19.8095	1	0	1	1	1981	1	1	7	6	14	1	0	28	2433
19.904	1	0	1	1	1990	6	0	12	1	15	1	0	28	403
19.909	1	0	1	1	1991	1	0	0	13	15	1	0	28	5271
19.9095	1	0	1	1	1991	1	1	7	6	14	1	0	28	2433
20.004	1	0	1	1	2000	6	0	12	1	15	1	0	28	403
20.009	1	0	1	1	2001	1	0	0	13	15	1	0	28	5271
20.0095	1	0	1	1	2001	1	1	7	6	14	1	0	28	2433
20.104	1	0	1	1	2010	6	0	12	1	15	1	0	28	403
20.109	1	0	1	1	2011	1	0	0	13	15	1	0	28	5271
20.1095	1	0	1	1	2011	1	1	7	6	14	1	0	28	2433
20.204	1	0	1	1	2020	6	0	12	1	15	1	0	28	403
20.209	1	0	1	1	2021	1	0	0	13	15	1	0	28	5271
20.2095	1	0	1	1	2021	1	1	7	6	14	1	0	28	2433
20.304	1	0	1	1	2030	6	0	12	1	15	1	0	28	403
20.309	1	0	1	1	2031	1	0	0	13	15	1	0	28	5271
20.3095	1	0	1	1	2031	1	1	7	6	14	1	0	28	2433
20.404	1	0	1	1	2040	6	0	12	1	15	1	0	28	403
20.409	1	0	1	1	2041	1	0	0	13	15	1	0	28	5271
20.4095	1	0	1	1	2041	1	1	7	6	14	1	0	28	2433
20.504	1	0	1	1	2050	6	0	12	1	15	1	0	28	403
20.509	1	0	1	1	2051	1	0	0	13	15	1	0	28	5271
20.5095	1	0	1	1	2051	1	1	7	6	14	1	0	28	2433
20.604	1	0	1	1	2060	6	0	12	1	15	1	0	28	403
20.609	1	0	1	1	2061	1	0	0	13	15	1	0	28	5271
20.6095	1	0	1	1	2061	1	1	7	6	14	1	0	28	2433
20.704	1	0	1	1	2070	6	0	12	1	15	1	0	28	403
20.709	1	0	1	1	2071	1	0	0	13	15	1	0	28	5271
20.7095	1	0	1	1	2071	1	1	7	6	14	1	0	28	2433
20.804	1	0	1	1	2080	6	0	12	1	15	1	0	28	403
20.809	1	0	1	1	2081	1	0	0	13	15	1	0	28	5271
20.8095	1	0	1	1	2081	1	1	7	6	14	1	0	28	2433
20.904	1	0	1	1	2090	6	0	12	1	15	1	0	28	403
20.909	1	0	1	1	2091	1	0	0	13	15	1	0	28	5271
20.9095	1	0	1	1	2091	1	1	7	6	14	1	0	28	2433
21.004	1	0	1	1	2100	6	0	12	1	15	1	0	28	403
21.009	1	0	1	1	2101	1	0	0	13	15	1	0	28	5271
21.0095	1	0	1	1	2101	1	1	7	6	14	1	0	28	2433
21.104	1	0	1	1	2110	6	0	12	1	15	1	0	28	403
21.109	1	0	1	1	2111	1	0	0	13	15	1	0	28	5271
21.1095	1	0	1	1	2111	1	1	7	6	14	1	0	28	2433
21.204	1	0	1	1	2120	6	0	12	1	15	1	0	28	403
21.209	1	0	1	1	2121	1	0	0	13	15	1	0	28	5271
21.2095	1	0	1	1	2121	1	1	7	6	14	1	0	28	2433
21.304	1	0	1	1	2130	6	0	12	1	15	1	0	28	403
21.309	1	0	1	1	2131	1	0	0	13	15	1	0	28	5271
21.3095	1	0	1	1	2131	1	1	7	6	14	1	0	28	2433
21.404	1	0	1	1	2140	6	0	12	1	15	1	0	28	403
21.409	1	0	1	1	2141	1	0	0	13	15	1	0	28	5271
21.4095	1	0	1	1	2141	1	1	7	6	14	1	0	28	2433
21.504	1	0	1	1	2150	6	0	12	1	15	1	0	28	403
21.509	1	0	1	1	2151	1	0	0	13	15	1	0	28	5271
21.5095	1	0	1	1	2151	1	1	7	6	14	1	0	28	2433
21.604	1	0	1	1	2160	6	0	12	1	15	1	0	28	403
21.609	1	0	1	1	2161	1	0	0	13	15	1	0	28	5271
21.6095	1	0	1	1	2161	1	1	7	6	14	1	0	28	2433
21.704	1	0	1	1	2170	6	0	12	1	15	1	0	28	403
21.709	1	0	1	1	2171	1	0	0	13	15	1	0	28	5271
21.7095	1	0	1	1	2171	1	1	7	6	14	1	0	28	2433
21.804	1	0	1	1	2180	6	0	12	1	15	1	0	28	403
21.809	1	0	1	1	2181	1	0	0	13	15	1	0	28	5271
21.8095	1	0	1	1	2181	1	1	7	6	14	1	0	28	2433
21.904	1	0	1	1	2190	6	0	12	1	15	1	0	28	403
21.909	1	0	1	1	2191	1	0	0	13	15	1	0	28	5271
21.9095	1	0	1	1	2191	1	1	7	6	14	1	0	28	2433
22.004	1	0	1	1	2200	6	0	12	1	15	1	0	28	403
22.009	1	0	1	1	2201	1	0	0	13	15	1	0	28	5271
22.0095	1	0	1	1	2201	1	1	7	6	14	1	0	28	2433
22.104	1	0	1	1	2210	6	0	12	1	15	1	0	28	403
22.109	1	0	1	1	2211	1	0	0	13	15	1	0	28	5271
22.1095	1	0	1	1	2211	1	1	7	6	14	1	0	28	2433
22.204	1	0	1	1	2220	6	0	12	1	15	1	0	28	403
22.209	1	0	1	1	2221	1	0	0	13	15	1	0	28	5271
22.2095	1	0	1	1	2221	1	1	7	6	14	1	0	28	2433
22.304	1	0	1	1	2230	6	0	12	1	15	1	0	28	403
22.309	1	0	1	1	2231	1	0	0	13	15	1	0	28	5271
22.3095	1	0	1	1	2231	1	1	7	6	14	1	0	28	2433
22.404	1	0	1	1	2240	6	0	12	1	15	1	0	28	403
22.409	1	0	1	1	2241	1	0	0	13	15	1	0	28	5271
22.4095	1	0	1	1	2241	1	1	7	6	14	1	0	28	2433
22.504	1	0	1	1	2250	6	0	12	1	15	1	0	28	403
22.509	1	0	1	1	2251	1	0	0	13	15	1	0	28	5271
22.5095	1	0	1	1	2251	1	1	7	6	14	1	0	28	2433
22.604	1	0	1	1	2260	6	0	12	1	15	1	0	28	403
22.609	1	0	1	1	2261	1	0	0	13	15	1	0	28	5271
22.6095	1	0	1	1	2261	1	1	7	6	14	1	0	28	2433
22.704	1	0	1	1	2270	6	0	12	1	15	1	0	28	403
22.709	1	0	1	1	2271	1	0	0	13	15	1	0	28	5271
22.7095	1	0	1	1	2271	1	1	7	6	14	1	0	28	2433
22.804	1	0	1	1	2280	6	0	12	1	15	1	0	28	403
22.809	1	0	1	1	2281	1	0	0	13	15	1	0	28	5271
22.8095	1	0	1	1	2281	1	1	7	6	14	1	0	28	2433
22.904	1	0	1	1	2290	6	0	12	1	15	1	0	28	403
22.909	1	0	1	1	2291	1	0	0	13	15	1	0	28	5271
22.9095	1	0	1	1	2291	1	1	7	6	14	1	0	28	2433
23.004	1	0	1	1	2300	6	0	12	1	15	1	0	28	403
23.009	1	0	1	1	2301	1	0	0	13	15	1	0	28	5271
23.0095	1	0	1	1	2301	1	1	7	6	14	1	0	28	2433
23.104	1	0	1	1	2310	6	0	12	1	15	1	0	28	403
23.109	1	0	1	1	2311	1	0	0	13	15	1	0	28	5271
23.1095	1	0	1	1	2311	1	1	7	6	14	1	0	28	2433
23.204	1	0	1	1	2320	6	0	12	1	15	1	0	28	403
23.209	1	0	1	1	2321	1	0	0	13	15	1	0	28	5271
23.2095	1	0	1	1	2321	1	1	7	6	14	1	0	28	2433
23.304	1	0	1	1	2330	6	0	12	1	15	1	0	28	403
23.309	1	0	1	1	2331	1	0	0	13	15	1	0	28	5271
23.3095	1	0	1	1	2331	1	1	7	6	14	1	0	28	2433
23.404	1	0	1	1	2340	6	0	12	1	15	1	0	28	403
23.409	1	0	1	1	2341	1	0	0	13	15	1	0	28	5271
23.4095	1	0	1	1	2341	1	1	7	6	14	1	0	28	2433
23.504	1	0	1	1	2350	6	0	12	1	15	1	0	28	403
23.509	1	0	1	1	2351	1	0	0	13	15	1	0	28	5271
23.5095	1	0	1	1	2351	1	1	7	6	14	1	0	28	2433
23.604	1	0	1	1	2360	6	0	12	1	15	1	0	28	403
23.609	1	0	1	1	2361	1	0	0	13	15	1	0	28	5271
23.6095	1	0	1	1	2361	1	1	7	6	14	1	0	28	2433
23.704	1	0	1	1	2370	6	0	12	1	15	1	0	28	403
23.709	1	0	1	1	2371	1	0	0	13	15	1	0	28	5271
23.7095	1	0	1	1	2371	1	1	7	6	14	1	0	28	2433
23.804	1	0	1	1	2380	6	0	12	1	15	1	0	28	403
23.809	1	0	1	1	2381	1	0	0	13	15	1	0	28	5271
23.8095	1	0	1	1	2381	1	1	7	6	14	1	0	28	2433
23.904	1	0	1	1	2390	6	0	12	1	15	1	0	28	403
23.909	1	0	1	1	2391	1	0	0	13	15	1	0	28	5271
23.9095	1	0	1	1	2391	1	1	7	6	14	1	0	28	2433
24.004	1	0	1	1	2400	6	0	12	1	15	1	0	28	403
24.009	1	0	1	1	2401	1	0	0	13	15	1	0	28	5271
24.0095	1	0	1	1	2401	1	1	7	6	14	1	0	28	2433
24.104	1	0	1	1	2410	6	0	12	1	15	1	0	28	403
24.109	1	0	1	1	2411	1	0	0	13	15	1	0	28	5271
24.1095	1	0	1	1	2411	1	1	7	6	14	1	0	28	2433
24.204	1	0	1	1	2420	6	0	12	1	15	1	0	28	403
24.209	1	0	1	1	2421	1	0	0	13	15	1	0	28	5271
24.2095	1	0	1	1	2421	1	1	7	6	14	1	0	28	2433
24.304	1	0	1	1	2430	6	0	12	1	15	1	0	28	403
24.309	1	0	1	1	2431	1	0	0	13	15	1	0	28	5271
24.3095	1	0	1	1	2431	1	1	7	6	14	1	0	28	2433
24.404	1	0	1	1	2440	6	0	12	1	15	1	0	28	403
24.409	1	0	1	1	2441	1	0	0	13	15	1	0	28	5271
24.4095	1	0	1	1	2441	1	1	7	6	14	1	0	28	2433
24.504	1	0	1	1	2450	6	0	12	1	15	1	0	28	403
24.509	1	0	1	1	2451	1	0	0	13	15	1	0	28	5271
24.5095	1	0	1	1	2451	1	1	7	6	14	1	0	28	2433
24.604	1	0	1	1	2460	6	0	12	1	15	1	0	28	403
24.609	1	0	1	1	2461	1	0	0	13	15	1	0	28	5271
24.6095	1	0	1	1	2461	1	1	7	6	14	1	0	28	2433
24.704	1	0	1	1	2470	6	0	12	1	15	1	0	28	403
24.709	1	0	1	1	2471	1	0	0	13	15	1	0	28	5271
24.7095	1	0	1	1	2471	1	1	7	6	14	1	0	28	2433
24.804	1	0	1	1	2480	6	0	12	1	15	1	0	28	403
24.809	1	0	1	1	2481	1	0	0	13	15	1	0	28	5271
24.8095	1	0	1	1	2481	1	1	7	6	14	1	0	28	2433
24.904	1	0	1	1	2490	6	0	12	1	15	1	0	28	403
24.909	1	0	1	1	2491	1	0	0	13	15	1	0	28	5271
24.9095	1	0	1	1	2491	1	1	7	6	14	1	0	28	2433
25.004	1	0	1	1	2500	6	0	12	1	15	1	0	28	403
25.009	1	0	1	1	2501	1	0	0	13	15	1	0	28	5271
25.0095	1	0	1	1	2501	1	1	7	6	14	1	0	28	2433
25.104	1	0	1	1	2510	6	0	12	1	15	1	0	28	403
25.109	1	0	1	1	2511	1	0	0	13	15	1	0	28	5271
25.1095	1	0	1	1	2511	1	1	7	6	14	1	0	28	2433
25.204	1	0	1	1	2520	6	0	12	1	15	1	0	28	403
25.209	1	0	1	1	2521	1	0	0	13	15	1	0	28	5271
25.2095	1	0	1	1	2521	1	1	7	6	14	1	0	28	2433
25.304	1	0	1	1	2530	6	0	12	1	15	1	0	28	403
25.309	1	0	1	1	2531	1	0	0	13	15	1	0	28	5271
25.3095	1	0	1	1	2531	1	1	7	6	14	1	0	28	2433
25.404	1	0	1	1	2540	6	0	12	1	15	1	0	28	403
25.409	1	0	1	1	2541	1	0	0	13	15	1	0	28	5271
25.4095	1	0	1	1	2541	1	1	7	6	14	1	0	28	2433
25.504	1	0	1	1	2550	6	0	12	1	15	1	0	28	403
25.509	1	0	1	1	2551	1	0	0	13	15	1	0	28	5271
25.5095	1	0	1	1	2551	1	1	7	6	14	1	0	28	2433
25.604	1	0	1	1	2560	6	0	12	1	15	1	0	28	403
25.609	1	0	1	1	2561	1	0	0	13	15	1	0	28	5271
25.6095	1	0	1	1	2561	1	1	7	6	14	1	0	28	2433
25.704	1	0	1	1	2570	6	0	12	1	15	1	0	28	403
25.709	1	0	1	1	2571	1	0	0	13	15	1	0	28	5271
25.7095	1	0	1	1	2571	1	1	7	6	14	1	0	28	2433
25.804	1	0	1	1	2580	6	0	12	1	15	1	0	28	403
25.809	1	0	1	1	2581	1	0	0	13	15	1	0	28	5271
25.8095	1	0	1	1	2581	1	1	7	6	14	1	0	28	2433
25.904	1	0	1	1	2590	6	0	12	1	15	1	0	28	403
25.909	1	0	1	1	2591	1	0	0	13	15	1	0	28	5271
25.9095	1	0	1	1	2591	1	1	7	6	14	1	0	28	2433
26.004	1	0	1	1	2600	6	0	12	1	15	1	0	28	403
26.009	1	0	1	1	2601	1	0	0	13	15	1	0	28	5271
26.0095	1	0	1	1	2601	1	1	7	6	14	1	0	28	2433
26.104	1	0	1	1	2610	6	0	12	1	15	1	0	28	403
26.109	1	0	1	1	2611	1	0	0	13	15	1	0	28	5271
26.1095	1	0	1	1	2611	1	1	7	6	14	1	0	28	2433
26.204	1	0	1	1	2620	6	0	12	1	15	1	0	28	403
26.209	1	0	1	1	2621	1	0	0	13	15	1	0	28	5271
26.2095	1	0	1	1	2621	1	1	7	6	14	1	0	28	2433
26.304	1	0	1	1	2630	6	0	12	1	15	1	0	28	403
26.309	1	0	1	1	2631	1	0	0	13	15	1	0	28	5271
26.3095	1	0	1	1	2631	1	1	7	6	14	1	0	28	2433
26.404	1	0	1	1	2640	6	0	12	1	15	1	0	28	403
26.409	1	0	1	1	2641	1	0	0	13	15	1	0	28	5271
26.4095	1	0	1	1	2641	1	1	7	6	14	1	0	28	2433
26.504	1	0	1	1	2650	6	0	12	1	15	1	0	28	403
26.509	1	0	1	1	2651	1	0	0	13	15	1	0	28	5271
26.5095	1	0	1	1	2651	1	1	7	6	14	1	0	28	2433
26.604	1	0	1	1	2660	6	0	12	1	15	1	0	28	403
26.609	1	0	1	1	2661	1	0	0	13	15	1	0	28	5271
26.6095	1	0	1	1	2661	1	1	7	6	14	1	0	28	2433
26.704	1	0	1	1	2670	6	0	12	1	15	1	0	28	403
26.709	1	0	1	1	2671	1	0	0	13	15	1	0	28	5271
26.7095	1	0	1	1	2671	1	1	7	6	14	1	0	28	2433
26.804	1	0	1	1	2680	6	0	12	1	15	1	0	28	403
26.809	1	0	1	1	2681	1	0	0	13	15	1	0	28	5271
26.8095	1	0	1	1	2681	1	1	7	6	14	1	0	28	2433
26.904	1	0	1	1	2690	6	0	12	1	15	1	0	28	403
26.909	1	0	1	1	2691	1	0	0	13	15	1	0	28	5271
26.9095	1	0	1	1	2691	1	1	7	6	14	1	0	28	2433
27.004	1	0	1	1	2700	6	0	12	1	15	1	0	28	403
27.009	1	0	1	1	2701	1	0	0	13	15	1	0	28	5271
27.0095	1	0	1	1	2701	1	1	7	6	14	1	0	28	2433
27.104	1	0	1	1	2710	6	0	12	1	15	1	0	28	403
27.109	1	0	1	1	2711	1	0	0	13	15	1	0	28	5271
27.1095	1	0	1	1	2711	1	1	7	6	14	1	0	28	2433
27.204	1	0	1	1	2720	6	0	12	1	15	1	0	28	403
27.209	1	0	1	1	2721	1	0	0	13	15	1	0	28	5271
27.2095	1	0	1	1	2721	1	1	7	6	14	1	0	28	2433
27.304	1	0	1	1	2730	6	0	12	1	15	1	0	28	403
27.309	1	0	1	1	2731	1	0	0	13	15	1	0	28	5271
27.3095	1	0	1	1	2731	1	1	7	6	14	1	0	28	2433
27.404	1	0	1	1	2740	6	0	12	1	15	1	0	28	403
27.409	1	0	1	1	2741	1	0	0	13	15	1	0	28	5271
27.4095	1	0	1	1	2741	1	1	7	6	14	1	0	28	2433
