Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	corrupt	TBler
5.61196	UL	561	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
5.70646	UL	570	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
5.70646	UL	570	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
5.71146	UL	571	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
5.71146	UL	571	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
5.71196	UL	571	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
5.71196	UL	571	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
5.80646	UL	580	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
5.80646	UL	580	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
5.81146	UL	581	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
5.81146	UL	581	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
5.81196	UL	581	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
5.81196	UL	581	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
5.90646	UL	590	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
5.90646	UL	590	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
5.91146	UL	591	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
5.91146	UL	591	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
5.91196	UL	591	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
5.91196	UL	591	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.00646	UL	600	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.00646	UL	600	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.01146	UL	601	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.01146	UL	601	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.01196	UL	601	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.01196	UL	601	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.10646	UL	610	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.10646	UL	610	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.11146	UL	611	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.11146	UL	611	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.11196	UL	611	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.11196	UL	611	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.20646	UL	620	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.20646	UL	620	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.21146	UL	621	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.21146	UL	621	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.21196	UL	621	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.21196	UL	621	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.30646	UL	630	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.30646	UL	630	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.31146	UL	631	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.31146	UL	631	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.31196	UL	631	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.31196	UL	631	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.40646	UL	640	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.40646	UL	640	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.41146	UL	641	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.41146	UL	641	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.41196	UL	641	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.41196	UL	641	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.50646	UL	650	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.50646	UL	650	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.51146	UL	651	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.51146	UL	651	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.51196	UL	651	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.51196	UL	651	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.60646	UL	660	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.60646	UL	660	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.61146	UL	661	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.61146	UL	661	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.61196	UL	661	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.61196	UL	661	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.70646	UL	670	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.70646	UL	670	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.71146	UL	671	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.71146	UL	671	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.71196	UL	671	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.71196	UL	671	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.80646	UL	680	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.80646	UL	680	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.81146	UL	681	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.81146	UL	681	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.81196	UL	681	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.81196	UL	681	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.90646	UL	690	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.90646	UL	690	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
6.91146	UL	691	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.91146	UL	691	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
6.91196	UL	691	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
6.91196	UL	691	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.00646	UL	700	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.00646	UL	700	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.01146	UL	701	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.01146	UL	701	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.01196	UL	701	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.01196	UL	701	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.10646	UL	710	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.10646	UL	710	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.11146	UL	711	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.11146	UL	711	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.11196	UL	711	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.11196	UL	711	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.20646	UL	720	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.20646	UL	720	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.21146	UL	721	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.21146	UL	721	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.21196	UL	721	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.21196	UL	721	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.30646	UL	730	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.30646	UL	730	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.31146	UL	731	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.31146	UL	731	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.31196	UL	731	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.31196	UL	731	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.40646	UL	740	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.40646	UL	740	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.41146	UL	741	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.41146	UL	741	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.41196	UL	741	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.41196	UL	741	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.50646	UL	750	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.50646	UL	750	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.51146	UL	751	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.51146	UL	751	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.51196	UL	751	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.51196	UL	751	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.60646	UL	760	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.60646	UL	760	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.61146	UL	761	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.61146	UL	761	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.61196	UL	761	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.61196	UL	761	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.70646	UL	770	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.70646	UL	770	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.71146	UL	771	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.71146	UL	771	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.71196	UL	771	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.71196	UL	771	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.80646	UL	780	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.80646	UL	780	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.81146	UL	781	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.81146	UL	781	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.81196	UL	781	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.81196	UL	781	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.90646	UL	790	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.90646	UL	790	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
7.91146	UL	791	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.91146	UL	791	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
7.91196	UL	791	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
7.91196	UL	791	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.00646	UL	800	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.00646	UL	800	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.01146	UL	801	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.01146	UL	801	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.01196	UL	801	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.01196	UL	801	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.10646	UL	810	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.10646	UL	810	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.11146	UL	811	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.11146	UL	811	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.11196	UL	811	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.11196	UL	811	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.20646	UL	820	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.20646	UL	820	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.21146	UL	821	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.21146	UL	821	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.21196	UL	821	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.21196	UL	821	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.30646	UL	830	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.30646	UL	830	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.31146	UL	831	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.31146	UL	831	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.31196	UL	831	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.31196	UL	831	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.40646	UL	840	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.40646	UL	840	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.41146	UL	841	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.41146	UL	841	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.41196	UL	841	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.41196	UL	841	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.50646	UL	850	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.50646	UL	850	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.51146	UL	851	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.51146	UL	851	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.51196	UL	851	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.51196	UL	851	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.60646	UL	860	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.60646	UL	860	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.61146	UL	861	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.61146	UL	861	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.61196	UL	861	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.61196	UL	861	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.70646	UL	870	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.70646	UL	870	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.71146	UL	871	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.71146	UL	871	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.71196	UL	871	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.71196	UL	871	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.80646	UL	880	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.80646	UL	880	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.81146	UL	881	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.81146	UL	881	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.81196	UL	881	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.81196	UL	881	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.90646	UL	890	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.90646	UL	890	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
8.91146	UL	891	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.91146	UL	891	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
8.91196	UL	891	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
8.91196	UL	891	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.00646	UL	900	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.00646	UL	900	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.01146	UL	901	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.01146	UL	901	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.01196	UL	901	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.01196	UL	901	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.10646	UL	910	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.10646	UL	910	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.11146	UL	911	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.11146	UL	911	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.11196	UL	911	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.11196	UL	911	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.20646	UL	920	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.20646	UL	920	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.21146	UL	921	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.21146	UL	921	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.21196	UL	921	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.21196	UL	921	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.30646	UL	930	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.30646	UL	930	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.31146	UL	931	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.31146	UL	931	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.31196	UL	931	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.31196	UL	931	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.40646	UL	940	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.40646	UL	940	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.41146	UL	941	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.41146	UL	941	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.41196	UL	941	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.41196	UL	941	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.50646	UL	950	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.50646	UL	950	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.51146	UL	951	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.51146	UL	951	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.51196	UL	951	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.51196	UL	951	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.60646	UL	960	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.60646	UL	960	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.61146	UL	961	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.61146	UL	961	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.61196	UL	961	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.61196	UL	961	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.70646	UL	970	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.70646	UL	970	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.71146	UL	971	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.71146	UL	971	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.71196	UL	971	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.71196	UL	971	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.80646	UL	980	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.80646	UL	980	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.81146	UL	981	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.81146	UL	981	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.81196	UL	981	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.81196	UL	981	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.90646	UL	990	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.90646	UL	990	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
9.91146	UL	991	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.91146	UL	991	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
9.91196	UL	991	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
9.91196	UL	991	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.0065	UL	1000	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.0065	UL	1000	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.0115	UL	1001	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.0115	UL	1001	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.012	UL	1001	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.012	UL	1001	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.1065	UL	1010	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.1065	UL	1010	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.1115	UL	1011	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.1115	UL	1011	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.112	UL	1011	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.112	UL	1011	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.2065	UL	1020	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.2065	UL	1020	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.2115	UL	1021	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.2115	UL	1021	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.212	UL	1021	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.212	UL	1021	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.3065	UL	1030	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.3065	UL	1030	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.3115	UL	1031	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.3115	UL	1031	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.312	UL	1031	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.312	UL	1031	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.4065	UL	1040	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.4065	UL	1040	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.4115	UL	1041	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.4115	UL	1041	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.412	UL	1041	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.412	UL	1041	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.5065	UL	1050	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.5065	UL	1050	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.5115	UL	1051	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.5115	UL	1051	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.512	UL	1051	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.512	UL	1051	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.6065	UL	1060	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.6065	UL	1060	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.6115	UL	1061	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.6115	UL	1061	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.612	UL	1061	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.612	UL	1061	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.7065	UL	1070	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.7065	UL	1070	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.7115	UL	1071	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.7115	UL	1071	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.712	UL	1071	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.712	UL	1071	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.8065	UL	1080	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.8065	UL	1080	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.8115	UL	1081	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.8115	UL	1081	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.812	UL	1081	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.812	UL	1081	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.9065	UL	1090	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.9065	UL	1090	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
10.9115	UL	1091	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.9115	UL	1091	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
10.912	UL	1091	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
10.912	UL	1091	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
11.0065	UL	1100	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
11.0065	UL	1100	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
11.0115	UL	1101	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
11.0115	UL	1101	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
11.012	UL	1101	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
11.012	UL	1101	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
11.1065	UL	1110	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
11.1065	UL	1110	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
11.1115	UL	1111	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
11.1115	UL	1111	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
11.112	UL	1111	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
11.112	UL	1111	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
11.2065	UL	1120	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
11.2065	UL	1120	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
11.2115	UL	1121	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
11.2115	UL	1121	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
11.212	UL	1121	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
11.212	UL	1121	1	1	7	6	1	01	2433	28	1	0	44.8656	0	0	
11.3065	UL	1130	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
11.3065	UL	1130	6	0	12	1	1	01	403	28	1	0	44.8656	0	0	
11.3115	UL	1131	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
11.3115	UL	1131	1	0	0	13	1	01	5271	28	1	0	44.8656	0	0	
